Headlines,Dates,Descriptions
Jan ”Flash” Nilson completes first test at Karlskoga,20 Aug 2014,The double STCC champion completed a full day of testing at Karlskoga behind the wheel of Team Tidö's third Saab 9-3. ”It was clear that Jan enjoyed driving...
"Saleen foursixteen - the most powerful, but still ECO, Tesla to date",20 Aug 2014,"The renowned manufacturer of American ""muscle cars"", the company Saleen, has taken up the conversion of the Tesla S, which was given additional pepper both..."
"Saleen's Tesla Model S–based FourSixteen EV Makes Sounds—Good, High-Pitched, Jet-Like Ones [w/ Video!]",11 Sep 2014,"Recently, Saleen Automotive announced it is juicing Tesla's Model S EV to create the FourSixteen sport sedan. Although Saleen's charged-up Tesla doesn't get a..."
Tesla iOS & Android app updated ahead of car's 6.0 firmware,11 Sep 2014,Tesla iOS & Android app updated ahead of car's 6.0 firmware ... Good news and bad news for Tesla Model S owners: the iOS and Android apps have been updated to...
MACAU DAILY TIMES 澳門每日時報Nevada bets USD1.3b on Tesla to push economy beyond gaming,11 Sep 2014,"Nevada casinos, the state's largest industry, took in USD11.2 billion in the year that ended in July. Now lawmakers must decide whether to wager as much as..."
"AFM 2014 Promo Posters for IRON SKY 2, LAVALANTULA, and More",07 Nov 2014,"With the 2014 American Film Market underway, new promo posters have been released for Iron Sky 2, Lavalantula, Everything Carries Me to You, and Tomorrow."
Bay Area's Coal Mining History at the Black Diamond Mines Regional Preserve,07 Nov 2014,"One-third of the world's energy use relies on the greenhouse gas-producing coal, and the United Nations released a sobering report last week about its..."
Can An Idea Known As 'Maximum Pain Theory' Make You Money?,07 Nov 2014,"As options have become more popular trading instruments for retail investors, new stock trading strategies revolving around option expiration dates have..."
Analyst sees beginning of the end for oil,28 Nov 2014,"""OPEC, like Rockefeller, ultimately damned itself,"" writes Wolfe Research's Paul Sankey."
Toyota Owner Loves Van Halen so Much He Painted the Car Like the Guitar,28 Nov 2014,A Van Halen fan decided to refresh his newly bought Toyota truck through an unique paint job. He covered his car in the same scheme of Eddie's guitar for...
Dr. Teak expands from California to South Florida,28 Nov 2014,"Dr. Teak, a California company that refinishes high-end outdoor furniture, has expanded into South Florida. The 10-year-old business opened its first East..."
Commentary: Let's make Texas friendly for auto consumers,04 Dec 2014,"Since introducing its revolutionary electric cars several years ago, Tesla Motors has been fighting for the right to sell its cars directly to consumers."
"See Tesla Motors' sleek new Lyndhurst service center, showroom (photo gallery)",04 Dec 2014,Tesla Motors opened its first dual showroom and service center in Ohio in Lyndhurst recently. Check out photos of the facility and the Model S electric car.
Wheelies: The James Bond’s Fiat Edition,04 Dec 2014,"The next Bond film is expected to feature 007 driving a Fiat 500 in Rome; Audi says it is developing a new E.V., probably a crossover."
That Whole BMW-Tesla Technology Partnership Talk Was Vaporware,05 Dec 2014,"Late last month, a few hints were dropped by none other than Tesla CEO Elon Musk regarding the possibility of a technical partnership with BMW."
Tesla Model S leads the pack in customer satisfaction. Again.,05 Dec 2014,"Of the 280 models included in the survey, the average satisfaction rate was above 70 percent, and only four vehicles had less than 50 percent of owners say they..."
"Fuel Cells A Long Way From Mainstream, Despite Toyota Launch",05 Dec 2014,"You would think that when an automotive giant like Toyota declared its fuel cell car ready for prime time, questions about hydrogen technology had been laid..."
Q&A: A Minnesota Republican sees an electric car future,07 Jan 2015,"Veteran Republican lawmaker Pat Garofalo has been driving to the Minnesota State Capitol and his private sector job in style in his Tesla Model S,..."
Tesla Gigafactory For Electric-Car Batteries: Site Work Continues (Photos),07 Jan 2015,"Last September, Nevada governor Brian Sandoval signed a bill granting various tax breaks and incentives to Tesla Motors for construction of its massive..."
Winter Quirks with Tesla’s Cruise Control System,07 Jan 2015,"Tesla Model S cruise control ineffective when regenerative braking is limited due to cold weather conditions. In the image above, I had cruise control set at..."
Auto Mafia: State Bans On Tesla Sales Expose Monopolistic Nature Of Franchise Laws,21 Jan 2015,"Once seen as the wheels of choice for the environmentally conscious or the socially pretentious, Tesla Motors is shifting in major ways the conversation..."
"Low gas prices, incentives change math for electric cars",21 Jan 2015,Drivers trying to calculate whether it's practical to own an electric car are facing a new math.
Tesla Model S Charging Costs in Australia,21 Jan 2015,More than 2 years after the it first went on sale in the US the Model S arrived in Australia in late December 2014. As an early owner of the Model S the car...
"Tesla's Firmware 6.2 Increases Model S P85D Top Speed, Lowers 0-60 MPH Sprint Time",14 Apr 2015,"Besides slaying range anxiety, Tesla Motors Firmware 6.2 update comes with two Easter eggs, but only for those who own a Model S P85D."
Tesla plans to pay $25 an hour at Gigafactory,14 Apr 2015,"Tesla Motors plans to pay an average hourly wage of $25 at its huge battery factory under construction near Reno, Nev., the head of the Economic Development..."
Record-breaking Tesla coil lights up Differdange,14 Apr 2015,"A Tesla coil in Differdange is thought by scientists to be a record-breaking piece of machinery, generating voltages above 1.7MV, more than the Guinness..."
Tesla Motors opens charging station at Mobile's Bel Air Mall - al.com,16 Apr 2015,"Tesla Motors, the California-based electric car maker, plans to open one of its free charging stations in Mobile this week. Installing the machine is a part..."
Tesla Model S Gets A New Tuned Look From Larte Design,16 Apr 2015,German tuners Larte Design unveiled their new Enigma styling kit for the Tesla Model S at the 2015 TOP Marques show in Monaco today. Available soon for.
"Funny SpaceX Parody Features Tesla Model S, Dancing Elon Musk",16 Apr 2015,"Funny SpaceX Parody Features Tesla Model S, Dancing Elon Musk ... We have to admit, from PayPal to Tesla and SpaceX, Elon Musk has a pretty effervescent life."
Musk needed a Tesla saviour and his search led to Google,28 Apr 2015,"ON MAY 8 2013, Tesla Motors shocked just about everyone by posting its first quarterly profit, reporting higher-than-expected demand for its Model S..."
2014 fuel price turbulence didn’t pull the plug on EVs,28 Apr 2015,"April 28, 2015 | By: Zifei Yang and Uwe Tietge. Among the biggest stories of 2014 was the crash in global oil prices. Just when it looked like the world had..."
"Tesla, Elon Musk Social Media Accounts Hacked",28 Apr 2015,"Social media accounts for electric vehicle maker Tesla and its CEO, Elon Musk, were the target of hackers over the weekend."
Volkswagen Promises Battery Breakthrough for Electric Cars (And a Weird Little Scooter),07 Jul 2015,"The next generation e-Golf won't outrange a Tesla Model S, but it may be so cheap that it won't matter."
"Tesla's Gigafactory could be twice as big as originally planned, according to county officials",07 Jul 2015,"During a presentation about the Tahoe Reno Industrial Center, Dean Haymore, from Story County Commission, said that Tesla purchased an additional 1,200..."
Interview: Finn Peacock talks solar battery storage in Australia (and more),07 Jul 2015,It's been a big year for news on solar battery storage in Australia with the release of Tesla's Powerwall onto the market. Finn Peacock talks this and more.
"Tesla, CarMax, and Harley Davidson Under Analysts' Watch",08 Jul 2015,"In Wednesday's Analysts' Actions, TheStreet highlights an upbeat note on CarMax (KMX) along with a couple of downgrades on Harley-Davidson (HOG) and Tesla..."
Fully Charged Host Robert Llewellyn Buys a Tesla Model S,08 Jul 2015,"Fully Charged is an interesting show about Electric Vehicles on YouTube. The host, Robert Llewellyn, recently bought a Tesla Model S."
Elon Musk believes the Model X will double Tesla's sales,08 Jul 2015,Tesla CEO Elon Musk believes its upcoming Model X crossover will be able to double the...
Who Is Elon Musk Competing With?,10 Jul 2015,Who is Elon Musk competing with? This question was originally answered on Quora by Jonathan Weinberg.
Tesla Motors to offer test drive experience through wine country,10 Jul 2015,"Alta Colina is teaming-up with Tesla Motors for a unique driving experience on Saturday, July 18. From 10 a.m. to 4 p.m. guests who have pre-registered will..."
IBM SoftLayer Cloud Adds Supercomputing Power with NVIDIA Tesla K80 Accelerators,10 Jul 2015,IBM SoftLayer Cloud Adds Supercomputing Power with NVIDIA Tesla K80 Accelerators ... IBM began offering NVIDIA Tesla K80 dual-GPU accelerators on SoftLayer cloud...
"Texas isn’t open for Tesla’s direct auto sales, Abbott says",16 Jul 2015,Tesla has been working to roll back state laws across the U.S. to allow the company to sell its $100000 vehicle without a traditional dealership.
One in three new cars sold in Norway is an electric vehicle,16 Jul 2015,"Meanwhile, the US registered the greatest number of EVs in Q1 2015—almost 15000."
Tesla Gigafactory could be biggest building in the world,16 Jul 2015,Massive expansion plans for the Gigafactory that Tesla is still building in the Nevada desert could make it the largest building in the world by any metric.
"Who Buys Used Teslas? Younger, More Middle-Class Buyers, Analysis Says",30 Jul 2015,"More than one-third earned less than $100,000 a year, versus just 25 percent for new buyers. And while just 6 percent of new Model S buyers are Millennials (..."
Is There Really a $1000 Discount on the Tesla Model S?,30 Jul 2015,Tesla is making waves with an unusual viral marketing campaign offering $1000 referral discounts on the Model S. The offers are an effort to generate.
How to be as successful as Elon Musk,30 Jul 2015,"Justine Musk, the first wife of billionaire Elon Musk, knows a lot about extreme success — her ex-husband is a founder of PayPal and the CEO of Tesla and..."
Next Nissan Leaf Could Become Family Of Electric Cars: Report,03 Aug 2015,"The first Toyota Prius came to market in the U.S. in 2000, but it wasn't until 2012 that the single hybrid model expanded into a family of four different..."
Electric Tesla rides in Auckland,03 Aug 2015,In July Auckland's first public electric vehicle charging stations went live in a partnership between Mighty River Power and Auckland Transport. The charging...
Lionel Richie's Black on Black Tesla Model S by T Sportline,03 Aug 2015,"T Sportline is the world's first electric car accessory tuner, specifically focusing on the Tesla cars. The company is run by a group of automobile."
Elon Musk silent on potential Tesla Motors-Uber tie-up,11 Aug 2015,"Here's something that may be of interest to followers of Tesla Motors founder, Elon Musk, and the ever-popular app-based transportation service provider,..."
One lucky Tesla owner is getting 10 grand and a very special free Model X,11 Aug 2015,"Bjorn Nyland, a Tesla Model S owner and YouTube personality from Norway, tweeted at Musk notifying him of the 10 referrals. Musk replied in a subsequent..."
"2016 Tesla Model X Spotted Completely Naked in California, Reveal Imminent",11 Aug 2015,"We are now about one month away from the official unveiling of the Tesla Model X, with the electric crossover showing up once again in California."
"With New E-Bikes, 112-Year-Old Ford Is Thinking Like A Startup",12 Aug 2015,The auto industry is changing quickly and Ford is taking a page out of Elon Musk's book and thinking like a startup so they can keep up.
Luxury carmaker Fisker revved up for revival,12 Aug 2015,Fisker Automotive is back in business. The luxury car company will establish Southern California's first new car manufacturing plant in more than two...
"2016 Scion FR-S, Tesla In Virginia, Hyundai Vision G Concept: What’s New @ The Car",12 Aug 2015,"From The Car Connection: 2016 Scion FR-S Review The Scion FR-S has a nimble and fun to drive spirit, with just enough of the modern conveniences,..."
"Tesla Online Shop Opens for Japan, You Can Buy Anything from T-Shirts to Chargers",14 Aug 2015,"Tesla has a new online shop but this time, their merchandising efforts are directed to the Asian market, namely the Japanese one."
Tesla sets stock offering price at $242 per share,14 Aug 2015,Shares of Tesla are up $1.99 to $244.50 in premarket trading. Related for Subscribers. Analysts:...
Has Larte Design Made The Tesla Model S Look Like A True Supercar?,14 Aug 2015,The Tesla Model S has been a raving success. Everyone wants to try it out and experience what supercar-like acceleration feels like in an EV.
Kenya constructs US$20 million cancer hospital,18 Aug 2015,Kenya's First Lady Margaret Kenyatta on Tuesday performed ground-breaking of the country's first comprehensive cancer diagnostic and treatment hospital to...
Nikola Tesla and the War of the Currents,18 Aug 2015,Clockwise from top left: Thomas Edison and Nikola Tesla disagreed and were competitors but seemed to have a mutual respect for each other.
[Video] Deep Blue Model X Seen with Transport Plastic Wrap,18 Aug 2015,Video of latest Tesla Model X sighting shows never-before-seen deep blue color and protective plastic transportation wrap.
"Driver blows past Tesla's mileage rating, cruising 452 miles on one charge",26 Aug 2015,"Bjørn Nyland nearly doubled the expected mileage for a Tesla Model S. Mr. Nyland used ""hypermiling"" techniques, such as driving at slow speeds and coasting..."
2015 Tesla Model S P85D Review - Drive,26 Aug 2015,"Tesla claims the Model S P85D can run up to 491km on a fill, but buyers can increase that range by six per cent (to about 520km) by opting for the P90D model."
You Can Now Buy a Pre-Owned Model S at Tesla's First Dedicated Facility,26 Aug 2015,"There are many ways you can buy a new Tesla Model S, but when it comes to the pre-owned EVs things are not that easy. That is about to change though."
Chevy Silverado Burnout Winner with a Mistake,09 Sep 2015,This is an amazing Chevy Silverado Burnout. It's like supercharged. Dylan Stapelton won this burnout competition in April of 2015 in Virginia.
Elon Musk's Net Worth Is More Than The GDP Of Nicaragua — & 54 Other Countries,09 Sep 2015,"Tesla Motors and SpaceX CEO Elon Musk is a 44-year-old, South-African-born Silicon Valley star who also co-founded Zip2 and PayPal, and is known for..."
Mansory Tesla Model S is Surprisingly Subtle,09 Sep 2015,Mansory has unveiled its version of the Tesla Model S and it's surprisingly not as extreme as previous Mansory products. See the Mansory Tesla Model S here.
Global electric vehicle market projected to reach US $ 271.67bn by 2019,22 Sep 2015,"According to Reuters, Tesla Motors takes a US $ 4000 loss on every S model it sells. With just US $ 1.15 billion on hand as of June 30, down from US $ 2.67..."
Companies Elon Musk has invested in,22 Sep 2015,"Elon Musk is worth $13.1 billion as of September 2015, but allegedly doesn't believe in the word ""business."" Advertisement. The tech entrepreneur, born in..."
Renovo's coupe recently seen going through testings at the Mazda Raceway,22 Sep 2015,"It has been a while since we've heard of Renovo Motors, the all-electric supercar maker backed by the deep-pocket VC firm True Ventures, but we hear that..."
"Renault Zoe sales are up 132% in France, giving more weight to the battery pack leasing model",24 Sep 2015,"Renault's all-electric compact, the Zoe, is the best-selling EV in France and still growing. Based on registration data gathered in the past 2 years,..."
Tesla has found a great market for the Model S in Belgium - sales are up 70%,24 Sep 2015,Tesla has found a great market for the Model S in Belgium – sales are up 70% · EV_sales_belgium 2014 · Tesla Model S sales are up 350% in Sweden · Tesla Model S...
"Tesla Tidbits: Elon Musk's German kebab adventure, latest on Model X",24 Sep 2015,"This week's Tesla roundup looks at stuff from the ground and in orbit, the Model X, German competition and a kebab recommendation from Elon Musk."
2015 Tesla Model S 70D first drive,08 Dec 2015,"The Tesla Model S keeps getting better. This 70D gets four-wheel drive and a slightly bigger battery pack, along with the 7.0 software updates."
Elon Musk's Hyperloop Will Be Built in Las Vegas,08 Dec 2015,The futuristic hyperloop transportation system championed by Tesla Motors co-founder Elon Musk will have early tests in the deserts of Las Vegas.
"Tesla Adding 1,656 Employees Worldwide",08 Dec 2015,"As of Monday, December 7, there are 1,656 job openings listed on the Tesla website. Some are for radar engineers, a manager for Tesla's newest service..."
Car Safety Tests Are in For a Major Upgrade,09 Dec 2015,Auto regulators are advocating for crash and pedestrian avoidance features and new tests in an overhaul of the car safety rating system.
Watch the World's First Mind-Controlled Car in Action,09 Dec 2015,"When automobiles giant like Nissan, Toyota and Tesla are focusing on self-driving smart cars, Chinese researchers have taken the future of automotive car..."
There will be no petrol or diesel cars on sale in the UK by 2050*,09 Dec 2015,"According to a new agreement signed last week. Quick, go buy a Tesla!"
Tesla: The Early Years to Today—and Tomorrow,15 Dec 2015,"In 2003, engineers Martin Eberhard and Marc Tarpenning set up a new company, Tesla. The name is an intentional reference to Nikola Tesla (1856—1943),..."
"Tesla Model S P85D and 70D: AWD, Performance And Better Price",15 Dec 2015,"After cutting its teeth with its Roadster, a pure sports car built on the exceptional chassis of the Lotus Elise, Tesla Motors got down to serious business..."
These alternative automakers could be game changers,15 Dec 2015,"In an industry where rapidly changing demographics, shifting global economies and tightening environmental regulations are forcing the automobile to change..."
Travel down Tesla's Tilburg assembly line with the Model S [Video],18 Dec 2015,Travel down Tesla's Tilburg assembly line with the Model S [Video] ... Tesla published a new video on its Youtube channel of a Model S traveling down the assembly...
California Could Forgive Volkswagen After the Dieselgate Scandal,18 Dec 2015,The state might forgive Volkswagen for its real emissions error and force it to turn its attention to zero-emission vehicles.
"Tesla CEO Elon Musk joins call for CARB to force VW to invest in electric vehicles as ""punishment"" for 'DieselGate'",18 Dec 2015,The letter suggests that CARB releases VW from its obligation to fix diesel cars already on the road in California and instead accelerate its rollout of zero...
"Jay Leno is ""restomodding"" a 1914 Detroit Electric car [Video]",29 Dec 2015,Notorious gear-head Jay Leno has been a long-time supporter of electric vehicles and his latest restoration is a great reminder of the history of the...
ExtremeTech's top 10 tech cars for 2016 and beyond,29 Dec 2015,Hyundai raises the bar on compact cars. Audi raises the bar for highway cruisers. Tesla puts Ludicrous on the speedometer. Cruze gives Chevy a real compact...
"How the top car, SUV sales rivalries stacked up in 2015",29 Dec 2015,"For Tesla's Model S, Ford's Mustang, Honda's CR-V and other models, it was a great year."
Tesla loses senior engineer w/decade at the company to stealthy autonomous drone startup,08 Jan 2016,"The veteran engineer, who's listed as an inventor on many of Tesla's patents, joins his former colleague Benjamin Thompson who worked on Tesla's Autopilot..."
CES 2016: See This Tesla Competitor's Insane Concept Car Up Close,08 Jan 2016,"See this Tesla competitor's crazy concept electric car, the FFZero1."
More Details On Mercedes-Benz's Electric Dream - The Car Guide,08 Jan 2016,"It's been a while since we've learned that Mercedes was working on an electric car, in order to compete with Tesla, currently the only company offering an..."
Electric-Car Buyers Expect Battery Upgrades To Be Available,21 Jan 2016,"With battery-electric cars now on the market for five years, and perhaps 200000 on U.S. roads, we now know more about how the cars and their drivers behave..."
Dream Car Alert: Tesla’s New Model X SUV Is 100 Percent Vegan,21 Jan 2016,"Even if you're not a car person, you're probably going to be pretty impressed with Tesla's newest car Model X. The American automobile company,..."
Kickstarter finally has an Android app,21 Jan 2016,"Amazingly, Kickstarter has not so far had an Android app. Yet starting today that's changed, with the crowdfunding service launching Kickstarter for Android..."
How Tesla boss Elon Musk works up to 100 hours a week | The Independent,27 Jan 2016,"The 44 year-old tech billionaire, actively involved in the mission to get to Mars and potentially live there, is said to be working an impressive 85 to 100..."
Elon Musk says Hong Kong will be top city for electric cars,27 Jan 2016,"Elon Musk is betting there will be one city in the world that leads the way for the adoption of electric cars, and that city is not in the US. Advertisement."
Report: Tesla hopes to deliver 5000 cars in mainland China in 2016,27 Jan 2016,"Tesla delivered 3,025 Model S's in mainland China throughout the first 9 months of 2015. Though the results are quite disappointing, especially when comparing..."
Tesla Model 3: 650 Owners Invited To Unveil Via Lottery,15 Mar 2016,Tesla Motors invited 650 current Tesla owners to the official unveil of the Tesla Model 3 by lottery.
You Can Now Test-Drive a Tesla in Red Hook,15 Mar 2016,"You Can Now Test-Drive a Tesla in Red Hook - Park Slope, NY - Tesla's new service and sales center on Van Brunt Street is another harbinger of a changing..."
George Hotz promised to end capitalism in a manic sermon at SXSW,15 Mar 2016,"""I'm here to tell you a story."" George Hotz welcomed a packed room at SXSW yesterday for his panel ""I Built a Better Self-Driving Car Than Tesla"" with an..."
Where Are Tesla's Free Superchargers and Will They Work for Me?,13 May 2016,"An excellent example of how Tesla deployed this strategy on a bigger scale is the string of Superchargers Tesla built from Pittsburgh, Pennsylvania all the way..."
Nikola Motor Presents Electric Truck Concept With 1200 Miles Range,13 May 2016,"Nikola Motor and Tesla Motors don't have anything in common, except for their names inspired by the famous physicist. Yet the former might be on to."
"LAPD to Tesla: 'Thanks, But Maybe Some Other Time'",13 May 2016,"It was nice of Tesla founder Elon Musk to deliver a Model S P85D to the Los Angeles Police Department for testing last year, but they're kindly going to..."
Thief steals BMW i3 and is recorded praising it during his getaway [Video],17 May 2016,"It sounds like a car thief is moonlighting as a BMW marketing representative. An all-electric BMW i3 was recently stolen in Highgate, north London."
Trending $TSLA: Remove the “noise”,17 May 2016,Last week I introduced the MACD indicator. This week I will present a different way of displaying stock charts that works well with the MACD to help in...
Billionaire George Soros discloses a new investment in Tesla (TSLA),17 May 2016,"Billionaire George Soros discloses a new investment in Tesla (TSLA) ... Billionaire investor George Soros invested in Tesla back in 2013, but he sold his position..."
Tesla refutes owner claims of Model X 'sudden acceleration' before crash,07 Jun 2016,This car had the accelerator pedal and the brake pedal positioned in a way that caused drivers to press the gas when they meant to press the brake. This...
Tesla Crash Test: What Happened to This Model S in a Parking Lot Charging,07 Jun 2016,"Brand new Tesla Model S appears to be hit from the front, while parked in a Las Vegas Parking hotel charging station."
"Tesla logs exonerate Autopilot, show Model X driver accelerated into building",07 Jun 2016,"A new Tesla accident made the news over the weekend, with a driver's newly bought Model X car allegedly having driven itself right into a building – at..."
"You can now buy a Tesla at Nordstrom, well sort of",14 Jun 2016,Tesla has just announced a partnership with Nordstrom that will allow individuals interested in one of the company's electric vehicles to take a test drive...
Tesla Model X First Drive: Electric SUV's Futuristic Gadgetry Overshadows Performance,14 Jun 2016,Tesla Motors is an unconventional company that thrives on throwing normality out the window with its lineup of electric vehicles.
"When Tesla Motors Faced The ""Shark Tank""",14 Jun 2016,"When Tesla Motors Faced The ""Shark Tank"" · Fuel cells needed debunkery right away. · Green customers have the green. · The mathematical case. · Rampant..."
Why did the LAPD pick BMW i3 over Tesla Model S for its electric car fleet?,15 Jun 2016,"The Los Angeles Police Department electric police car order likely represents the largest in the US. The cars will be used for auxiliary functions,..."
Former Tesla Model S Chief Engineer is bringing a new all-electric luxury sedan to market,15 Jun 2016,"Rawlinson, who is now CTO at Atieva, was instrumental in the development of the Tesla Model S from 2009 to 2012 – when the automaker brought the first all-..."
Bernard Tse,15 Jun 2016,Former Tesla Model S Chief Engineer is bringing a new all-electric luxury sedan to market · Avatar for Fred Lambert Fred Lambert Jun 15 2016 - 5:29 am PT.
There is no shortage of Teslas at Apple's headquarters,11 Aug 2016,"Teslas are incredibly popular among Apple employees and there are likely more than just these six scattered throughout parking at Apple's HQ. In fact, on..."
Watch A Tesla Model S P90D Complete The Quarter Mile In 10.8 Seconds,11 Aug 2016,Watch A Tesla Model S P90D Complete The Quarter Mile In 10.8 Seconds · More videos on YouTube · Post navigation. Previous Post. Honda Cut Up...
BMW just released its plan to take on Tesla,11 Aug 2016,"BMW is coming after Tesla by doubling down on its efforts to release electric cars boasting longer ranges, and a fully autonomous car."
Tesla's Next Version of Autopilot Will Reportedly Have a Lot of New Hardware,12 Aug 2016,"Autopilot 2.0, as everyone is calling it, is said to be a vast improvement on the existing software Tesla uses. The automaker has reportedly started to add..."
Tesla to open Flagship Store this Fall in Boston's solar/wind-powered Prudential Center,12 Aug 2016,"It looks like the store will be located right at the front door of the Prudential Center, which is powered by solar panels and wind turbines on the top of the..."
"Tesla 100 kWh battery pack receives European approval, P100D likely",12 Aug 2016,Publication Kenteken.TV via Reddit parsed through the information within the RDW database to reveal that Tesla has been granted approval on a Model S and Model...
The Mercedes Maybach Elegant EV Could Rival Tesla,22 Aug 2016,"The Vision Mercedes Maybach 6 concept is the new high roller in town. The slender low-rider, almost 19-feet in length, could be cruising along the streets."
'I want my family back in a Tesla' says father after surviving severe crash in a Model X,22 Aug 2016,"Braman says that his only injury is actually from the impact of the airbag on his hand. He had it x-rayed at the hospital and while it is bruised, nothing is..."
Tesla Model 3: What will the spaceship-like steering wheel of the Model 3 look like?,22 Aug 2016,"First off, there will be manual controls in the Model 3 even if it features an advanced or fully autonomous driving system. The “steering system” might not be a..."
Elon Musk and the Dangers of Trying to Do Too Much,02 Sep 2016,The SpaceX explosion is only one of several high-profile crises Tesla's founder is managing this week.
"Yesterday, Elon Musk lost a rocket and $780 million",02 Sep 2016,"Thursday started badly for Elon Musk when one of his SpaceX Falcon 9 rockets exploded on the launchpad, days before it was set to take a payload into orbit."
Tesla to introduce new 'Supercharger Credit' system to reduce entry price of Model S & X,02 Sep 2016,New owners will be able to buy 'Supercharger Credits' by blocks of kWh. The price will depend on local electricity rates in your country. Buying blocks of kWh...
Electric vehicles at Channel Islands Harbor on Sunday,07 Sep 2016,"As the driver of an all-electric Tesla Model S four-door sedan, James Reach appreciates his vehicle's clean-air technology. Tesla electric vehicles are..."
"Tesla driver dies in a Model S after hitting a tree, battery caught fire, Tesla launches an investigation",07 Sep 2016,"Tesla driver dies in a Model S after hitting a tree, battery caught fire, Tesla launches an investigation ... Early this morning in Baarn in the Netherlands, a 53..."
"Oh, the Wonderful Innocence of Kids and the Guilty Pleasure of Exploiting It",07 Sep 2016,"You'd think the game of ""can you do this inside my Tesla while it accelerates?"" would get old after all this time, but throw in some kids and it's fun..."
Understanding Wh/mi (or km),28 Sep 2016,"If you set a trip, the trip panel will calculate a useful dynamic range estimate for you and plot it against your progress in the trip. As to energy usage,..."
"2016 Kia Soul EV Review: Delivery, range, space and CHAdeMO charging",28 Sep 2016,It has been a few months since our last in depth EV review with the 2016 Chevy Volt so we're excited to jump into another in-depth review: The 2016 Kia Soul...
Elon Musk Has Revealed A Plan To Get Humans On Mars In Six Years,28 Sep 2016,"After developing electric cars with Tesla because ordinary cars caused too much pollution, and creating a solar energy company because fossil fuels would..."
Could the Tesla Model 3 Really Shake up the Electric Car Market?,30 Nov 2016,"An “affordable” Tesla (at only $35,000 before eco-deductions) should be arriving on driveways in 2018. With production due to start next year,..."
Tesla wins battle with Virginia over the right to open a second store,30 Nov 2016,Tesla's long battle with franchise automobile dealers in Virginia over the right to open a second store within the state is finally coming to an end.
"2018 Ford Fiesta revealed, Audi high performance gets new name, and a Tesla rival takes big steps",30 Nov 2016,"They say big things come in small packages. That could be true for the redesigned Ford Fiesta, which Ford of Europe revealed recently."
Tesla opens gallery showroom in Nordstrom Troy store,05 Dec 2016,"Tesla Motors Inc. has opened a Tesla Gallery in the Nordstrom department store in the. The Michigan Secretary of State's office, which denied Tesla's..."
Brand new Tesla Model S P100D with tuning by DRM Motorworx,05 Dec 2016,"Some carbon, a few new Vossen Wheels alloy wheels and a lowering and finished is an elegantly tuned Tesla Model S P100D."
"'Car Guys' can love electric cars too. In fact, true innovators seem to flock to the new tech",05 Dec 2016,Some car enthusiasts worry that EVs represent the death of something in the automotive spirit. Let me try to convince you why that won't happen.
30 Years Ago: Tesla Debut With 'Mechanical Resonance',08 Dec 2016,"Played start to finish, Mechanical Resonance's track listing was an eye-opening experience -- the best of both worlds, and it caught the attention of critics..."
"Tesla Gigafactory now employs over 850 workers, 1000 more to come in first half of 2017 with production ramp up",08 Dec 2016,"Tesla Gigafactory now employs over 850 workers, 1,000 more to come in first half of 2017 with production ramp up ... Earlier this week, we reported on Tesla..."
Tesla Model 3: new interior image highlights the puzzle inside the vehicle,08 Dec 2016,Tesla Model 3: new interior image highlights the puzzle inside the vehicle ... The Tesla Model 3's interior remains the most important unknown part of the...
First U.S. 350-kW Charging Station Will Allow Speedy L.A.–Vegas EV Road Trips,29 Dec 2016,The EVgo charging network has broken ground on a 350-kW fast-charging station—which will eventually permit longer-distance travel by electric car.
Self-driving cars are already deciding who to kill,29 Dec 2016,"Autonomous vehicles are already making profound choices about whose lives matter, according to experts, so we might want to pay attention."
Tesla CEO Elon Musk to participate in Q&A at a Gigafactory event for investors next week,29 Dec 2016,"It doesn't have anything to do with the fact lead can put out 1k amps you said it couldn't. Fact is lead costs less /kwhr $.11 vs $.25/kwhr with cycles,..."
Chargepoint to Roll Out Insanely Fast 400 kW Electric Car Chargers This Year,05 Jan 2017,The new charging stations will make even Tesla's Superchargers seem wimpy.
"Chargepoint announces 400 kW charging, adds 100 miles of electric vehicle range in less than 15 minutes",05 Jan 2017,"Chargepoint, an independent EV charging station manufacturer and charging network operator, announced today that it is introducing a new 400 kW DC..."
Elon Musk and Donald Trump suddenly have an awkward alignment that 'really seemed to sneak up on people',05 Jan 2017,(President-elect Donald Trump and Vice President-elect Mike Pence during a visit to a Carrier factory.Evan Vucci/AP Photo). It's not an exaggeration to say...
"World's largest electric-car charging site in parking facility: in Norway, of course (video)",21 Mar 2017,"Parking garages often aren't very well-lit, and a video tour of one may not sound like a particularly enjoyable way to spend time."
Elon Musk gobbles up $70MILLION-worth of Bel Air mansions,21 Mar 2017,"Astounding photos show one of the massive, eco-friendly compounds where Tesla CEO Elon Musk lives."
TASER | Axon Adds Key Leadership Positions from Tesla and GoPro,21 Mar 2017,"Share this article ... SCOTTSDALE, Ariz., March 21, 2017 /PRNewswire/ -- TASER International, Inc. (NASDAQ: TASR), today announced the addition of two key..."
Four of the wildest ideas from Tesla's Elon Musk,25 Apr 2017,"Using computers with your brain. The idea behind melding the human brain with computers surfaced during 2016's Code Conference, when he suggested artificial..."
Tesla Model X doors 'wouldn't open' as the car sets fire,25 Apr 2017,Tesla owner demands $1million after Model X doors 'wouldn't open' as the car crashes and bursts into flames · Owner Lee Tada claims the car crashed and set fire...
