Headlines,Dates,Descriptions
California Bound? Lexus Makes First Move in Possible Global HQ Shift,07 Dec 2011,"It's been rumored that Lexus may move its headquarters out of Japan somewhere, but developments at the company's California U.S. headquarters may be an..."
Tom Cruise upstaged by BMW stars at MI4 Premiere,12 Dec 2011,BMW Welt hosts European premiere of latest Mission: Impossible movie starring Tom Cruise and a host of BMWs.
GM looking to bring carbon fiber to mass production vehicles,12 Dec 2011,"Carbon fiber doesn't have remain in the realm of the high end race vehicles, it could come to mass production cars."
Video: Super Bass – Nicki Minaj in her Pink Bentley Continental GT,14 Dec 2011,"Nicki Minaj likes to call herself ""Barbie,"" and with her brand-new pink Bentley Continental GT, she is certainly trying hard to instill that image unto..."
Subtle Tuning: Techart Barely Touches The 2012 Porsche 911,14 Dec 2011,"Techart may have already promised modifications to the upcoming Porsche 911, but it's finally gone further than renderings. This is Techart's first modified..."
Five most-watched car ads of 2011 : These viral videos received more than 135 million page views,14 Dec 2011,"Page views: They're life and death on the Web, and for an automaker trying to make an advertisement go viral, page views and the eyeballs viewing them."
2012 Tesla Roadster Final Edition,19 Dec 2011,The Tesla Roadster Final Edition is finished in a special Sporting Atomic Red paint and then combined with a duo of dark silver stripes on its hood and rear...
Toyota hands over small-car development to its European unit,19 Dec 2011,Toyota Motor Corp.'s European division next month will take charge of global product planning for small cars as the Japanese automaker expands model r.
Tropical Storm Washi – why was it so bad?,19 Dec 2011,The death toll from Tropical Storm Washi which hit the Philippine island of Mindanao on Thursday at around 1500 UTC now exceeds 500.
Mantiques is all about antiques for men,23 Dec 2011,Just off of the Ohio Turnpike southwest of Port Clinton is the tiny town of Elmore with a population of 1487.
Floods wreak havoc in Tanzania,23 Dec 2011,At least 23 people die in the worst floods to hit the Tanzanian capital Dar es Salaam in 50 years.
Tesla Roadster Braves Local Weather in Montreal,23 Dec 2011,"A Tesla Roadster was spotted in front of Matthew's house, our local reporter from Montreal, Canada. The Roadster looks a bit ill-equipped for the type of."
Australia has a wild Christmas,28 Dec 2011,Tropical Cyclone Grant brings Christmas day mayhem to northern Australia with wild weather for the Gold Coast and SE.
Chrysler announces the new 2012 300 and 300C Luxury Sedans,28 Dec 2011,The Chrysler brand has made an increasingly strong push towards being a luxury automaker over the past few years and with the introduction of the 2012...
GM recalls Chevrolet Sonic models to check for missing brake pads,29 Dec 2011,General Motors is recalling 4296 Chevrolet Sonic subcompact models to inspect for missing brake pads. The missing part could lengthen the stopping di.
First Photos Of Lauren Scruggs Smiling Bravely As She Goes For Rehab,19 Jan 2012,"By Debbie Emery - Radar Reporter More than six weeks after she suffered horrific injuries from being hit by a small plane propeller, Lauren Sruggs is."
Nissan Juke-R takes all comers in Dubai,19 Jan 2012,Here's a little look into how fast the Nissan Juke-R really is. This grainy YouTube video was taken at a Nissan event in Dubai. The Juke-R was built b.
The Best Fictional Scientists From TV and Movies,19 Jan 2012,"With so many great, funny, scary, sexy and sinister fictional scientists on TV and in the movies, it's hard to pick the best. But we did it anyway."
Volkswagen Introduces Five-Door Up! Variant for Europe,23 Jan 2012,Volkswagen dropped a non-surprise today in the form of the five-door variant of its Up! city car. We've pretty thoroughly covered the three-door Up! since...
First Honda Fit EV Delivered To California City Fleet,23 Jan 2012,"While carmakers like Nissan, Tesla and Renault go on the electric car offensive, Honda has been somewhat candid about its electric car plans."
Toyota 2000GT EV Conversion Is Solar-Powered Sacrilege,23 Jan 2012,"We love electric vehicles, but even we think making a solar EV out of a mint-condition Toyota 2000GT is going too far."
"The Greatest innovators of all time: Edison, Jobs, Zuckerberg (but no Bill Gates?)",27 Jan 2012,Maybe Bill Gates needs to burnish his legacy a bit with the kids. A survey released this week asked 1010 young adults between the ages of 16 to 25 who they...
The Definitive Guide To Derogatory Auto Acronyms,27 Jan 2012,"I was pleased when Fiat announced their return to America, but, now that the brand is settling in, I realized there's an issue. See, any new 500 driver with..."
Canadian Condo Won't Let Chevrolet Volt Owner Charge His Car,27 Jan 2012,"A Chevrolet Volt owner in Ottawa, Ontario has been blocked by his condominium board from charging his Chevrolet Volt – even though he has offered to r…"
2012 Chrysler 300 Mopar 12,02 Feb 2012,"In keeping with the series of Mopar special editions, the Chrysler 300 S-based Mopar 12 features blue pinstriping on the body sides, wheel rims, and hood;..."
2012 Chrysler 300 Earns NHTSA's Highest Safety Rating | U.S. News,02 Feb 2012,"The 2012 Chrysler 300 has earned a five-star overall crash test rating, which is the highest possible, from the federal government's National Highway..."
"The FIAT 500L, Bigger, Improved And Ready For The US Market",02 Feb 2012,"FIAT is unveiling pictures of its latest addition, the 500L. The new model will be presented at the International Geneva Motor Show on the 6 of March of..."
"Video Find: The BMW 3 Series Likes Dogs, Small Children; Doesn't Like In-Laws",03 Feb 2012,"BMW has got a crop of new videos hawking the new 3 Series sport sedan, and two of them are headed to your television during this weekend's Super Bowl."
Newark woman sentenced to 5 years in prison for role in fatal drunk driving accident,03 Feb 2012,"Priscilla Natal.jpg Union County Prosecutor's OfficePriscilla Natal, pictured at 19, of Newark, is charged with drunken driving in a Garden State Parkway..."
"Seen the JAC 4R3 Ford F150 clone from China? Now, look where it's based on...",03 Feb 2012,"When I published the first story (new pics!) about the JAC 4R3 Ford F150 clone from China I knew such a big truck couldn't suddenly come out of nowhere,"
Volkswagen Golf GTI cabriolet adds punch to the Geneva motor show,27 Feb 2012,Volkswagen has revealed the definitive production version of the Golf GTI cabriolet ahead of the live premiere at next week's Geneva motor show. First.
"Kia unveils KH/K9 rear-drive sedan photos on Facebook, asks for naming help",27 Feb 2012,"Unlike Peter Schreyer's striking Optima, which clearly thumbs its nose at his previous masters in Wolfsburg by showing them what the new Volkswagen Pa."
3T MRI opens new avenues for breast cancer diagnosis,28 Feb 2012,"VIENNA - It's early days, but the power of high-field imaging is going to push the limits of what radiologists believe is possible in breast MRI,..."
"MRI plan short-sighted, warns expert",28 Feb 2012,A leading expert on medical imaging is warning New Brunswick against its plan to use only 1.5T magnetic resonance imaging machines to equip five regional...
Our Semi-Exclusive Interview With The Volt Gun-Rack Guy,28 Feb 2012,"John McDole, the inventor behind the Volt gun rack, shares his thoughts on the Volt, its critics and the politics surrounding the car."
"Hybrid maker Bright Automotive goes bust - Feb. 29, 2012",29 Feb 2012,"Hybrid vehicle maker Bright Automotive has announced plans to close, blasting the Department of Energy for failing to finalize a loan that the firm says..."
"Bentley Mulsanne gets theater, iPad options",29 Feb 2012,Bentley is adding to its Bespoke catalog with two new options. Buyers can choose the Theater Specification if they are looking for in-car entertainmen.
"Fiat Upgrades Strada Compact Pickup with ""Lumberjack"" Package",29 Feb 2012,"European buyers will now be privy to a nicer, better-equipped version of the Fiat Strada compact pickup. Dubbed the Strada by Lumberjack,..."
Tesla shows off Roadster chassis at Palo Alto event,01 Mar 2012,"The chassis of the all-electric Tesla Roadster was displayed Thursday, March 1, 2012 at the Palo Alto Chamber of Commerce's 2012 Business EXPO."
Justin Bieber Gets A Fisker For His Birthday,01 Mar 2012,"Justin Bieber got a Fisker Karma for his 18th birthday. Bieber's manager, Scooter Braun, surprised him with it this morning during an appearance on The..."
Tesla Model X & Insurance Rates,01 Mar 2012,"The online insurance resource company collected data from six major insurance carriers; factoring in frequency of crashes for each model, the cost of repairs..."
Ram introduces CNG-powered pickup,05 Mar 2012,"Aside from the Honda Civic Natural Gas, compressed-natural-gas-powered vehicles have usually been converted after the fact, generally for fleet use. C."
2013 GMC Sierra and Chevy Silverado HD Bi-Fuel CNG and Gasoline Capable,05 Mar 2012,GM today announced that the 2013 Chevrolet Silverado 2500 HD and 2013 GMC Sierra 2500 HD pickup trucks will now be available with a bi-fuel system.
"TESLA, KIX, Y&T, GREAT WHITE, HELIX, XYZ Confirmed For 'Monsters Of Rock' Cruise",05 Mar 2012,"The cruise is based on a legendary rock festival at Castle Donington, Leicestershire, England. Seven metal bands and thousands of rabid fans converged on the..."
"Smart Updates Fortwo Electric Drive for 2012, Adds More Performance [Geneva Auto Show]",07 Mar 2012,Full disclosure: The C/D office is nearly unanimous in the opinion that the Smart Fortwo Electric Drive is something less than a real car.
"Going Once, Going Twice: An Unreal Lot of Turbocharged Porsches",07 Mar 2012,This is the most ordinary piece of extraordinary here. This 911 GT2 — essentially a customer car built for top-level sports-car racing — is relatively...
2012 Geneva Motor Show - Lamborghini Aventador J unveiled,07 Mar 2012,An unknown buyer has already bought the one-off topless Aventador for 2.6 million dollars or Rs 18 crore approximately. - 2012 Geneva Motor Show...
Mercedes-Benz reveals SLS E-Cell performance data,08 Mar 2012,"Mercedes-Benz has lifted the veil of secrecy on the plug-in-electric propulsion system of its upcoming SLS E-Cell, first revealed in concept form at t."
"Saint John MRI plan 'a step backwards,' group says",08 Mar 2012,The Saint John Board of Trade is calling on the provincial government to reconsider its decision to purchase a less powerful magnetic resonance imaging...
Get behind the wheel of the new Porsche Boxster,08 Mar 2012,Also in this episode: Mercedes-Benz electrifies the SLS coupe and Chevrolet fills out the engine lineup for the 2013 Malibu.TRANSCRIPT-- The new Porsc.
New Solar Power Charts,09 Mar 2012,"Some new solar power charts show solar power is growing fast, solar panel prices are dropping fast, & that's expected to continue for years."
Aid agency warns of West Africa food crisis,09 Mar 2012,Oxfam warns that emerging crisis could affect 13 million people in six countries due to “international complacency”.
Tag Heuer announces Racer luxury smartphone,13 Mar 2012,Uses high quality carbon fiber and titanium for the outside and Android on the inside. If you are the sort of person who likes to have carbon fiber on your.
"2013 Ford Escape can tow 3,500 pounds with EcoBoost engine",13 Mar 2012,"The 2013 Ford Escape, which we saw at the Detroit auto show in January, will have a towing capacity of 3500 pounds when equipped with the 2.0-liter E."
Consumer Reports gets its Fisker Karma back after servicing,13 Mar 2012,"Last week, we brought you the news that the Fisker Karma being tested by the people at Consumer Reports ran into mechanical issues during the routine..."
Rolls-Royce Ghost hits a Honda in China,14 Mar 2012,"It seems Chinese Honda's don't like Rolls-Royces, especially when they ride in the great city of Wenzhou in Zhejiang Province."
"2013 Ford Mustang Shelby GT500 to start at $54,995",14 Mar 2012,The muscle-car hammer known as the 2013 Ford Mustang Shelby GT500 will start at $54995 for the coupe and $59995 the convertible. Both prices include.
Jeep Liberty replacement to pack new 3.2L Pentastar V6,15 Mar 2012,"Bruce Baumhower, president of UAW Local 12 in Toledo Ohio recently told several sources that when the replacement for the Jeep Liberty meets the world,..."
Another Rolls-Royce Ghost dead in China,15 Mar 2012,Yez and there goes another one. This is Rolls-Royce crash number five in just over a month and the third in Zhejiang Province.
"Once Again, Tesla Wins the Internet",15 Mar 2012,"The underdog inventor's creations have evolved into a musical instrument of sorts, playing ""Dueling Banjos"" in a video by FONentertainment on YouTube ."
How Much And How Fast Will Electric-Car Battery Costs Fall?,16 Mar 2012,"You hear both sides of the battery cost question a lot when you cover electric cars. One side says, ""Electric-car batteries will be brutally expensive for..."
Drivers must take responsibility,20 Mar 2012,"I read with interest head-lines suggesting that the government wants the automobile to cut distracted driving.Huh?Just as with guns, cars don't kill p."
2013 Honda Crosstour Concept To Debut At New York Auto Show,20 Mar 2012,"Honda will show off a concept version of their next generation Crosstour, and since we all know that “concept” is just “thinly disguised pr…"
Chevrolet Trailblazer is back on the road,20 Mar 2012,"Chevrolet has taken the wraps off the reborn Trailblazer SUV. The Trailblazer, which rides on the truck platform developed for the new Colorado pickup."
Flash floods drench New Zealand,21 Mar 2012,"The church in Kaeo in Northland, New Zealand where torrential rain has caused widespread flooding.[Getty}. Australia is feeling the effects of two tropical..."
Ferrari 458 Italia crashes during test drive in China,21 Mar 2012,It is a sad day when a Ferrari goes away. Here we have a very crashed Ferrari 458 Italia painted in ultra hip dual-tone that crashed in Shanghai.
"Scion FR-S coupe gets $24,930 base price",21 Mar 2012,"The Scion FR-S sports coupe will be priced from $24930, including destination charges, when it arrives in dealerships in spring.The base price includ."
Crash Time China! Aston Martin Rapide hits Audi Q5,23 Mar 2012,"I feel sad, when an Aston gets bad. Big crash today near Xinyuan Qiao in Beijing. An Aston Martin Rapide collided with a FAW-Volkswagen Audi Q5."
Car Collector's Corner: Extremely Rare One Of Two Bel Air L-72 4spd Wagons,23 Mar 2012,"Everybody has a favorite car in his or her dreams, but Jim Adams has a favorite big block engine to add to his dreams. Jim likes the monster L-72 427 Che…"
2014 Mercedes-Benz MLC – Future Cars –,28 Mar 2012,"To compete with BMW's X6, Mercedes-Benz is creating the MLC—a sexier take on its M-class SUV—for 2014. Read about it and see a rendering at Car and Driver."
Defense Contractors Submit Bids for Next-Generation JLTV,28 Mar 2012,"The Humvee (which later spawned the civilian Hummer family of SUVs) was motivated by GM diesel power from the start, starting with the 6.2-liter naturally..."
2014 Jaguar Small Coupe/Convertible – Future Cars –,28 Mar 2012,"For 2014, Jaguar will add a smaller sports car below the XK. Read about the upcoming Jag and see a rendering at Car and Driver."
Fires threaten Sumatran orangutans,29 Mar 2012,Conservationists say hundreds of Indonesian great apes could be killed within weeks if land-clearing fires continue.
Broken Steel Walkthrough part 12 - Fallout 3 Guide,29 Mar 2012,"The brunt of the destruction at Adams Air Force Base, whether recent or otherwise, seems to have been focused around the next area you're about to traverse."
Samsung Galaxy W gets its Value pack update,29 Mar 2012,"The update is reportedly only available in Slovakia and Romania for now, but more countries should follow soon. As promised, the Value pack for the Samsung."
Rethinking the robot through history (images),03 Apr 2012,"The early days of automatons and robots were often viewed as mechanized humans, but today's robots come in a wide variety of shapes and address a growing..."
NVIDIA Pokes Holes in Intel's Manycore Story,03 Apr 2012,"As NVIDIA's upcoming Kepler-grade Tesla GPU prepares to do battle with Intel's Knight Corner, the companies are busy formulating their respective HPC..."
"GMC Announces Heritage Edition Yukon, Sierra Models",03 Apr 2012,"As the 2012 New York Auto Show gets underway, GMC is taking the opportunity to introduce the Heritage Edition trim level on the Yukon, Yukon XL and Sierra..."
Does It Matter If Electric Car Maker Fisker Fails?,04 Apr 2012,"Last night, Fisker Automotive, maker of the luxury Karma electric vehicle, unveiled its new car, the Atlantic, which was previously known as Project Nina."
"Land Rover Responding to Lambo, Bentley SUVs With Ultra-Lux Range Rover?",05 Apr 2012,"Though you might already consider Land Rover's venerable Range Rover SUV luxurious, exclusive, and plenty expensive, a report from Autocar suggests the..."
"Chevy Camaro bests Ford Mustang, Dodge Challenger in March 2012",05 Apr 2012,"After leading the division in January and trailing the Ford Mustang in February, the Chevrolet Camaro battled back in March 2012 to claim the title of best..."
2014 Chevy Impala Marks End of Front Bench Seats in Cars,05 Apr 2012,It's a question we get a lot on Ask.Cars.com: What cars have a front bench seat? We've always been able to answer: the Chevrolet Impala.
Ferrari Enzo crashes in China,09 Apr 2012,Big crash early this morning on the Fuzhou-Xiamen Expressway. A Ferrari Enzo hit the side of the road in wet conditions. Fortunately nobody was seriously.
Envia Systems | New Low Cost Battery | Boost Electrc Car Range,09 Apr 2012,Envia Systems claimed that they developed a low cost rechargeable lithium-ion battery which offers a driving range of nearly twice of todays batteries.
Very High Energy Pulsed Gamma Ray Emission from Crab Pulsar | The University of Tokyo,09 Apr 2012,"A research group led by Professor Masahiro Teshima (Institute for Cosmic Ray Research, the University of Tokyo, and the Max Planck Institute for Physics)..."
Chevrolet sends off the Avalanche with Black Diamond edition for 2013,12 Apr 2012,"It's last call for the Chevrolet Avalanche--the four-door, full-size pickup with an SUV attitude-after a 12-year run.General Motors on Friday said tha."
"BYD e6 Electric Crossover: Now Coming In 2013, Fleets First",12 Apr 2012,You don't hear as much worrying these days about the threat of Chinese automakers entering the U.S. market with inexpensive cars.
Eastbound and green: AirFlow BulletTruck aims to improve fuel economy for long haulers,12 Apr 2012,"In the late 1970s, the AirFlow Truck Co.'s Bob Sliwa graduated from violently shepherding a Chevrolet Chevelle down Connecticut drag strips to the wor."
Vanished 1950s Electric Car: Pioneer By Nic-L-Silver Battery Co.,13 Apr 2012,"George Lippincott was the founder and president of Nic-L-Silver Battery Company, Santa Ana, California, which made a popular line of American car batteries..."
How to Make Your Prius Sound Like it Has a V-8,13 Apr 2012,"If you own a hybrid and a smartphone, this app will change the tune of your engine. Acoustically, that is. Developed by 2XL Games, the XLR8 app recreates..."
Elon Musk says it'd be 'cool' to fly in space,13 Apr 2012,The commercial spaceflight company Space Exploration Technologies (SpaceX) is preparing to launch a robotic capsule to the International Space Station later...
Ford Mustang celebrates 48 years,16 Apr 2012,"On April 17, 1964, at the World's Fair in New York, Henry Ford II brought the world its first pony car, the Ford Mustang. In a move that would never b."
Recall: Toyota Recalling 2012 Tacoma for Improper Spare Inflation Recommendations,16 Apr 2012,This Toyota recall covers a small number of models and is for a specific scenario not all drivers will necessarily encounter. Advertisement.
Product Spotlight: 2007-11 Jeep Wrangler JK ARB Under-Vehicle Skid Plates,16 Apr 2012,"Solid, Easy-to-Install Protection for JK Wrangler."
Hamann BMW M5 tuning package announced,17 Apr 2012,"German tuner Hamann will upgrade and modify Land Rovers, McLarens, Mercedes-Benzes and more, but its real expertise is in BMWs. The company has just a."
Volkswagen presents 2012 STCC livery – TouringCarTimes,17 Apr 2012,The team is going to hit the track on wednesday and thursday for the first official STCC test at Knutstorp. “It is going to be two important days as we only...
App makes cars sound meaner - Drive,17 Apr 2012,A software developer has created an app designed to make old bombs sound like exotic Italian supercars. The XLR8 tablet and smartphone app allows you to...
"The 2013 Chevrolet Volt to get new driving mode, less black trim",18 Apr 2012,General Motors hasn't announced any official changes for the 2013 Chevrolet Volt but reports floating around the internet indicate that the 2013 model year...
Audi buys Ducati for 816 million euros,18 Apr 2012,"The iconic Italian brand Ducati has been bought by Audi, a brand owned by Volkswagen AG for a sum of 816 million euros that includes debt of around 200..."
Arizona-based GOe3 to Unveil First Coast-to-Coast Electric Vehicle Charging Network April 21st,19 Apr 2012,"SCOTTSDALE, Ariz., April 19, 2012 (GLOBE NEWSWIRE) -- GOe..."
Intel Medfield based Lava Xolo X900 launched in India,19 Apr 2012,"Is the first smartphone based on Intel's Medfield platform to be launched in the world. Yesterday, we talked about the Intel Medfield based phones going on."
What's Under Nissan's Sheets?,19 Apr 2012,Starting at the left is the Versa hatchback; its sedan sibling was unveiled last year so an updated hatchback seemed sure to follow.
Smog-Eating Graffiti for One of World’s Most Polluted Cities,20 Apr 2012,Smog- or pollution-eating paint/graffiti is cleaning up the air in highly polluted Manila (Philippines) -- check this out.
Dell Precision Workstations: The Next Generation,23 Apr 2012,"Dell just launched its new Precision workstations in San Francisco. The updated line of computers culminates with the Dell Precision T7600, which..."
BMW i8 Spyder debuts with eDrive technology in Beijing,23 Apr 2012,The Beijing Motor Show (better known as Auto China) opened today and among the big debuts was the formal introduction of the new BMW i8 Spyder and with it...
2012 Fiat 500 Abarth vs. Mini John Cooper Works,23 Apr 2012,"The Abarth starts as a cheap city car that makes surprising leaps in areas of likability, while the Mini is exactly what we expect it to be for its higher..."
"Scion Set to Euthanize xB, XD - Could a Pickup Fill the Gap?",24 Apr 2012,"Declining sales and a lukewarm reception to the larger, heavier second-generation xB is prompting Scion to discontinue the xB and companion xD hatches from..."
V6 dropped for redesigned Mazda 6 sedan,24 Apr 2012,"Mazda will drop the V6 engine from the Mazda 6 lineup, the company told Automotive News.Instead, the redesigned Mazda 6 will use powertrains from Mazd."
2013 Ford Mustang model Dalena Henriques running for Maxim's Hot 100,24 Apr 2012,The Men's lifestyle magazine Maxim is running a contest for the top 100 sexiest women on the planet and among the life of current nominees is Dalena...
Army Showcases New Efficient Diesel Hybrid Tactical Vehicle Called FED Bravo,26 Apr 2012,"At this week's Society of Automotive Engineers World Congress, the U.S. Army is debuting what could be the next-generation of light tactical vehicles for..."
"Neurons in Bird Brains Encode Earth's Magnetic Field, Giving Pigeons Reliable Internal GPS",26 Apr 2012,"Neurons in the brains of pigeons encode the direction of Earth's magnetic field, endowing the birds with an innate internal GPS system, according to a new..."
"It's Corvette Summer, come along for the ride",26 Apr 2012,One-hundred-octane blood flows through my veins. But nothing revs my engine quite like the Chevrolet Corvette.It's my dad's fault. He bought his first.
Ford F-550 Rescue Truck Concept Drafted for Tornado Relief Duty,30 Apr 2012,"Typically, show and concept vehicles are carefully transported to and from shows in an enclosed carrier, and detailed several times a day."
Real-Life Pizza Planet Truck Replica From Toy Story Makes Trek to Pixar Studios,30 Apr 2012,Fans of Animated Movie Build Real-Life Pizza Planet Truck from a 1988 Toyota pickup.
Trevor Baylis: Will Somebody Run With My Electric Shoes?,30 Apr 2012,Creator of the clockwork radio Trevor Baylis tells TechWeekEurope how industry should support inventors All IT news on Silicon.co.uk.
Is A Solid Axle Right For You?,01 May 2012,Luddites were English textile workers who opposed technology because it reduced labor. As a form of protest they burnt down factories.
Ferrari unveils its latest HY-KERS hybrid system,01 May 2012,"While we're still awaiting facts and photos on the next-generation Ferrari Enzo that will be unveiled later this year, the automaker recently offered an..."
Lamborghini Gallardo LP550-2 Hits the Frozen Lake in Mongolia,01 May 2012,Jethro Bovingdon of Evo recently traveled to Mongolia to review the rear-wheel-drive Lamborghini Gallardo LP550-2. The 542hp entry-level Baby Bull was run...
Letter Carrier Wins Tesla Roadster Playing the Slots in Las Vegas,02 May 2012,Most people leave Vegas with a hole in their pocket; this lucky punter managed to scoop an $150000 Tesla Roadster playing the penny slots.
"Volkswagen rolls out new Scirocco, Beetle models",31 May 2012,"Also in this episode: Ferrari stages an auction to raise funds for earthquake victims, the McLaren F1 turns 20 and strap in for a couple of laps aroun."
"Samsung Galaxy R Style for South Korea packs ICS, LTE, big battery",31 May 2012,The phone is based on the Samsung Galaxy S II and will be available on all three major carriers. Samsung announced a new Galaxy droid for the Korean market.
3T breast MRI good for imaging spiculated masses,31 May 2012,"Breast MRI at the 3-tesla field strength performs better than 1.5-tesla MRI in visualizing spiculated masses previously identified using mammography,..."
BMW Interested in M7 Version of Next-Gen 7-series,01 Jun 2012,"BMW has had its Vatican II moment, wherein the holy leaders dramatically updated the religion's philosophy and principles to better fit the modern era."
"Samsung Galaxy S II sales reach 28M, Galaxy Note scores 7M",01 Jun 2012,"The Galaxy S II sold took 13 months to reach that number, while the Note has been selling since October. The Galaxy series has been a huge hit for Samsung."
Stunning features but who'll notice the facelift ?,01 Jun 2012,"Infiniti FX30D S Premium car test review INFINITI does sporting luxury and no more so than in the striking FX, a serious competitor to the Range Rover Sport..."
Mercedes-Benz CLS63 AMG Restyled by SR Auto Group,11 Jun 2012,"This tuning package is all about visually enhancing an already enticing sedan, but even after some smart styling the CLS63 AMG remains instantly..."
Mahindra XUV500 Spied By Our Man In India,11 Jun 2012,Mahindra will soon be launching the XUV500 in global markets.The XUV500 is available in the Indian market only but the company has plans to offer it in...
"50,000 copies of the 2012 Honda Civic recalled over driveshaft issue",11 Jun 2012,About 50000 copies of the 2012 Honda Civic are being recalled because of a potential issue with the left driveshaft. The automaker claims that the dr.
Video Find: Sneak Peek at Jaguar's New 3.0-liter Supercharged V-6 Heart,15 Jun 2012,"We've seen photos of a camouflaged Jaguar F-Type, and we've even heard it growl while Jaguar's chief engineer took it for a spin around the track."
General Motors trademarks the Cadillac LTS name - perhaps for a new RWD sedan,15 Jun 2012,Car and Driver reported that General Motors has filed for a trademark for the name Cadillac LTS and while nothing is known about this possible future model...
Thread of the Day: What's the Best-Sounding Engine...In the World?,15 Jun 2012,"Every engine has a distinct note. American V-8s for example, have a low, lumpy idle that can quickly turn into a deafening-yet-wonderful cacophony of noise..."
Nokia has a backup plan if Windows Phone 8 fails,03 Jul 2012,The surprising unveil was made by a Nokia board member in an interview on Finnish television. Updated! Nokia has been frantically rejecting the...
New military weapon shoots lightning bolts,03 Jul 2012,Researchers are testing a device that can hit targets with bolts of lighting -- Tesla death ray-style.
Mercedes Reportedly Confirms Electric Version of New B-Class for the States,03 Jul 2012,It looks like the new generation of the Mercedes-Benz B-Class will come to the United States after all - or at least one of the models in the lineup will.
Breaking Bad Magnets: How Do They Work?,17 Jul 2012,"In a recent Breaking Bad episode, a large electromagnet was used to delete hard drives stored nearby. Could this work?"
Ford Mustang RTR knocks on the door of the Boss 302,17 Jul 2012,"As customers continue to throw handfuls of dollars at Ford to get their hands on the Mustang Boss 302, the popularity of that car might leave some dis."
"2012 Ford F-650, 750 Recalled for Bad Windshield Bond",17 Jul 2012,"Ford is recalling 783 of its medium-duty F-650 and F-750 trucks for a faulty bond between the windshield and the cab, potentially causing the windshield to..."
Benefits of Kepler Architecture (Tesla K20) : NVIDIA Announces 2nd Gen Maximus Technology,07 Aug 2012,"With the additional of the Tesla K20 GPU to the NVIDIA Maximus system, the compute work is channeled away from the CPU as well as the Quadro K5000."
NVIDIA Announces Kepler-Based Quadro K5000 & Second-Generation Maximus,07 Aug 2012,"Since the initial launch of NVIDIA's unusual chip stack for Kepler in late March, there has been quite a bit of speculation on how NVIDIA would flesh out..."
What is ZEV?,07 Aug 2012,The Zero Emission Vehicle (ZEV) program is a California state regulation that requires automakers to sell electric cars and trucks in California.
Audi and Ducati Reveal Unique RS5 at Pikes Peak,10 Aug 2012,German automaker races from Ingolstadt back to Pikes Peak to celebrate its 25-year-old record and play around with its new subsidiary Ducati.
BMW Shows Off Bizarre V-12-Powered Z3 Roadster Prototype,10 Aug 2012,Ever heard the old muscle-car adage that there's no replacement for displacement? That line of thinking appears to have inspired this bizarre one-off...
"NVIDIA Launches Maximus 2.0, Combining Kepler and Tesla",10 Aug 2012,"NVIDIA Launches Maximus 2.0, Combining Kepler and Tesla At SIGGRAPH 2012 NVIDIA announced a refresh of its Maximus workstation platform technology."
Tesla Sued Over New Mexico Model S Factory That Never Was,13 Aug 2012,"Tesla Motors' decision to purchase the former NUMMI automotive manufacturing facility in Fremont, California might have been one of its shrewdest business..."
"Greg Kouri, early investor in PayPal, dies in New York",13 Aug 2012,"Greg Kouri, a former Palo Alto resident who was one of PayPal's first investors, died Saturday in New York City. PayPal co-founder Elon Musk was just 23..."
Goodguys 1932 redux to be given away,13 Aug 2012,"The iconic Goodguys 1932 Ford sedan logo car is being cloned. Not in a laboratory, but by custom-car builder Dave Kindig of Kindig-It Design in Salt L."
U.S. Sets Much Higher Fuel Efficiency Standards,28 Aug 2012,DETROIT — The Obama administration issued on Tuesday the final version of new rules that require automakers to nearly double the average fuel economy of new...
Bill Nye's anti-creationism video followed by Twitter death hoax.,28 Aug 2012,"No, Bill Nye ""the Science Guy"" isn't dead, despite what Twitter may have told you."
"Stolen, chopped Ford GT is the saddest thing you'll see all day",28 Aug 2012,"The Ford GT is one of the best American sports cars in ages, and also one of the most desirable. No, the Ford GT didn't make the list of “most stolen."
"Hyundai partners with ""Gangnam Style"" rapper PSY",18 Sep 2012,Hyundai has launched a Facebook ad featuring the South Korean-born rapper with a Hyundai Equus.
2013 Shelby Super Snake to debut at Barrett-Jackson Las Vegas auction,18 Sep 2012,Shelby American is following up its 950- and 1100-hp anniversary edition Super Snake models with something a little tamer for 2013. Two new versions.
Successful People Who Barely Sleep,18 Sep 2012,Researchers claim that people need around 8 hours of sleep to function properly. Advertisement. But that's not true for everybody. A small group (1 to 3...
"September Plug-In Electric Car Sales Surge, As Tesla Sells 200 (Or So)",02 Oct 2012,"Sales of plug-in electric cars surged in September, after setting a new record in August. And this month's notable event was the projected delivery of 200..."
Why Your Car Isn’t Electric,02 Oct 2012,It will come as no surprise to hear that only a tiny fraction — less than 1 percent — of cars driving along American roads are fully electric.
Porsche Panamera Sport Turismo concept: Porsche builds a green wagon,02 Oct 2012,The Porsche Panamera Sport Turismo concept is a Panamera wagon with a plug-in hybrid powertrain.
2013 Lincoln MKZ Hybrid officially most efficient luxury car in America,16 Oct 2012,Ford Motor Company has announced that the Environmental Protection Agency (EPA) has certified the 2013 Lincoln MKZ Hybrid at 45 miles per gallon and while...
Nissan developing supercharged hybrid for Infiniti,16 Oct 2012,Nissan Motor Co. is developing a supercharged hybrid powertrain likely to arrive in 2014 in the Infiniti JX crossover.This configuration advances the.
