Headlines,Dates,Descriptions
"NVIDIA Delivers Massive Performance Leap for Deep Learning, HPC Applications With NVIDIA Tesla P100 Accelerators",5 Apr 2016,"NVIDIA Delivers Massive Performance Leap for Deep Learning, HPC Applications With NVIDIA Tesla P100 Accelerators ... GPU Technology Conference 2016 -- NVIDIA..."
Tesla in danger of becoming new Saturn,6 Apr 2016,"Tesla in the 2010s almost looks like Saturn in the 1990s. Saturn wasn't selling a fleet of electric cars, but, like Tesla, Saturn launched amid considerable..."
Tesla Slammed By Wall Street After Making SolarCity Offer,22 Jun 2016,"Being an investor in Elon Musk's electric automaker, Tesla, is a little like going for a ride in one of the company's high-speed sedans."
"Tesla driver killed while using autopilot was watching Harry Potter, witness says",1 Jul 2016,"Tesla driver killed while using autopilot was watching Harry Potter, witness says ... The Tesla driver killed in the first known fatal crash involving a self-..."
Will the Tesla Model 3 Be the First Truly Self-Driving Car?,14 Apr 2016,"Since the unveiling of the Tesla Model 3, in March, many have speculated that Elon Musk may beat his competitors in offering the first fully autonomous car."
Why I booked a Tesla to drive in India,1 Apr 2016,"Tesla is a dream for many auto enthusiasts who have been looking for a smart car. It is not just powerful but also looks sleek, designed environment..."
"Self-Driving Tesla Was Involved in Fatal Crash, U.S. Says (Published 2016)",30 Jun 2016,"The federal highway safety agency said that the driver of a Tesla on “autopilot” died in a crash in May, thought to be the first death in a self-driving..."
"Tesla raises $1.46B in stock sale, at a lower price than its August 2015 sale: IFR",20 May 2016,"Tesla Motors has raised $1.46B in fresh capital from the sale of its 6.8 million new common stock offering, according to IFR."
"Each Tesla Car Sold Last Year Is Worth $620,000 to Investors",3 May 2016,"After a rally that ended in April, Tesla's market capitalization is currently about $31 billion - equivalent to $620,000 for every car it delivered last year,..."
Four hundred miles with Tesla's autopilot forced me to trust the machine,22 May 2016,"For all the car's software wizardry, calling its autopilot system an ""autopilot system"" isn't really accurate. The car is very good at following the road and..."
Elon Musk Admits to Shareholders That the Tesla Roadster Was a Disaster,1 Jun 2016,"At the Roadster launch party in 2006, a few examples were on hand to give rides to potential customers. By the end of the night, ""the cars were destroyed,""..."
Tesla's Model 3 Intrigue Deepens With Musk's Twitter Barrage,4 Apr 2016,Error: Could not download required scripts. Please update your browser or turn off ad blocker to continue to watch. Meet Tesla's New Model 3.
Tesla driver dies in first fatal crash while using autopilot mode,30 Jun 2016,Tesla driver dies in first fatal crash while using autopilot mode · The first known death caused by a self-driving car was disclosed by · The 7 May accident...
Tesla's New Model S 60 Has a 75kWh Battery That's Software Limited,9 Jun 2016,"Tesla Motors announced the ""new"" model in a press release sent to reporters Thursday morning. The base price for the Model S 60 is $66,000 and all-wheel-drive..."
Tesla's Unbelievable Model 3 Pre-Order Mirage: Be Careful What You Wish For,6 Apr 2016,"Last Saturday, the number of Model 3 pre-orders stood at 276,000, as per @elonmusk's tweet, and he promised even more mind-boggling numbers for today."
Tesla's New Model 3 Jump-Starts Demand for Electric Cars (Published 2016),1 Apr 2016,"Tesla said nearly 200000 people booked reservations for the first Model 3 sedans, due out in 2017, demonstrating the potential market for electric vehicles."
"Tesla Model 3: 276,000 people have pre-ordered Tesla's new car",4 Apr 2016,"More than 276,000 people have pre-ordered Tesla's new Model 3, chief executive Elon Musk has said, and sales could go as high as 500,000 before the car is..."
The success of Tesla's Model 3 goes far beyond its affordability,6 Apr 2016,"But, as Apple did with smartphones and tablets, Tesla has successfully made expensive technology more affordable, not by inventing a cheaper device, but by..."
Tesla's Model 3 Electric Car Gets Requests for 180000 Vehicles on First Day of Ordering,1 Apr 2016,"Tesla's Model 3 Electric Car Gets Requests for 180,000 Vehicles on First Day of Ordering · Vehicle is expected to get at least 215 miles of range from a single..."
"Elon Musk: 198,000 Tesla Model 3 Orders Received in 24 Hours",1 Apr 2016,"Tesla CEO Elon Musk said the company received 198000 Model 3 orders in 24 hours. In a tweet Friday, he touted a ""bright"" future for electric cars."
"Chinese Firm Takes on Tesla With $106,000 Electric Vehicle",6 Jun 2016,"Chinese Firm Takes on Tesla With $106,000 Electric Vehicle ... Tesla has made it clear that it has high hopes for China. But now, a local company is hoping to..."
The Tesla Model 3 Is Still a Rich Person's Car,7 Apr 2016,"The Tesla Model 3 Is Still a Rich Person's Car. And that's all it may ever be. ... Tesla calls the Model 3, which the company revealed last week, “our most..."
Elon Musk Says the Tesla Model S (Kind of) Doubles as a Boat,20 Jun 2016,"Because the Tesla engine is electric, it doesn't have an air intake, which allows it to be completely sealed and waterproof. However, Musk reminds owners that..."
Tesla Model X Is Bedeviled By Problems That Were Predicted By Experts,19 Apr 2016,"The Model X's curved windshield, too, reports Consumer Reports, has resulted in drivers seeing double-vision distortion of oncoming headlights and street-lamps."
Tesla faces five big challenges,10 Apr 2016,Tesla faces five big challenges · 1. Who will make it? · 2. Can Tesla find enough skilled labor? · 3. How will it sell cars? · 4. Can stock price survive need...
Would-Be Tesla Competitor Faraday Future Offers New Details,15 May 2016,"Faraday Future is a U.S.-based, Chinese-funded startup that has been aggressively ramping up to build an electric car to challenge Elon Musk's Tesla."
Copper miners pin hopes on electric cars as China falters,8 Apr 2016,"The world's copper miners and traders are pinning their hopes on increased demand for the metal from the makers of electric cars, after Tesla Motors..."
Tesla Model S Suspension Failures Under Scrutiny by Safety Agency (Published 2016),9 Jun 2016,"Tesla Model S Suspension Failures Under Scrutiny by Safety Agency ... Tesla Motors, the maverick electric-car maker, is under scrutiny from federal regulators..."
"For Tesla Owner, Losing a Wheel Was Just the First Surprise (Published 2016)",10 Jun 2016,"For Tesla Owner, Losing a Wheel Was Just the First Surprise ... Pete Cordaro was creeping down a dirt road in his 2013 Tesla Model S electric car, on a Sunday..."
Tesla to speed up Model 3 electric car production,4 May 2016,"Tesla's stock has been closely watched due to concerns over its cash flow, some recent recalls and the potential for production delays. Personnel shifts have..."
How important is Tesla's Model 3 to the sustainable energy transition?,6 Apr 2016,"That is, not all of the 35GWh will come online at once. If Tesla can be flexible in scaling up the Gigafactory as demand increases, then it can keep costs low..."
Tesla: The Cost of Elon Musk's Model 3 Vision,10 May 2016,"The company's debt-adjusted market value has surged exponentially since its 2010 initial public offering. Cash from luxury-vehicle sales, the plan went, would..."
What Tesla And Google's Approaches Tell Us About Autonomous Driving,1 Jul 2016,"That means it's lagging behind Tesla on driven miles, but they don't involve regular drivers. (Tesla says Autopilot has been activated for more than 130 million..."
A Qantas Plane Races a Tesla in Cross-Promotion to Push Sustainability,3 Apr 2016,Australian national carrier Qantas Airlines has partnered with Tesla for a new collaboration to promote sustainability initiatives. The partnership.
Tesla Sends Owner Detailed Log After Self-Parking Crunch,12 May 2016,"After a parked Model S Tesla rammed itself into the back of a trailer, the manufacturer and car owner are embroiled in a tussle to determine fault."
Tesla events are the new Apple events,1 Apr 2016,"Tesla events are the new Apple events ... For years, Apple events have generated Super Bowl-like hype among tech enthusiasts. But lately, Tesla Motors' events..."
Tesla has received 325000 preorders for the Model 3,7 Apr 2016,Tesla says the number of preorders it has received so far corresponds to $14 billion in implied future sales. And it boasts that it was able to generate hype...
Ford Is Working on an Electric Car to Compete With Tesla,29 Apr 2016,Ford confirms plans to introduce a long-range electric vehicle to compete with the likes of Tesla and General Motors.
High warranty costs reflect Tesla's struggle with quality,27 Apr 2016,"Total warranty costs were $52.8 million, and it set aside $103 million for future warranty repairs. Chief Financial Officer Jason Wheeler told analysts in..."
6 Things I've Learned Driving a Tesla for Work,28 Apr 2016,The future of transportation is an awfully nice ride. · 1. Self-driving cars won't be robots at first · 2. Rechargeable batteries are very sensitive to the...
Tesla's Model 3 orders are through the roof. Here's what that means for the planet.,6 Apr 2016,"“What it's doing is bringing the cost down on the battery, making it affordable, putting pressure on other companies,” said Oge of Tesla's success. These are..."
The American economy's big problem: we don't have enough companies like Tesla,18 May 2016,More Teslas would mean higher returns for investors ... The ability to build a gigantic technology company with a small amount of capital is great news for the...
Tesla Model 3 Orders Surge Even Before Its Unveiling (Published 2016),1 Apr 2016,"Tesla Model 3 Orders Surge Even Before Its Unveiling ... Tesla Reveals a Lower-Priced Car. The chief executive of Tesla Motors, Elon Musk, unveiled a prototype of..."
Tesla’s patent strategy opens the road to sustainability for transport and for itself,26 May 2016,"Tesla wins by using its patent pool to establish industry standards for EVs. Unique in the marketplace, Tesla wins for the brand by doing what Elon Musk..."
"Tesla Model 3: price, features and release date | WIRED UK",1 Apr 2016,"Tesla has revealed the Model 3, its first truly mainstream electric vehicle, and claimed it has already taken 115000 pre-orders for the car."
"Your Tesla Doubles as a Boat, Says Elon Musk",20 Jun 2016,"Your Tesla Doubles as a Boat, Says Elon Musk. He doesn't recommend trying it at home, however. ... From Bloomberg/Getty Images. Save. Save. It turns out that..."
Musk's Tesla makes a bid for Musk's SolarCity energy company,22 Jun 2016,"Musk's Tesla makes a bid for Musk's SolarCity energy company ... Elon Musk's Tesla electric car company has made an offer to buy Musk's solar power company,..."
Can Tesla Deliver on Its Model 3 Buzz?,11 Apr 2016,"Tesla Motors is riding a wave of optimism about its new Model 3 electric sedan, with orders pouring in from people who presumably want an environmentally..."
"Chargers, châteaux and the Channel Tunnel: can you really do a driving holiday in a Tesla?",27 May 2016,"Chargers, châteaux and the Channel Tunnel: can you really do a driving holiday in a Tesla? · London to Folkstone (7.02am GMT to 8.05am GMT) · England to France..."
Tesla driver dies in first fatal autonomous car crash in US,1 Jul 2016,"A Tesla Model S operating in autopilot mode has collided with a truck in Florida, killing the car's driver, Joshua Brown. The accident will spark hard..."
Tesla Model X glitches lock owners out of cars,21 Apr 2016,"Tesla Model X glitches lock owners out of cars ... Early models of Tesla's electric SUV, the Model X, are facing teething issues, plaguing users with glitches..."
Tesla Tests Self-Driving Functions with Secret Updates to Its Customers’ Cars,24 May 2016,Tesla's engineers initially test new self-driving software against those records. Any that perform well can also be tested by secretly installing them onto...
"Yes, Tesla, I would like an instrument cluster",15 Apr 2016,"Basically, the right move is for everyone to move to digital, multifunction clusters in addition to whatever else they may have in mind. In Tesla's case,..."
Tesla's Model S getting a facelift,12 Apr 2016,"After images of a 2017 Model S refresh leaked online, Tesla Motors confirmed forthcoming design and specification updates."
"Tesla Could Have Been Called Faraday, Seriously",4 May 2016,"The name “Faraday” refers to Michael Faraday, the scientist who invented the electric motor. Musk said “Faraday” would have been his second choice for a name."
Tesla Model 3 unveiled: Everything you need to know,2 Apr 2016,"The Tesla Model 3 starts at $35,000, with some state tax incentive plans allowing pre-orderers to get the price down even further. According to the law, the..."
"Chinese Electric Vehicle Makers Swarm Into California, Chasing Tesla",5 May 2016,"Five highly ambitious Chinese automakers are building stealthy, strategic bases in California. Their objective: Hunt down technology and talented engineers..."
Innovations in Tesla's Gigafactory,15 Apr 2016,"It is built to sustain earthquakes. ... The Gigafactory was designed so that it could better withstand earthquakes. To accomplish this, the factory is composed of..."
Tesla's 'upgradable' battery may change the way we buy cars,5 May 2016,"Share this story ... Tesla is selling a car with an ""upgradable"" battery. Only it's not upgradable in the take-it-to-the-dealer-and-they'll-swap-out-some-hardware..."
Tesla Autopilot Enthusiast Killed In First Self-Driving Car Death,30 Jun 2016,A Tesla Model S running on Autopilot crashed into a large tractor trailer on the highway.
"Tesla Model 3: Elon Musk Teases More Details as Pre-Orders Top 276,000",4 Apr 2016,The interest ignited by Tesla's mass market Model 3 continued over the weekend as CEO Elon Musk took to Twitter to tease new details about the electric...
Tesla's Cheaper Model S Is a Taste of the Model 3,9 Jun 2016,"Tesla will introduce a Model S with a less powerful 60 kilowatt-hour battery pack, at a base price of $66000."
Tesla goes mainstream with Model 3 – The New Economy,1 Apr 2016,Tesla goes mainstream with Model 3 | The unveiling of Tesla's latest car signals the company's intention to make its cars a common sight on American roads.
Tesla goes after police cruiser market,11 May 2016,"LAPD buys on average about 600 to 750 vehicles each year, representing a total cost of up to $30 million, according to Yegiyan. The Ford Interceptor SUV is the..."
Tesla Model 3 first ride: inside Elon Musk's dream car,1 Apr 2016,"Tesla Model 3 first ride: inside Elon Musk's dream car ... This is Tesla's moment. It wasn't the Roadster, nor the Model S, nor the Model X — it's the Model 3..."
Why Tesla's Model X Is Giving Some Drivers Double Vision,19 Apr 2016,"“Reflections (ghosting) occurs in all laminated glass to varying degrees,” a Tesla spokesperson said in a statement. “We have received only a small number of..."
Tesla Model 3 design annotation,9 Apr 2016,"The Model 3, shown first as a sedan, has some controversial features. But it also has some cool and even spectacular ones."
Here Is the Tesla Model 3 2017,3 Apr 2016,"As for the price? Musk stuck to his $35,000 number, but options could raise that total significantly. Still, he said, ""Even if you get no options, this will be..."
Tesla Releases Its Electric Car for the Masses,1 Apr 2016,"Little new information came out about the Model 3, but with the car's comparably more affordable $35,000 price tag and 215-mile range, Tesla is making a bid to..."
"Updated Tesla Model S with more features, higher price coming soon",8 Apr 2016,"Tesla's Model S sedan changed the world's perceptions on what an electric car could be. Four years later, it's finally getting some much-needed updates..."
Nanotubes assemble! Rice introduces 'Teslaphoresis' | Rice News | News and Media Relations | Rice University,14 Apr 2016,"HOUSTON – (April 14, 2016) – Scientists at Rice University have discovered that the strong force field emitted by a Tesla coil causes carbon nanotubes to..."
Tesla Offers Lower-Price Model S Sedan,9 Jun 2016,The pricing move comes after Tesla reported Model S sales declined in the first quarter compared with the fourth quarter of 2015. While sales of the sedan were...
Elon Musk Says Apple (not Google) Will Be Tesla's Direct Competitor,2 Jun 2016,The Tesla CEO shared his thoughts at a conference on Apple's and Google's plans in the car technology space. ... Tesla CEO Elon Musk thinks that Apple will...
Elon Musk recounts the secret history of Tesla Motors,31 May 2016,"In a day, they had torn the whole car apart. It was the fastest Smart car ever. ""You could do wheelies in the parking lot,"" Musk says. The Daimler team arrived..."
"With the Model 3, will Tesla's cult-like following stay that way?",30 Apr 2016,"But you'll be hard-pressed to find a group of people who hang on his every word, move, tweet more than those who have literally put their money where their..."
5 Things You Probably Don’t Know About Tesla,23 Jun 2016,"Despite the amount of attention and headlines that Tesla receives daily, the company still produces a very small volume of cars. Tesla has shipped about 100,000..."
Has the Tesla Model 3 Really Made Electric Cars Mainstream?,8 Apr 2016,"Since unveiling its most affordable vehicle yet last week, Tesla Motors has notched more than 325000 reservations from excited fans of the all-electric..."
Why Tesla Will Destroy the Automobile Industry,13 Apr 2016,"More important, though, Tesla will kill traditional car companies because companies like GM, Ford, and Honda simply do not understand digital technology and are..."
Driver whose Tesla Model S crashed while using Summon was breaking all the rules,11 May 2016,"Tesla claims that the car's Summon self-parking feature was activated, and the company seriously came to play here: it has exceptionally detailed logs that it..."
Tesla Model S 70 Is Really a Model S 75 You Can Upgrade After Purchase,5 May 2016,Enabling the full 75-kWh charge capacity will increase the range of the Model S by 19 miles. The range of the rear-wheel-drive Model S 70 will increase from 234...
Elon Musk Confessions: All the Stupid Things Tesla Has Done,31 May 2016,Musk told an anecdote of how he gave Google (GOOG) co-founders Larry Page and Sergei Brin a test ride in an early Roadster and divulged that the car wouldn't...
Elon Musk: 1st Tesla Roadster sold 'completely unsafe',31 May 2016,"Elon Musk: The first Tesla Roadster we sold was 'completely unsafe' · car, although it passed all the regulatory requirements for a street-legal car, was..."
Can Tesla Build Enough Electric Cars?,5 May 2016,"Can Tesla Build Enough Electric Cars? ... Tesla Model S. ... Tesla Motors will accelerate production of all its electric vehicles, pushed by heady demand for its..."
Elon Musk says the Tesla Model S 'floats well enough to turn into a boat',20 Jun 2016,"Then, Last year, Tesla Model S owners discovered an Easter egg in the car's software which turned its image into that same submersible Lotus. Now, Musk has said..."
Tesla SolarCity Bid Shows Elon Musk's Plan to Save Earth,21 Jun 2016,"Tesla offered to buy SolarCity in a deal valued at $2.5 to $3 billion, a bid positioning the company to become a clean energy giant."
North Carolina start-up CEO: This is why we're giving Teslas to our employees,20 May 2016,"Practichem, a North Carolina-based start-up that makes scientific instruments, is giving its employees Tesla Model 3s for one reason."
Elon Musk: Our lithium ion batteries should be called Nickel-Graphite…,5 Jun 2016,Yet Tesla executives fail to allay lithium shortage fears //. Tesla CEO Elon Musk and CTO JB Straubel have attempted to play down the role of lithium in a...
We Took the Tesla Model X for a Test Drive,19 May 2016,"When I asked a Tesla product specialist about the issue, he said that Tesla meant that a car seat could be in place, but not with a baby in it. That's too..."
Tesla Model X early adopters continue to struggle with frustrating glitches,21 Apr 2016,"While there's no denying that Tesla's vehicles are forward-thinking and beloved by multitudes of owners, there's also no denying that early production..."
Tesla Model 3 pitched as an 'affordable' electric car,1 Apr 2016,Tesla unveils its much-anticipated Model 3 electric car saying it will cost $35000 and have a range of at least 215 miles (346km) per charge.
Tesla in Hot Pursuit of Police Electric Cruiser Market,11 May 2016,"The electric car company's Model S sedan is being tested by the Los Angeles Police Department, the police force in the nation's second-biggest city. Testing has..."
You Have to Watch This Tesla Video to the End,21 Apr 2016,"In a video posted on YouTube, you can watch in apprehension as what appears to be a Tesla Model S 90D backs itself very slowly out of the garage."
"Tesla Model 3 announced at $35,000, Twitter goes all-electric",1 Apr 2016,"Tesla Model 3 will be ready for delivery by the end of 2017, according to Musk, and it's coming to India, too. ... Tesla The Model 3 will be ready for delivery by..."
Tesla Model 3 Photos,1 Apr 2016,Take a close look at Tesla's stunning new car.
Tesla Model 3: 276000 people have pre-ordered Tesla's new car | WIRED UK,4 Apr 2016,"Tesla: 276000 people have pre-ordered Tesla's Model 3, Elon Musk says."
Tesla crash could stall public acceptance of driverless cars,1 Jul 2016,DETROIT — It was the crash the auto industry knew was coming but still feared. The death of a driver who was using Tesla Motors' semi-autonomous mode could...
Elon Musk promises Tesla will do the improbable (or even impossible),5 May 2016,Elon Musk wants to launch a rocket to Mars as soon as 2018. His goals for Tesla Motors Inc. may be even more ambitious.
Tesla Owner Claims Model S Crashed Itself Into Trailer After Being Parked,11 May 2016,Tesla's Summon autonomous parking feature is one of the most interesting aspects of Tesla's Autopilot technology. It allows drivers to pull their cars in or...
Tesla's Model S Cars Can Briefly Double as a Boat: Elon Musk | TIME,19 Jun 2016,"Tesla's Model S vehicles can temporarily double as a boat, the automobile's founder and CEO Elon Musk said Sunday."
Tesla's Model X Has Bigger Problems Than Faulty Falcon Doors,26 Apr 2016,"The issue has long bedeviled Model S owners, and Tesla typically responds by helping reboot the software. In some cases, that's meant a trip to the nearest..."
Tesla Model 3 pitched as an 'affordable' electric car,1 Apr 2016,Tesla unveils its much-anticipated Model 3 electric car saying it will cost $35000 and have a range of at least 215 miles (346km) per charge.
Tesla to sell cheaper version of Model S car,10 Jun 2016,Tesla said Thursday that it has started selling a cheaper version of its Model S car in an attempt to make its electric vehicles more affordable for more...
elon musk debuts tesla's model 3 with a range of 346 km on a single charge,1 Apr 2016,"the tesla model 3 will be the most affordable car they've built so far, with standard autopilot and supercharging features, while starting at only $35000."
Driver in Fatal Tesla Crash Shared Autopilot Videos on YouTube,1 Jul 2016,Driver in Fatal Tesla Crash Shared Autopilot Videos on YouTube. Joshua Brown's Tesla was in autopilot when it was hit by a tractor-trailer.
It's the new Tesla Model S!,12 Apr 2016,"So, first up is the new fascia and headlights, inspired by the front styling of the falcon-doored Tesla Model X SUV. Looks clean, no? There are two brand new..."
Tesla denies allegations of Model S suspension safety issues,10 Jun 2016,NHTSA says it is also concerned that Tesla has asked owners to sign non-disclosure agreements about safety issues. The agency says such agreements could prevent...
Tesla and Mobileye disagree on lack of emergency braking in deadly Autopilot crash,1 Jul 2016,"In its blog post yesterday, the company said that the Autopilot system failed to differentiate the white side of a tractor trailer that was crossing in front of..."
"Tesla Model 3 electric car orders accelerate to 276,000",3 Apr 2016,Tesla chief executive Elon Musk says pre-orders of its much-anticipated Model 3 electric car currently total 276000.
"With the Model 3, Tesla just became the new Apple",1 Apr 2016,"To call it deja vu would be an overstatement, but Thursday night's Model 3 unveiling was unlike anything I've felt since the last time I heard the phrase ""one..."
Tesla's mind-blowing change in strategy,4 May 2016,"Elon Musk just made a totally mind-blowing change to Tesla's strategy ... Tesla reported first-quarter earnings on Wednesday, and they were better than expected:..."
"Tesla Model S Redesign: Features, Photos",18 Jun 2016,Tesla in April introduced the first major redesign for its popular Model S sedan. And boy is it stunning. Advertisement.
Tesla car floats as a boat but don't do it,21 Jun 2016,"Elon Musk Says Not to Use Your $70,000 Tesla As a Boat, Even Though You Can ... Teslas are expensive vehicles. Boats are expensive vehicles. But that is where the..."
A new hire hints the Tesla Model 3 might be getting a heads-up display,15 Apr 2016,"Milan Kovac just joined Tesla after working as the principle engineer at SKULLY, the creator of the first motorcycle helmet to come with heads-up display and an..."
Elon Musk set to get $US1.6 billion Tesla payday early,19 Apr 2016,"Elon Musk is ahead of schedule to get a huge payday from Tesla Motors - even though he earns less than $US40,000 ($51,646) in annual salary."
Tesla to sell cheaper version of Model S car,10 Jun 2016,Tesla said Thursday that it has started selling a cheaper version of its Model S car in an attempt to make its electric vehicles more affordable for more...
elon musk debuts tesla's model 3 with a range of 346 km on a single charge,1 Apr 2016,"the tesla model 3 will be the most affordable car they've built so far, with standard autopilot and supercharging features, while starting at only $35000."
Driver in Fatal Tesla Crash Shared Autopilot Videos on YouTube,1 Jul 2016,Driver in Fatal Tesla Crash Shared Autopilot Videos on YouTube. Joshua Brown's Tesla was in autopilot when it was hit by a tractor-trailer.
It's the new Tesla Model S!,12 Apr 2016,"So, first up is the new fascia and headlights, inspired by the front styling of the falcon-doored Tesla Model X SUV. Looks clean, no? There are two brand new..."
Tesla and Mobileye disagree on lack of emergency braking in deadly Autopilot crash,1 Jul 2016,"In its blog post yesterday, the company said that the Autopilot system failed to differentiate the white side of a tractor trailer that was crossing in front of..."
"Tesla Model 3 electric car orders accelerate to 276,000",3 Apr 2016,Tesla chief executive Elon Musk says pre-orders of its much-anticipated Model 3 electric car currently total 276000.
"With the Model 3, Tesla just became the new Apple",1 Apr 2016,"To call it deja vu would be an overstatement, but Thursday night's Model 3 unveiling was unlike anything I've felt since the last time I heard the phrase ""one..."
Tesla's mind-blowing change in strategy,4 May 2016,"Elon Musk just made a totally mind-blowing change to Tesla's strategy ... Tesla reported first-quarter earnings on Wednesday, and they were better than expected:..."
Refreshed Tesla Model S Photos,12 Apr 2016,"The refreshed Model S is already in production and it can be configured on Tesla's website. ... By clicking “Sign Up”, you accept our Terms of Service and Privacy..."
Tesla Just Made Its Huge Model 3 Challenge Even Huger,5 May 2016,"Tesla faces a huge challenge when it starts making the Model 3, but Musk and Company are on the right track so far."
Why charging an electric car at night is worse for the environment,12 May 2016,"Tesla Motors has received more than 325,000 preorders for its hot new Model 3 electric car even though it will not be available for at least another year."
NVIDIA Tesla P100 Supercharges HPC Applications by More Than 30X,19 Jun 2016,"ISC16 - To meet the unprecedented computational demands placed on modern data centers, NVIDIA today introduced the NVIDIA® Tesla® P100 GPU accelerator for..."
Tesla Model 3 reservations top total 2015 plug-in car sales,1 Apr 2016,"In 24 hours, Tesla got more reservations for its mass-market Model 3 electric car than all electric and hybrid plug-in cars sold in the U.S. in 2015."
Tesla Short Seller Issues Scathing Warning Of Pending 'Death Spiral',24 May 2016,Tesla Short Seller Issues Scathing Warning Of Pending 'Death Spiral' ... Tesla Motors (TSLA) shares got slammed several weeks ago after analysts doubted the...
Elon Musk distracts us from bad news with ‘psychedelic cowbell road’ Tesla easter egg,12 Apr 2016,Elon Musk distracts us from bad news with 'psychedelic cowbell road' Tesla easter egg ... Tesla owners: Good news! Your car has a secret Mario-Kart-style mode...
Powered by Purpose: What Tesla's Model 3 Says About the Future of Sustainability,4 Apr 2016,"By Geoff Ledford On Thursday night, Elon Musk finally rolled out his highly-anticipated electric vehicle for the masses – the Tesla Model 3."
Why Did Ford Buy Tesla’s Model X SUV?,20 Apr 2016,"The company reportedly bought a Model X SUV for more than its sticker price, presumably for intelligence and to learn what Tesla's doing."
Tesla's Rise Has Inspired a Dozen New Electric Vehicle Rivals,26 May 2016,"Tesla's Rivals. Faraday Future is possibly one of the more interesting names on this list. Backed by Chinese internet billionaire Jia Yueting, the company is..."
Hidden design details that will make you want Tesla's Model 3 even more,29 Apr 2016,"Hundreds of thousands of Tesla fans have been throwing money at the company to buy its cheapest electric car yet, securing their place in line to purchase..."
Elon Musk Aims to Shore Up SolarCity by Having Tesla Buy It (Published 2016),21 Jun 2016,"His Tesla Motors said on Tuesday that it had offered to buy SolarCity in an all-stock deal, one that could value the latter at as much as $2.8 billion. The aim,..."
"Tesla's Non-Disclosure Agreements About Defects are ""Unacceptable,"" Say Feds",10 Jun 2016,"Tesla's Non-Disclosure Agreements About Defects are ""Unacceptable,"" Say Feds. A letter Tesla sent a customer raised a red flag -- after the letter was made..."
Tesla's Done Being an Automaker—It's Now an Energy Company,23 Jun 2016,"Last year Musk announced Tesla Energy, a scheme to sell huge batteries for home and industrial energy storage. Now Tesla wants to complete the package by..."
"Tesla has 780 million miles of driving data, and adds another million every 10 hours",28 May 2016,"Tesla has 780 million miles of driving data, and adds another million every 10 hours. I get smarter with every mile. ... Tesla's customers are also test drivers..."
"Tesla Model X updated – new base 75D, replaces 70D - paultan.org",14 Apr 2016,"The starting price has been bumped up as a result – the Model X 75D is priced at US$84,200 (RM329,000), US$3,000 (RM11,700) higher than the outgoing 70D. As..."
Faraday Future: “Tesla Model 3 is fantastic news.”,4 Apr 2016,"Nick Sampson, head of the startup electric vehicle company Faraday Future, spent a busy day as the title sponsor of the Faraday Future Long Beach ePrix."
Elon Musk Already Says the Tesla Model 3 Will Be Delayed,5 May 2016,"""Will we actually be able to achieve volume production on July 1 next year? Of course not,"" Musk said of the all-electric Tesla Model 3 during a Tesla..."
How Tesla's Autopilot works,1 Jul 2016,Here's how Tesla's Autopilot works · Tesla's Autopilot system is made up of multiple sensors placed all around the car. · These ultrasonic sensors are...
"Tesla to recall 2,700 Model X SUVs over rear seat crash risk",11 Apr 2016,"First rolled out to customers in September 2015, Tesla has had to recall Model X made before 26 March owing to a fault with second and third row seats."
"In Tesla, electric car makers find a spark",12 Apr 2016,"Technology development, pilot projects, demand creation and charging infrastructure are the four focus areas of the scheme. Direct incentives in the range of Rs..."
The Highest-Tech Stadium in Sports Is Pretty Much a Giant Tesla,3 Jun 2016,"The Sacramento Kings have created the most high-tech arena ever. To future-proof it, they made sure its core isn't just concrete: it's code."
Tesla's Model S Autopilot driving system is involved in first fatal crash,1 Jul 2016,Tesla's semi-autonomous driving system Autopilot has been involved in its first fatal crash. A Model S driver died when the black car they were driving hit...
Full video: SpaceX and Tesla CEO Elon Musk at Code 2016,6 Jun 2016,More videos from ... Tesla and SpaceX CEO Elon Musk spoke with Recode's Kara Swisher and The Verge's Walt Mossberg at the 2016 Code Conference about his plans to...
Video: watch someone cut a Tesla in half,12 Apr 2016,"The Big Limo chaps have literally cut the Internet's poster boy – the Model S – in half, in order to extend the wheelbase.Thankfully, the bed of 7000-plus..."
"Tesla drivers play Jenga, sleep, using Autopilot in nerve-wracking videos",1 Jul 2016,"Tesla drivers play Jenga, sleep, using Autopilot in nerve-wracking videos ... SAN FRANCISCO — Some Tesla owners have used the cars' Autopilot feature to take..."
NVIDIA Announces Tesla P100 Accelerator - Pascal GP100 Power for HPC,5 Apr 2016,"Today at their 2016 GPU Technology Conference, NVIDIA announced the first of their Pascal architecture powered Tesla cards, the Tesla P100. The P100 is the..."
Tesla Model 3: PHOTOS,10 May 2016,"The first feature should make anyone excited: Tesla's Model 3 starts $35,000, and that's before federal tax exemptions. tesla model 3. Tesla..."
Inside the Gigafactory That Will Decide Tesla's Fate,6 May 2016,"Inside the Gigafactory That Will Decide Tesla's Fate · The lobby of Tesla's Gigafactory east of Reno, Nevada, features the chassis of a Model X and S and the..."
Tesla blames 'hubris' for Model X part delays,5 Apr 2016,"It was frank about the reasons for the delay: ""The root causes of the parts shortages were: Tesla's hubris in adding far too much technology to the Model X in..."
