Headlines,Dates,Descriptions
"2012 Smart Fortwo Electric Drive hits 75 mph, whizzes to 60 in 13 seconds",16 Aug 2011,"The third-generation, 2012 Smart Fortwo Electric Drive ditches its 16.5-kWh Tesla-engineered battery pack in favor of a 17.6-kWh unit manufactured by..."
Tesla: Roadster retires,30 Jun 2011,Tesla Motors announced that it is going to stop production of its Roadster electric vehicle (EV) by the end of this year.
Elon Musk on Running Tesla Motors and SpaceX,28 Apr 2011,"I run both [electric car company] Tesla (TSLA) and SpaceX myself. It's a heavy workload, and I've never really wanted to run companies. Unfortunately, I came to..."
Nikola Tesla: Unique Genius Or A Model For Everyone?,28 Apr 2011,"My method is different. I do not rush into actual work. When I get an idea I start at once building it up in my imagination. I change the construction, make..."
Top Gear Responds to Tesla's Lawsuit,6 Apr 2011,"Andy Wilman, the executive producer of Top Gear, shares his thoughts on Tesla Motors' libel lawsuit against the popular BBC program in this piece written..."
Tesla to stop making iconic electric sports car,23 Jun 2011,Tesla to stop making iconic electric sports car ... Tesla Motors will stop taking orders for its pricey Roadster sports car as it begins a tricky transition to...
New NVIDIA Tesla GPU Smashes World Record in Scientific Computation,16 May 2011,"SANTA CLARA, CA - NVIDIA today unveiled the Tesla™ M2090 GPU, the world's fastest parallel processor for high performance computing. In addition, the Tesla..."
Tesla Model S 'Alpha' Build Mega-Gallery,6 Jun 2011,"The first 1,000 examples of the Model S will be a special North American Model S Signature Series, featuring a 300 mile battery range, unique appearance..."
Tesla Electric Car Plus Solar Power Equals Zero-Cost Driving (Video),30 Jun 2011,Mike Koenigs is also a true Tesla and clean power activist.
Tesla Prepares for a Gap as Roadster Winds Down (Published 2011),8 May 2011,"Tesla Motors is hitting pause on its main moneymaker, the Roadster, saying it will stop selling the current version of the electric car perhaps early next..."
Tesla's next-generation EV store (photos),13 Apr 2011,"Tesla overturned preconceptions of electric vehicles with the Roadster, which achieves supercar acceleration with a range of about 200 miles."
Tesla Roadster reaches the end of the line,21 Jun 2011,"Tesla Motors will stop taking orders for the Tesla Roadster sports car in about two months, the automaker says."
Tesla coils take on Lady Gaga,27 May 2011,"(PhysOrg.com) -- In an amazing display of lights and sounds, the Open Spark Project and the Tesla Orchestra, formed from researchers at Case Western Reserve..."
2012 Tesla Model S Prototype Spy Shots: Exclusive,27 Jun 2011,"The Tesla Model S is due in 2012, packing an all-electric drivetrain, a luxurious, high-tech interior, and stunning good exterior looks."
Tesla Vs BBC: Top Gear Planned Dead Electric Car Shot Before Test,13 Apr 2011,"If successful, Tesla will win a court injunction preventing the BBC from airing the show in future on its own or syndicated networks as well as preventing the..."
Tesla Morphs into GAP With Branded Clothes for Kids,29 Apr 2011,"Here's a question. Would you put your kids in branded clothes for a $109000 sports car? If you answered yes, then we think that's the answer Silicon-Valley..."
Elon Musk Has No Interest in Selling Out,25 May 2011,"Updated: May 25, 2011; 3:45 p.m. EST to include Tesla's announcement that it will sell more stock. Tesla Motors CEO Elon Musk says he has no plans to sell..."
Tesla turns dealership concept on its head,13 Apr 2011,"Tesla holds its grand opening for its newest store in San Jose, Calif., which presages its new concept in car sales."
"Elon Musk Says Tesla Won't Be Sold, But Elon Musk Is Wrong",25 May 2011,In a sign of its continuing need for capital--and the good performance thus far of its stock--Tesla Motors said today it would sell 5.3 million more shares...
"Tesla Winding Down The Roadster, Introducing Model X Crossover Concept",28 May 2011,"Well, after years of giving electric car hopes and dreams, the Tesla Roadster is winding down toward an end. According to paperwork filed with the SEC,..."
Tesla V Top Gear: Top Gear's Track Record With Electric Cars,14 Apr 2011,It's been two weeks since Californian electric automaker filed papers against the BBC's Top Gear for libel in relation to a segment the popular...
2012 Tesla Model S,6 Jun 2011,"Performance. To give customers a variety of engine choices, Tesla is giving the Model S different options with the base configuration featuring a 160-mile..."
Tesla Taking Electric Roadster Across The Country In Drive Change Tour,10 May 2011,"Still unsure if the $100000-plus Tesla Roadster is for you? Well, Tesla is hoping to change all that with its latest promotional effort, the Drive Change..."
"Update: Tesla, Top Gear Continue Verbal Spat Over Libel Suit",5 Apr 2011,"Last week we reported that Tesla Motors, maker of the of the 2-seater all-electric Tesla Roadster, is serving Top Gear with a libel suit claiming that an..."
"Farewell, Tesla Roadster! Musk Concentrating on Making The New Model S & Model X",24 Jun 2011,"Tesla Roadster was for many the car that brought back the electric car dream that set with the crushing of GM's EV1 back in 2003. Now, the production of..."
"The End Of An Era: Roadster To Be Discontinued, But Tesla Not Done With Electric Supercars",24 Jun 2011,Say what you will about perennial electric vehicle startup Tesla Motors–the Roadster convertible changed the mainstream perception of EVs from clunky golf...
"Tesla Model S Alpha Previews Production Reality, Roadster 2.5 Production To Continue",5 Jun 2011,"2013 Tesla Model S Alpha Previews Production Future. Tesla has released the first new images of its nearly production-ready Model S electric sedan, known as the..."
New photos of Tesla Model S show more aggressive style,5 Jun 2011,"Tesla dropped some new photos of the Model S Alpha sedan on us on Monday, and the car is looking more like a production vehicle every day. The shots s."
Tesla Roadster Sport 2.5 Review - Drive,2 Apr 2011,"The electric motor produces 215kW between 4400-6000rpm and 400Nm from 0-5100rpm. On test, the Tesla Roadster Sport consumed around 220Wh/km. It takes around 20..."
2012 Tesla Model S Spied Testing In Palo Alto,27 Jun 2011,"We just managed to snap these spy shots of a Tesla Model S prototype testing not far from our home offices (and Tesla's) in Palo Alto, California."
Tesla Roadster owners race 'round Hong Kong for Japanese earthquake victims,21 Jun 2011,Right-hand-drive Tesla Roadster – Click above for high-res image gallery Hong Kong's Tesla Roadster owners have organized an electric rally.
"Mike Rowe, Adam Savage Menaced By Music-Playing Tesla Coils",22 May 2011,"Mike Rowe, star of the Discovery Channel's 'Dirty Jobs,' and Adam Savage, co-star of the Discover Channel's 'Mythbusters' show were interrogated by a mob of..."
Tesla Releases New Photos of Model S Sedan as Production Nears,6 Jun 2011,"The Model S won't go on sale until late next year, starting at $57,000 before a $7500 federal tax credit. That is for the 160-mile range battery pack -- a 230-..."
The homebuilt electric Z-Kart - who needs a Tesla Roadster?,8 Apr 2011,The Z-Kart is a home-built electric go-cart that features impressive performance and engineering.
WNYC Broadcasts Tribute to Nikola Tesla | NYPR Archives & Preservation,28 Apr 2011,"Three days later, WNYC broadcast this memorial to him. The Croatian-born violinist Zlatko Baloković performed Ave Maria live in the studio, as well as a piece..."
Tesla Model S Alpha,6 Jun 2011,"Tesla has released the first new images of its nearly production-ready Model S electric sedan, known as the Model S Alpha."
Tesla’s Santana Row store opens Saturday,13 Apr 2011,"Santana Row is a shopping destination best known for restaurants and high-end boutiques. Now, after buying shoes or having lunch, you can stop by the new..."
Elon Musk Calls Top Gear 'Completely Phony',5 Apr 2011,Tesla Motors CEO Elon Musk reportedly dropped an f-bomb on the blokes at Top Gear and says the popular BBC motoring program's test of two Roadsters was...
"Musk: If You Want a Tesla Roadster, You'd Better Hurry Up",20 Jun 2011,"Californian electric auto maker Tesla Motors might be in the final stages of bringing its 2012 Model S luxury sedan to market, but if you want to own one of..."
Tesla Roadster S production to end in December,31 May 2011,"The Model X is said to ""incorporate the functionality of a minivan with the consumer appeal of a sports-utility vehicle"". The company says the technology..."
Chinese actress to promote Korea's cultural tourism,9 Jun 2011,"Korea's Culture Ministry and the Korea Tourism Organization have appointed Zhang Jingchu, an award-winning actress, as a goodwill ambassador for promoting..."
Tesla Fun For THINK Prices? The EV Mazda Miata Conversion,16 May 2011,"If you have a Miata to convert, you're already half way there. The kit includes all the racks necessary for safely mounting the batteries and the motor and a..."
Tesla Drive Change Electric Roadster Tour Kicks Off,10 May 2011,"Most people are still reserved when it comes to an electric supercar, so Tesla Motors decided to make a final attempt into getting Americans acquainted with..."
"Tesla to Reveal Model X Crossover Concept, Stop Making the Roadster",28 May 2011,"We haven't even gotten the sedan yet, but Tesla is dangling the SUV carrot before our noses once again. What the heck, we're so hungry for an actual mass..."
Steve Jobs beats Nikola Tesla and Bill Gates in Engineering Heroes list,9 May 2011,"Isambard Kingdom Brunel and James Dyson have both beaten Steve Jobs to the engineering punch. Jobs in turn was ranked higher than famous inventor, electrical..."
Tesla Opens Santana Row Showroom,13 Apr 2011,"Following its Washington D.C. and Milan stores opened back in February, Tesla Motors today inaugurated a new showroom in the Santana Row retail district of..."
Electric Cars Tested in Antarctica For Ultimate Cold Weather Test,11 May 2011,"It's a well-known fact that just like humans, electric cars work best in temperate climates. But what is the coldest temperature an electric car needs to be..."
Tesla opens showroom in San Jose's Santana Row,15 Apr 2011,"Tesla opens showroom in San Jose's Santana Row ... Tesla Motors has just opened a retail store in the Santana Row district of San Jose, CA – number 18 for those..."
"Tesla Spirit Radio « Adafruit Industries – Makers, hackers, artists, designers and engineers!",1 Jun 2011,The Spooky Tesla Spirit Radio is plugged directly into the iMac computer sound-in port. Audio Hijack Pro software provides the gain and real time sound effects...
"Tesla Model S Alpha images, on sale in Australia in 2013",7 Jun 2011,"The Tesla Model S will be available with three different lithium-ion battery range options: 255km, 370km and 480km. A full fast charge takes just 45 minutes..."
Will Mazda pull a NUMMI in Flat Rock?,14 Jun 2011,TOKYO--It has been a tough run for U.S.-Japan joint automaking ventures in North America. They once were hailed as learning labs where ailing Detroit...
"Tesla Motors closes Boulder showroom, moves to Park Meadows mall",7 Jun 2011,"After nearly two years in downtown Boulder, Tesla Motors closed its showroom last week and relocated it to a more prominent location at the Park Meadows..."
Cascade Microtech Integrated Probe Systems Speed Time-To-Market For Growing Power Device Segment,1 Jul 2011,"Unique Tesla Probe Systems With CT-3100/3200 Curve Tracers Address High-Voltage, High-Power Measurement Requirements. Beaverton, OR (Marketwire) - Cascade..."
Tesla whips out $750 J1772-to-Roadster charging adapter,29 Apr 2011,Tesla's newly-launched J1772-to-Roadster charging adapter consists of a J1772-compliant connector on one end and a Roadster-compliant setup on the other. While...
Musical Tesla Coils Arc Attack Perform Theme From Doctor Who,23 May 2011,http://youtu.be/h0qcZIv_tHU Musical Tesla Coils Arc Attack! performing the theme song from Doctor Who at last weekend's Maker Faire. via Make.
Interview: Elon Musk,24 Apr 2011,The new film Revenge of the Electric Car depicts the race between your company Tesla and other automakers to build an affordable electric car. Who will win?
Seven-seat luxury sedan due in 2013 - Drive,7 Jun 2011,This is the plug-in seven-seater that could change the way people think about luxury sedans. Tesla's Model S Alpha sedan has been revealed in...
2012 Toyota RAV4 EV Prototype: First Drive,8 Apr 2011,"Just a year ago, seeing the 'RAV4, Powered by Tesla' startup greeting would have been almost unthinkable. Yet last May, Toyota and Tesla inked a deal that..."
Top Gear Fires Back at Tesla,5 Apr 2011,The executive producer of Top Gear is firing back at Tesla Motors -- the car company suing the popular BBC car program claiming it lied during a broadcast...
Tesla to End Production of Roadster and to Reveal New Prototype,30 May 2011,Tesla is planning to reveal a prototype of the so-called Model X crossover by the end of the year and will end production of the Tesla Roadster in December.
Elon Musk: We Can Put A Man On Mars In 10 Years,26 Apr 2011,"Elon Musk, the inspiration behind Iron Man's executive-turned-rocketeering space hero Tony Stark, believes his space-transport start-up will send passengers..."
Perks piling up: Googlers get free electric car charging,10 Jun 2011,Google is converting 5 percent of the parking spaces to electric car charging stations in an attempt to encourage its employees to use its Gfleet electric...
"CA To Hybrid Drivers: Sorry, We're Just Not That Into You--Any More",30 Jun 2011,"Spare a thought, if you will, a momentary tear, for 85000 doomed drivers of three models of hybrid car in California. They are the unlucky losers of a..."
The final flight of the Hindenburg,14 Apr 2011,"On May 6, 1937, almost three days after the zeppelin's triumphal departure from Frankfurt while attempting to dock near New York City, the whole zeppelin..."
Tesla Model S turns in to Jaguar XF,6 Jun 2011,The Tesla Model S is now in what Tesla call its 'Alpha' phase - and on the way to production on 2012 - and seems to have morphed in to the Jaguar XF.
Science is electrifying - StAlbertGazette.com,11 May 2011,Tesla coils are awesome. That's a scientific fact. About 35 Sir George Simpson students learned that last Friday in St. Albert when teacher Tony Rafaat...
Electric vehicle charging comes to Laguna Beach,21 Jun 2011,"LAGUNA BEACH – Electric car owners welcomed the opening of two charging stations in downtown, the first open to the public in the city."
Lingenfelter offers look at car collection,16 Jun 2011,"Michiganders don't have to wait for the Woodward Dream Cruise to see an epic car collection in their home state.Car collector Ken Lingenfelter, cousin."
"Name That Shifter, No. 21: Daewoo Nubira",27 Apr 2011,On Monday we presented this week's shifter and asked you to identify the make and model of the vehicle from whence it came. We thought the anonymity of this...
Fisker Karma shows off at Monaco Grand Prix,30 May 2011,"Answering the question, “Do you have Prince Albert in a car?” Fisker shared this promotional shot of Monaco's monarch piloting the Fisker Karma on a f."
"Silicon Valley: Churchill Club to announce awards for innovation, leadership, social benefit",9 Jun 2011,"Without tradition, art is a flock of sheep without a shepherd. Without innovation, it is a corpse.” – Winston Churchill."
Sanctuary – The bitch is back,25 May 2011,"'Sanctuary' finally re-vamps Tesla. Although I loved his electromagnetic engineering genius, we all knew that Tesla would return to his vampire beginnings."
"Tesla, Cinderella to Headline Monsters of Rock: The Voyage Cruise",3 Jun 2011,"The inaugural Monsters of Rock: The Voyage cruise will feature headline performances by glam favorites Kix, Tesla, and Cinderella. The three-night cruise..."
Tesla Motors Is Leaving Singapore,16 Feb 2011,"Given the Roadster's limited production run and the enthusiastic support from both customers and governments for the vehicle in other markets, Tesla has decided..."
Tesla sues Top Gear over 'faked' electric car race,30 Mar 2011,Electric sports car maker Tesla Motors is sueing the BBC's Top Gear TV programme for allegedly faking a scene showing the company's Roadster car running out of...
"Tesla Puts Prices, Delivery Date on Model S",7 Mar 2011,"Tesla Puts Prices, Delivery Date on Model S. Expanding the range from 160 to 300 miles will run you $20,000. ... The Model S, the all-electric sedan from Tesla..."
Tesla Sues Top Gear for Libel,30 Mar 2011,"Telsa Motors is suing Top Gear, claiming the popular British television program sullied its good name — and electric vehicles — by staging an unfavorable..."
"Tesla Launches New Stores, Pulls Out of Singapore",14 Feb 2011,"But while celebrity guests and would-be customers in Millan were drinking premium sustainable organic wines from Querciabella, eco-business.com reports that the..."
"Hydra-Tesla Research Facility / Milos Vlastic, Vuk Djordjevic, Ana Lazovic, & Milica Stankovic",17 Mar 2011,The idea for the Hydra skyscraper is to harvest energy from lightning storms and store the power in several mega-batteries located at the base. The project also...
Tesla Sues 'Top Gear' for Libel,30 Mar 2011,"The Silicon Valley, Calif.-based automotive company says in the claim that the Top Gear review of its Tesla Roadster “contained lies and misinformation about..."
Tesla to recycle electric car batteries in Belgium,27 Jan 2011,"Electric carmaker Tesla will recycle its battery packs in Europe by refining its innards to cobalt, nickel and other metals."
An Inside Look at Tesla's Model S,18 Mar 2011,The front of the Model S is made out of high-strength boron steel and is covered in energy-absorbing foam to reduce the damage from collisions. The system also...
Tesla sues 'Top Gear',30 Mar 2011,"Tesla Motors filed suit against TV show ""Top Gear"" over a misrepresentation of its Roadster electric car."
"Morgan Stanley Issues Huge, Bullish Report On Tesla, Calling It ""America's Fourth Automaker""",31 Mar 2011,"Morgan Stanley Issues Huge, Bullish Report On Tesla, Calling It ""America's Fourth Automaker"" ... Morgan Stanley upgraded Tesla to overweight in an extremely..."
"Tesla Sues BBC For Libel Claiming Top Gear Rigged Tests, BBC ""will be vigorously defending""",30 Mar 2011,"Tesla claims they're doing this because the episode they feel contains blatant lies has been re-broadcasted and is widely available. Unfortunately for Tesla,..."
Geek-Talk with Beyerdynamic T1 Designer Gunter Weidermann,13 Jan 2011,Suweet! Beyerdynamic head headphone designer Gunter Weidemann is responsible for the T1 headphone (open back; $1295) and its extraordinary driver that...
2012 Tesla Model S Detailed Info: Tesla Model S News –,11 Jan 2011,The Model S is an unusually roomy sedan in large part due to its architecture and the density of its energy-storage and power-delivery systems. A four-inch-deep...
Alpha Testing: Tesla Details Engineering Advances of Model S Development,7 Jan 2011,"""We're particularly pleased with this,"" Rawlinson says, ""it's a very advanced form of architecture, which is a combination of castings, extrusions, and..."
Tesla's Model S Alpha Takes to the Streets [VIDEO],19 Jan 2011,"Last week, we had the chance to chat with Peter Rawlinson, Tesla's VP of engineering, about the upcoming Model S electric sedan. Now we have footage of the..."
"Five Questions: Peter Rawlinson, Tesla Motors Chief Engineer",14 Jan 2011,Peter Rawlinson: We wanted to show that the vehicle engineers at Tesla are capable of designing and engineering a world-class car from a clean sheet of paper.
First Tesla Model S to Be the Most Expensive Too,8 Mar 2011,"The second Tesla Motors vehicle that will reach the market, the so-called Model S, will enter production in early 2012 and, according to company officials,..."
"Photo Gallery: 2011 Tesla Roadster Sport, Ohm-My-God Sports Car",21 Jan 2011,"Driving a Tesla Roadster is an unforgettable experience. To be fair, perhaps driving any car with acceleration from 0 to 60 mph in less than 4 seconds is..."
Tesla Roadsters Exceed 10 Million Driving Miles,28 Mar 2011,Tesla Roadsters Exceed 10 Million Driving Miles.
BBC denies rigging Top Gear Tesla Roadster car race,30 Mar 2011,An electric sports car manufacturer sues the BBC claiming a test race in 2008 on Top Gear was rigged.
Tesla CEO: Model S Will Support Third-party Apps,17 Mar 2011,"Does your car have an app for that? If Tesla Motors CEO Elon Musk has his way, it will. The electric-car maker's CEO said at a conference today in San..."
Tesla Sues Top Gear on Roadster Episode,30 Mar 2011,"Not sure how many of you remember this, considering the fact that it all went down over two years ago, but apparently Tesla still holds a grudge against the..."
2011 Tesla Roadster Sport Mega Gallery,20 Jan 2011,Recently our semi-captive hot shoe and photographer Joe Nuxoll got access to Tesla's facilities for some alone time with the 2011 Roadster Sport.
Getaround offers $25-per-hour Tesla rentals,24 Jan 2011,"If you're in the market for a cheap thrill, add Getaround.com to your list. The start-up car-sharing program lets members rent a fusion red Tesla Roadster..."
Tesla's Challenge: Build $30k Mainstream Electric Car by 2015,20 Jan 2011,Build a $30000 electric car in under four years. That's the promise made last night by Tesla CEO Elon Musk. Speaking at the Cleantech Investor Summit in...
The Road Ahead: A Tesla Car for the Masses?,11 Jan 2011,"Yesterday at the Detroit Auto Show, we sat down with Peter Rawlinson, Tesla's VP of engineering. We talked about the mercurial industry, his company's..."
Tesla beats expectations as revenue — and losses — grow,15 Feb 2011,"Palo Alto-based Tesla Motors announced fourth-quarter revenue Tuesday of $36.3 million, a 16 percent increase from the $31.2 million reported in the..."
Tesla Model S Alpha on the Road,19 Jan 2011,"The moment all Tesla fans have been waiting for is here, as the American electric car maker announced it had put the wheels of the first Model S,..."
Tesla Motors records $154.3M loss in 2010 - Drive,17 Feb 2011,"Tesla Motors records $154.3M loss in 2010. Tesla Motors recorded a $US51.4 million net loss in the fourth quarter of 2010, taking the fledgling EV company's..."
Tesla Sues the BBC and Top Gear for Libel Against the Roadster,30 Mar 2011,Tesla Motors announced yesterday that it has sued BBC's Top Gear TV show for “libel and malicious falsehood.” The American automaker's action refers to a.
Tegra For Tesla: 2012 Model S To Use Nvidia Graphics Tech,6 Jan 2011,Tesla have announced that the interior screen and instrument cluster will utilize two Nvidia Tegra chips. One of the chips will power the largest display ever...
Objects May Not be as Advertised: Tesla Model S Prototype Tour,3 Mar 2011,"Three years after it shipped its first production Roadsters, Tesla Motors is on the brink of launching its 2012 Model S luxury sedan."
"Elon Musk Says Super-Capacitors Not Batteries, Will Be Breakthrough For EVs",25 Mar 2011,"When Tesla's Elon Musk first came to Silicon Valley he was researching advanced, highly-energy-dense super-capacitors at Stanford."
347.2 Miles! Tesla Takes New Production Car Distance Record,7 Jan 2011,"Between the afternoon of December 31, 2010 and the end of January 1, 2011, Team VIN 1000 with drivers Cassey and Teagen and a supporting crew managed to cover..."
"Tesla Model S Update: Alpha Testing On Track, Deliveries Mid-2012",7 Mar 2011,The recent opening of a new Tesla store in Milan provided a forum for current Roadster owners to ask Elon Musk exactly what's going on with the Tesla Model...
2011 Tesla Roadster 2.5 Sport Road Test Review,14 Feb 2011,"TMR VERDICT | OVERALL RATING: 4/5. The Tesla Roadster 2.5 Sport combines excellent handling and immense acceleration with generous equipment levels, low..."
Watch Out Tesla: Porsche Tests Full-Electric Boxster E,15 Feb 2011,The three Boxster E's are currently just rolling laboratories for testing the propulsion technology and the infrastructure needed to maintain electric vehicles.
Tesla: Model S sales to begin in second quarter of 2012,10 Jan 2011,"Tesla Motors plans to begin delivering the Model S electric sedan in the second quarter of 2012 and expects to produce about 20000 units annually, th."
Tesla lets us peek in on Model S development,21 Mar 2011,"The flat, black unit houses around 7,000 lithium-ion cells and is mounted directly underneath the Model S. When Peter Rawlinson, Tesla's VP of Engineering,..."
Tesla Roadster Starts 3000-Kilometer Tour in Australia,16 Mar 2011,"The ""Oz Goes Electric"" tour is an event staged by Tesla Motors with the aim of allowing fans from Australia's eastern coast to get a closer look at the."
Tesla CEO: Super-capacitors Trump Electric Car Batteries.,24 Mar 2011,What has a small Canadian low-speed vehicle firm and Tesla CEO Elon Musk got in common? Supercapacitors. Just like Zenn and the troubled EEstor...
Video: 2012 Tesla Model S in Alpha-phase road testing,19 Jan 2011,"Tesla vehicle dynamicist, Graham Sutherland, said each new Alpha-phase Model S would feature improved and evolved driving dynamics."
2011 NAIAS: Tesla Roadster 2.5 [Live Photos],10 Jan 2011,"For the 2.5 incarnation of the model, Tesla chose to redesign the front fascia, adding revised grille opening, aerodynamic winglets, and extra vents ahead of..."
"Tesla Roadster 2.5 arrives in Australia; pricing starts at $206,188",18 Jan 2011,"Tesla Roadster 2.5 arrives in Australia; pricing starts at $206,188 ... Last Saturday, the Roadster 2.5 was displayed at First Fleet Park in Sydney, Australia,..."
"Rent A Tesla For $25/Hour, Just Plan Your Charging Carefully",24 Jan 2011,"At the recent Consumer Electronics Show (CES) in Las Vegas, Getaround showed off a Tesla Roadster Sport that it's offering for rental at $25 an hour. The owner..."
Toyota and Tesla alliance to produce rare-earth free electric motors,24 Jan 2011,"In a preemptive move, Tesla and Toyota are innovating their way around future rare-earth material shortages induced by threats of production cutbacks in..."
Why the Tesla Model S is more than Vaporware - Motor Trend,29 Mar 2011,"Though battery-electric cars have earned a bum rap in cold climates, the Model S has already been sent out for winter testing. Tesla stayed mum on the exact..."
BMW adopts Nvidia GPU for in-car displays,4 Jan 2011,Nvidia announces partnerships with BMW and Tesla to supply graphics chips for in-car infotainment systems.
RAV4 EV Not The Only Tesla-Powered SUV: 'Model X' Due 2014,8 Feb 2011,EV fans the world over have been getting excited about the prospect of Toyota's upcoming electric RAV4 model. The original RAV4 EV is still celebrated by...
Did Scientists Use Secret Tesla Tech to Make Rain in the Desert?,22 Jan 2011,"Although it's all pretty hush-hush, the way Meteo Systems' rain creation tech apparently works is by using arrays of up to twenty 30-foot metal towers …"
2011 Detroit Auto Show: 2013 Tesla Model S 'Body-In-White' Live Photos,10 Jan 2011,"The last we heard of Tesla's upcoming Model S all-electric sedan was that the car was in an 'Alpha' build stage, where akin to the software industry the..."
"2011 Tesla Roadster Review: Prices, Specs, and Photos",15 Feb 2011,"2011 Tesla Roadster Performance. The 2011 Tesla Roadster 2.5 offers both acceleration and handling that easily outdoes other sportscars, though it comes at a..."
"Detroit 2011: Tesla Shows Off Model S Running Gear, Structure",11 Jan 2011,"To prove that the Model S sedan isn't vaporware, Tesla rolled out a bare aluminum bodyshell at Cobo Hall, complete with all the car's running gear."
Tesla Fan Drives Epic Electric Car Trip To Prove BBC Wrong,12 Jan 2011,"Instead of charging just twice as with the Tesla, the BBC correspondent is charging 8 times, stopping for a few hours in some places and up to 8 in others."
Tesla Model S Alpha prototype built and rolling?,5 Jan 2011,2012 Tesla Model S – Click above for high-res image gallery.
2011 NAIAS: Tesla Model S [Live Photos],11 Jan 2011,"Joining the 2011 Roadster 2.5 model at this year's NAIAS event in Detroit is the Tesla Model S, a car that has yet to be officially launched,..."
Drive like Leonardo DiCaprio for $180555,3 Feb 2011,"For the Tesla Roadster and the celebs who love it, it's easy to be a zero emission hero."
Mini E Tortoise Caught By Tesla Roadster Hare On 500-mile U.K. Trip,17 Jan 2011,"According to the automaker, the Mini E's range is roughly 100 miles, but driving habits, traffic conditions, and ambient temperatures can have an effect on that..."
Tesla to release a Model S with 300-mile range,7 Mar 2011,Tesla to release a Model S with 300-mile range.
Now Free With Every Tesla: Tempting Tangerine Tutu,4 Feb 2011,Here's a task for you. Think of the most unusual thing you're likely to see in a Tesla dealership. Whichever strange and bizarre places your imagination...
"Top-end Tesla Model S will cost $77,000; 5,000 units in all trim levels planned for 2012",8 Mar 2011,"Tesla Model S – Click above for high-res image gallery Tesla recently held a celebration in honor of its newest store, located in Milan, Italy. A."
"Meet the Artega SE, Germany's Answer to the Tesla Roadster",8 Mar 2011,"The world of electric sports cars may soon welcome a new member; the Artega SE. Revealed in pre-production form at the Geneva, the 'electrified' version."
Tesla Opens Store Next to the White House,14 Feb 2011,"Tesla Motors joins a select group of carmakers with dealerships close to the White House, as the company recently opened its showroom in Washington,..."
Tesla Boy sets its sight on the West,20 Jan 2011,"From Moscow to the Midwest, everyone seems to be talking about Tesla Boy. Stateside, the gossip is more whispers than shouts, but an increasingly buzzing..."
The first production Tesla Model S the most expensive,10 Mar 2011,"Tesla has stated that when production of the Model S will start at the automaker's California plant, the first 1,000 units produced will be Signature Series..."
"Elon Musk: all cars sold in 2030 will be electric, boogie woogie woogie optional",24 Jan 2011,"Apparently when Elon Musk was talking last week at the Cleantech Investors Summit, the Tesla CEO's prognosticating extended far past 2015."
NVIDIA Tegra to Power Tesla Model S Infotainment,10 Jan 2011,NVIDIA Tegra to Power Tesla Model S Infotainment.
Tesla Model S illuminates aluminum-body structure at 2011 Detroit Auto Show,14 Jan 2011,"There is more to the Tesla at the 2011 Detroit Auto Show than just a bunch of lithium-ion battery packs and a pretty fascia. Under the skin, the design of..."
NVIDIA Announces CUDA 4.0,28 Feb 2011,The last time we discussed CUDA and Tesla in depth was in September of 2010. At the time NVIDIA had just recently launched their lineup of Fermi-powered...
2011 Tesla Roadster starts longest EV trip in Australia,16 Mar 2011,"In October 2009, Australia's first Tesla owner, Simon Hackett, broke the record for the furthest distance travelled by an EV on a single charge. With a light..."
"Detroit 2011: Tesla Model S ""alpha build"" prototype explodes the secrets of electric vehicle engineering",10 Jan 2011,"Detroit 2011: Tesla Model S ""alpha build"" prototype explodes the secrets of electric vehicle engineering ... The prototype was gussied up a bit for the show floor..."
Nvidia Supplying Graphics Components for BMW and Tesla,5 Jan 2011,Nvidia chips will power the iDrive system in all next-generation BMW and Mini vehicles. Nvidia already supplies the graphics processing unit (GPU) for a number...
"Batteries are not the future of green cars, says smartest guy in room",25 Mar 2011,"Elon Musk is a dizzyingly accomplished badass as well as a quirky workaholic, which makes him kind of like Nikola Tesla minus the full-contact pigeon..."
The Artega SE enters the electric sports car arena,23 Mar 2011,"(PhysOrg.com) -- When most of us think electric sports car, one name comes to mind, the Tesla Roadster, which has enjoyed some solo time in this category,..."
Are electric vehicles treated unfairly by the car press?,21 Jan 2011,"Are the critics justified in their often negative perceptions of electric vehicles or do these cars, particularly in their formative stages of their..."
Tesla Roadster: Exclusive test drive of Quebec's first electric sports car,3 Feb 2011,"Pierre Séguin, the first person to own a Tesla in Quebec and thus a pioneer of electric sports cars, took Highway 15 back to Montreal with more than enough..."
"Tour at Wardenclyffe, Tesla's Long Island Laboratory « Adafruit Industries – Makers, hackers, artists, designers and ...",25 Mar 2011,"For any folks who might be interested, there is a tour being planned on April 9th out to Tesla's Wardenclyffe laboratory on Long Island."
2011 Tesla Roadster 2.5 on sale in Australia - Drive,13 Jan 2011,"2011 Tesla Roadster 2.5 on sale in Australia. Electric supercar manufacturer Tesla Motors has launched its Tesla Roadster 2.5 in Australia, making it officially..."
First Production Ready Tesla Model S at CES 2011,10 Jan 2011,"The CES 2011 is the world's largest consumer technology tradeshow held in Las Vegas, USA. US car builder Tesla showed a production ready Tesla Model S at..."
"Tesla Model S US Prices Start at $ 57,000",9 Mar 2011,"Ever since the production ready Tesla Model S was shown at CES 2011 in January, we were awaiting the news on the first deliveries taking place."
