Headlines,Dates,Descriptions
"Aisha Tyler's eco-friendly Tesla 'works on angels, tears and magic'",17 Oct 2013,"Aisha Tyler's eco-friendly Tesla 'works on angels, tears and magic' ... This article was published more than 10 years ago. Some information may no longer be..."
Tesla stock dives on Irvine garage fire,20 Dec 2013,"Tesla Motors, already under review by U.S. regulators for battery-related fires, lost $889 million in stock value Thursday after news reports circulated..."
Tesla Model S caught fire after driver crashed into concrete wall at high speed,28 Oct 2013,Tesla Model S caught fire after driver crashed into concrete wall at high speed Back to video ... Photos and video of the crash show the car's front end smashed...
Tesla Model S burns in Seattle,2 Oct 2013,A Tesla Model S caught on fire Tuesday morning in Seattle. The electric-vehicle manufacturer told Bloomberg that the Model S “collided with a large me.
Latest Tesla fire caused by running over a metal object,8 Nov 2013,Latest Tesla fire caused by running over a metal object ... A fire in a Tesla Model S in Tennessee this week was caused by the car running over a metal object.
GM EV1 & Tesla Model S: Looking At 20 Years Of Electric Cars,9 Oct 2013,"The most visible improvements since the EV1's day, Sexton said, have been in vehicle technology. All cars, including plug-in electric vehicles, are ""quieter and..."
Why the Big Freak-Out Over That 31-Second Flaming-Tesla Video Is Dumb,3 Oct 2013,"Tesla stock is taking a hit in the wake of a viral video of its Model S on fire, but an analyst's downgrade is obviously a factor too."
Tesla Model S FobPocket Key Holder Review,10 Oct 2013,"Our initial impression of the Classic FobPocket was that it was a nifty little product that served its purpose well, and while doing it all in style. Our..."
"Third Tesla Model S Burns, Driver Says Car Saved His Life [Updated]",12 Nov 2013,"The adjacent images show a Tesla Model S on fire on the side of the highway. The photos showed up on the Tesla forums, being brought to our attention by..."
Tesla Model S Tops 130 MPH On The Autobahn: Video,5 Nov 2013,"There are very few places you can safely test the top speed of modern vehicles, and even fewer where it's legal to do so--but some sections of Germany's..."
Will Tesla Design New Vehicles In Time To Prevent More Devastating Battery Fires? (NASDAQ:TSLA),6 Oct 2013,"Editor's note: Following several disputes on the author's characterization of the recent Tesla battery fire as an 'explosion', we have removed the term from..."
Tesla Motors accident: Hot metal burns three workers at Fremont auto plant,13 Nov 2013,The incident at the factory on Fremont Boulevard near Interstate 880 was initially reported to be a fire at 11:55 a.m. But a Fremont Fire Department spokesman...
Exclusive from Project 100: Tesla Is Building a Supercharger in Downtown Las Vegas,19 Dec 2013,"Last week, Las Vegas resident and Project 100 founder Zach Ware teased a photo of parts of a Tesla supercharger charging station with the caption."
Tesla to open store at Mission Viejo mall,6 Dec 2013,"Tesla Motors, a Palo Alto-based maker of all-electric cars, is set to open a 2894-square-foot retail store at The Shops at Mission Viejo by the end of this..."
Tesla shares drop after 3Q results miss expectations,6 Nov 2013,Tesla Motors' high-flying stock tumbled 12 per cent in after-hours trading Tuesday after the electric car maker's third-quarter results fell short of...
Tesla Model S has highest customer satisfaction score seen in years for cars,23 Nov 2013,Tesla Model S's customer satisfaction is some of the highest Consumer Reports “has seen in years”–with an owner satisfaction score of 99 out of 100.
Cadillac's plug-in ELR priced higher than Tesla,11 Oct 2013,Cadillac's plug-in ELR priced higher than Tesla ... Cadillac has priced its new ELR extended-range electric coupe at more than twice the price of Chevrolet Volt...
Tesla CEO says fire that destroyed electric car on video was caused by metal impaling battery,5 Oct 2013,The CEO of electric car company Tesla said Friday that a battery in a Model S that caught fire this week was apparently impaled by a metal object.
Tesla Model S launched in the UK,14 Nov 2013,"Tesla has opened a new dealership in London, and has announced its to sell the Model S hybrid saloon next year. Details, pictures and UK pricing here."
Tesla Billionaire Elon Musk's New $6.75 Million Ranch Home,5 Nov 2013,Billionaire mogul Elon Musk buys new $6.75 million ranch home.
More George Clooney Esquire Interview Fallout: Tesla Honcho Elon Musk Annoyed by Actor's Diss - E! Online,13 Nov 2013,Billionaire CEO of Tesla Motors tweets his ire at the actor's not-so-rave review of the electric sports car in the controversial magazine profile.
Tesla Model S Catches Fire on the Road,3 Oct 2013,"Little is known about what actually triggered the crash, but a statement from Tesla says the four-door sedan “collided with a large metallic object in the..."
Who Invented the Internet?,18 Dec 2013,"As you might expect for a technology so expansive and ever-changing, it is impossible to credit the invention of the internet to a single person."
"Yes, A Tesla Model S Can Hit 132 MPH On The Autobahn (Video)",5 Nov 2013,The answer is a fairly comfortable 212 kilometers per hour--or 132 mph in old money. Tesla itself quotes a top speed of 130 mph for the Model S Performance (125...
Tesla Battery-Infused Carbon Fiber Body Panels?,28 Dec 2013,Next generation Tesla battery-infused carbon fiber body panels to employ nanotechnology for increased battery power density and reduced charge times.
The Tesla Model S is a European Top-Seller,11 Dec 2013,"After seeing its sales exceed those of many popular German cars in North America, the Tesla Model S is now the most popular rear-wheel drive electric car in..."
"Elon Musk buys 007's underwater car, and wants to make it work",18 Oct 2013,"Movie memorabilia can collect some steep premiums, so when a mystery buyer shelled out close to $1 million for the Lotus-based submarine from the 1970s-era..."
Modifications Tesla Model S owners are doing will surprise you,17 Dec 2013,The color is matte blue aluminum from Arlon. The sweetest effect is obviously the two-tone appearance given to the car by the TESLA decal in black and the...
Tesla Model S catches fire; CEO maintains electric cars are safe,17 Oct 2013,Tesla Model S catches fire; CEO maintains electric cars are safe. Teslaonfire. A Tesla Model S caught fire on a highway in the US city of Seattle recently after...
Tesla Model S Screen Cleaning Kit Review,30 Nov 2013,"Griffin Technology TotalClean Touchscreen Cleaning Kit · 1 x Removable sponge wrapped in soft, lintless microfiber · 1 x 20 ml screen solution in a fine mist..."
Tesla CEO Elon Musk is Fortune's Business Person of the Year,21 Nov 2013,"(New York, November 21, 2013) – Today, FORTUNE reveals its annual choice for Businessperson of the Year and names Elon Musk, CEO of Tesla Motors and SpaceX and..."
Tesla Chief Designer: creating a car from the ground up,8 Nov 2013,"A video interview with Tesla Motors Chief Designer Franz von Holzhausen, who explains how the company created the Model S without any previous design..."
It Has Happened: Tesla Model S Catches Fire,3 Oct 2013,For months no-one thought Tesla's Model S had any faults. It scored top ratings from just about every major...
IBM to use Nvidia Tesla GPUs on Power servers,18 Nov 2013,IBM Corp. said it will be using the Tesla graphic processing unit (GPU) chips made by Nvidia Corp in its Power System servers starting next year.
"Life With Tesla Model S: Even After Update, Vampire Draw Remains",25 Nov 2013,"Tesla made no claims about how much energy would be saved, but one electric-car news site, without citing its sources, put the vampire reduction at 50 to 75..."
Tesla image at stake in U.S. safety probe,21 Nov 2013,Government safety officials in the U.S. are investigating perhaps the hottest electric vehicle on the market right now - the Tesla Model S - after three...
Porsche's new Panamera S Plug-in hybrid compared to the Tesla Model S,12 Oct 2013,"The gas engine is designed to switch on if you accelerate more than a certain amount. As you depress the accelerator, it gets slightly harder to push just..."
Driving Tesla’s survival through tough times,12 Nov 2013,"These are trying times for Tesla Motors. Its third-quarter sales and revenue disappointed the markets, causing a sell-off in its high-flying stock."
Can Elon Musk's Cousin Do for Solar Power What Tesla Has Done for Cars? – Mother Jones,6 Nov 2013,"Rive had always looked up to Musk, his eldest cousin, billionaire co-founder of PayPal, SpaceX, and Tesla. Unlike Musk, Rive is not an inventor or a..."
Tesla Picks AT&T for In-Car Wireless Service,17 Oct 2013,"According to AT&T, Tesla will use its network ""to enable two-way vehicle communications, remote engine diagnostics, and infotainment features"" for all its..."
Beyond Tesla and Edison: Other Luminaries from the Age of Electricity,6 Dec 2013,"Two weeks ago, Energy.gov hosted a Tesla vs. Edison showdown. And while Nikola Tesla and Thomas Edison have captured the public's imagination — and come to..."
Tesla Model X: SUV pricing details revealed,5 Nov 2013,"Tesla says it is accepting a $6000 deposit for the standard Model X, and a $40,000 deposit for the higher-spec Model X Signature."
Gtech AirRam cordless vacuum: The Tesla of vacuum cleaners?,27 Nov 2013,The dust is compacted into tidy little blocks that are easy to remove. And the lack of a hose and bag make the handle surprisingly light and agile. It twists...
Tesla Model S Winter Driving Across Norway Review,27 Dec 2013,An owner's video review of how the Tesla Model S handles in the snow and ice conditions of Norway. Tesla Model S winter driving dynamics put to the test.
California town considers Tesla S for their new police car,8 Nov 2013,"More than one in ten residents of Atherton California already drive Teslas, so it seems only logical that the town is considering the EV for police duty."
Tesla Offers Free Autobahn Tuning to German Model S Owners,23 Oct 2013,Tesla Model S owners in Germany will be better equipped to explore the car's limits with free high-speed tuning for autobahn driving.
Tesla Pickup Truck… Because 'Merica,13 Dec 2013,"It's easy to dismiss it at just another crazy idea that will never work in the real world, but we did that with the Model S and we were totally wrong."
Tesla S - a car that represents a milestone between new and old,19 Oct 2013,The Tesla S will forever be a landmark between the new and the old. He shook the automotive world so much that it will never be the same again.
Apple co-founder buys a Tesla Motors Model S,3 Nov 2013,Apple co-founder and Silicon Valley luminary Steve Wozniak picked up his own Tesla Motors Model S electric luxury sedan Thursday. His Model S ownership...
Ashton Kutcher Gets a Tesla Model S,19 Oct 2013,"The man who recently played Steve Jobs on the big screen is no technology slouch in real life. Therefore, i..."
What's this Google driverless car doing at Tesla's Fremont plant?,25 Oct 2013,"Click to enlarge. If I'm not mistaken, that's a Google driverless car parked out in front of Tesla's Fremont Factory. Sure, you'd like to think that Tesla..."
Now you can drive your Tesla from San Diego to Vancouver — for free,29 Oct 2013,"The corridor of Tesla Supercharger DC fast-charging stations along Interstate 5 from San Diego, California, to Vancouver, Canada, is now complete."
A Tesla Model S catches fire after a crash. So what?,7 Oct 2013,A fire caused by the impact began in the front battery module – the battery pack has a total of 16 modules – but was contained to the front section of the car...
"Oh, Cartman…South Park Fist-Bumps Tesla Model S Calling it's Throttle 'The P…Y Pedal'",11 Oct 2013,"There's nothing in particular that they link to, though, and the only use of derogatory terms is calling the car's throttle the 'pussy pedal' – its logo has..."
Easton gets Ohio's first Tesla store,28 Nov 2013,"Tesla Motors has chosen Easton for its first store in Ohio, opening on Dec. 6."
"Atherton, CA town manager would love to see Tesla Model S police cars",8 Nov 2013,"Atherton, CA town manager would love to see Tesla Model S police cars ... It is a bit of a stretch but interesting note on story about the rich village of..."
Mel Gibson apes Tesla's Elon Musk in 'Machete Kills',9 Oct 2013,Mel Gibson apes Tesla's Elon Musk in 'Machete Kills' ... Mel Gibson has discovered the perks that go with portraying an eccentric billionaire modeled on Tesla...
BMW i3 Meets Tesla Model S in Gas Station,2 Dec 2013,"However, this actually happened as you can see, thanks to a funny twitter picture posted by the Chargelocator team, captured in a Shell station somewhere in..."
Tesla shows off Model X SUV,14 Oct 2013,"The car has a base price of $69,900 to $79,900 before tax credits, depending on the battery pack. “It's the first expensive car we've ever bought,” said..."
The real reason Tesla needs to worry about Model S fires has nothing to do with the car,8 Nov 2013,In the world of automobile manufacturing a bad reputation can cost a company billions. Tesla Motors being technically right or wrong doesn't matter at all.
BMW sees no rival in Tesla as it readies plug-in i8,19 Aug 2013,Bayerische Motoren Werke AG (BMW)'s rechargeable i8 sports car is entering a soon-to-be-crowded field of supercars with a hint of green.
"Tesla, electric, hybrid cars at Frankfurt 2013 Motor Show |<!-- ab 17249615 -->Motoring<!-- ae 17249615 -->",12 Sept 2013,"Information and news about China's auto makers, Chinese made cars, auto industry policies, global automobile quality reports, videos and photos about..."
What Happens When A Tesla Car Crashes?,19 Sept 2013,"What Happens When A Tesla Car Crashes? · No fires, period. None. · The roadsters fall apart. Perhaps 20-30% or more of the roadsters have to go through a..."
How Tesla Is Driving Electric Car Innovation,7 Aug 2013,That's where Tesla hopes to make a difference. The company's innovative battery and charging technology has given it a substantial lead in making batteries...
Why men love their Tesla Model S electric cars,2 Sept 2013,"Why men love their Tesla Model S electric cars ... The Tesla Model S has won accolades from all corners, but it's especially popular with male buyers. Why is that..."
Why Everybody Loves Tesla,18 Jul 2013,"Tesla's ambition isn't merely to win the title of hottest car in Silicon Valley, it's to simultaneously become the next Ford Motor and ExxonMobil—to be a..."
Tesla's road to China,16 Aug 2013,"Apart from weak brand recognition of Tesla in China, a lack of infrastructure such as charging facilities will also push potential customers for electric cars..."
Tesla And The History Of Electric Cars,27 Aug 2013,Now we're seeing a much more aggressive attempt to normalize the electric car. ... Tesla Motors' Model S evokes a classy getaway car that laughs in the face of...
The young and rich snapping up Tesla's Model S,19 Aug 2013,"Tesla sells the Model S to a much higher percentage of men and those buyers are, on average, younger and wealthier."
Tesla founder reveals Hyperloop amid hoopla,12 Aug 2013,"The Hyperloop would consist of a low-pressure tube in which pods containing passengers or even cars would float on an air cushion, according to specifications..."
The Tesla Model S Is So Safe It Broke the Crash-Testing Gear,20 Aug 2013,"The Tesla Model S may be the safest vehicle ever tested by the Feds. So safe, in fact, that according to the automaker, the all-electric sedan broke the..."
"Ford, Tesla push first-half battery car growth rate",8 Jul 2013,Ford Motor's expansion of hybrid and plug-in models and demand for Tesla Motors's luxury battery sedans helped U.S. first-half sales of electric-drive cars...
"With The Tesla Model S, Elon Musk Has Created A Nice Fossil Fuel Car",21 Aug 2013,"Here, he is repeating the gospel of Tesla founder Elon Musk, a vocal supporter of fossil fuels restrictions who says the Tesla will ”help expedite the move from..."
Chinese Man Holds Tesla Trademark,23 Aug 2013,A Chinese website with the Tesla trademark features a car that looks nothing like the Model S.
Tesla to Join Listing of Nasdaq 100 Biggest Companies,10 Jul 2013,Tesla continues to ride good news as it will join a listing of the 100 largest nonfinancial companies on the Nasdaq.
Tesla CEO unveils Hyperloop: the solar-powered high-speed train of the future,13 Aug 2013,"After much anticipation, Tesla's Elon Musk reveals plans for the Hyperloop - a fast, sustainable and cost-efficient train system without rails yet topped with..."
A Manufacturing Lesson From Tesla Motors,8 Aug 2013,"The rise of Tesla Motors is as much about tech innovation as it is about manufacturing excellence, something that Tesla is trying to improve and serves as a..."
Tesla's China Move Means Model S Changes,8 Aug 2013,"To sell its premium sedan in China, Tesla has to change to backseat to appeal to owners whose chauffeurs take the wheel."
Elon Musk: Tired but optimistic about Tesla's future,21 Aug 2013,"""I'm often tired,"" said Musk. ""I think I get far too much credit for the success of Tesla. The reason that we've been successful here is because we have a team..."
Are Electric Cars Really That Polluting?,21 Jul 2013,"Not particularly, but debate has erupted lately that maybe they are. A major determining factor is the energy we use to mine the iron, lithium (Li) and rare..."
TESLA: Tesla Model S Achieves Best Safety Rating of Any Car Ever Tested,20 Aug 2013,"Sets New NHTSA Vehicle Safety Score Record ... Palo Alto, CA — Independent testing by the National Highway Traffic Safety Administration (NHTSA) has awarded the..."
UPDATE: Tesla roof so strong it broke crush-test machine,20 Aug 2013,"As crash-test boasts go, Tesla is claiming a good one: The roof of its Model S electric sedan is apparently so strong that it broke a testing machine during its..."
Tesla Is Now Worth $20 Billion,27 Aug 2013,"And just like that, Tesla Motors sports a $20 billion market value."
How Luxury Brands Can Deal With China's Infamous 'Trademark Trolls',13 Aug 2013,"Tesla's debut in the China market has reportedly been delayed by a company holding onto its name, but the automaker can look to other brands that have been..."
Tesla Model S Scores Better Than Perfect On Safety Tests,20 Aug 2013,"Now, the National Highway Traffic Safety Administration loves it, because it can withstand a hit like no other car they've seen. The Tesla Model S scored five..."
Tesla Motors Announces Plan For Automated Driving,18 Sept 2013,"Elon Musk is no stranger to taking science fiction ideas and turning them into reality. Now, he's tasking his company Tesla Motors with another ambitious..."
"Tesla's Model S perfect for safety, but how about sales?",26 Aug 2013,"SAN FRANCISCO — Investors have so far valued Tesla Motors like a technology company, rather than an automaker, based on its market capitalization."
8 Things You Didn't Know About Nikola Tesla,10 Jul 2013,"He was born in a lightning storm 158 years ago, and once shook the poop out of Mark Twain. Inventor, visionary, futurist and terrified of germs, he is."
Tesla stock is pedal to the metal on earnings news,8 Aug 2013,Electric-car maker Tesla's stock hit an all-time high in the wake of a surprisingly positive earnings report after Wednesday's market close.
Tesla shares soar on earnings surprise,7 Aug 2013,Tesla Motors shares put the pedal to the metal on Wednesday in after-hours trading following results that show the company's revenue is growing better than...
Inside The Tesla Factory,7 Aug 2013,"Go Inside The Factory Where Robots Build The Tesla Model S · To create a Model S, Tesla starts out with 50 to 60 coils of various types of aluminum, with each..."
"How green is a Tesla, really?",9 Sept 2013,"Nationally, the grid is roughly 40 percent coal, 25 percent natural gas, 20 percent nuclear power, and about 10 percent renewable sources, led by..."
Peek Inside Tesla's Robotic Factory,16 Jul 2013,"The automaker brings in raw materials by the truckload, including the massive rolls of aluminum that are bent, pressed, and formed to create the car. Those..."
How Tesla Motors Builds One of the World's Safest Cars [Video],23 Sept 2013,"Despite its lightweight metal body, the Tesla Model S electric vehicle earned the highest automobile safety rating in North America."
Report: Tesla China entry held up by trademark squatter,23 Aug 2013,Report: Tesla China entry held up by trademark squatter · Chinese businessman claims rights to trademark in China · Registered name the in 2006 in Chinese and...
One college student rides the Tesla stock wave,23 Aug 2013,"A college student made an initial investment a year ago, but instead of pocketing a huge profit, he re-invested the money into Tesla call options."
Who Is Tesla Named For?,8 Aug 2013,"It's an homage to Nikola Tesla (1856-1943), the Serbian inventor and engineer who created the induction motor and alternating-current (AC) power transmission."
Tesla patent describes hybrid battery pack system for EVs,23 Sept 2013,(Phys.org) —A Tesla Motors patent application filed earlier this year shows the company's interest in a hybrid battery pack using lithium ion and metal-air...
Elon Musk to Drive a Tesla Across the U.S. — But the Superchargers Have to Come First,5 Sept 2013,Elon Musk is planning to drive from Los Angeles to New York using only a Model S and Tesla Superchargers. But he'll have to wait until the end of the year...
"Retail Investors Are Rushing Into Tesla, While The Smart Money Is Backing Off",29 Sept 2013,"However, a forgiving market with crazy liquidity (thanks to Fed's infinite QE), investors just blew GS off and the stock's never looked back. Now the latest..."
Tesla Buys Test Track Next To Fremont Factory,19 Jul 2013,"The 35-acre plot contains more than half of a road test track built by GM and Toyota during NUMMI's tenure, reports the Silicon Valley Business Journal. The..."
Serbian president unveils Nikola Tesla monument in New York,24 Sept 2013,"Serbian president unveils Nikola Tesla monument in New York ... The president of Serbia unveiled a monument to Nikola Tesla in New York state on Monday, marking..."
What to Expect From Tesla Shares After Joining QQQ (TSLA),10 Jul 2013,Tesla will join the NASDAQ-100 and the NASDAQ-100 Equal Weight Index ( NDXE ) on July 15 making the stock eligible for inclusion in ETFs such as the PowerShares...
Three things that could slow down Tesla,22 Aug 2013,"Musk admited Tesla has, at times, had to slow the Model S assembly line. Still, it's been able to raise production of the electric car to 500 per week."
Automobiles: Electric shock,4 Sept 2013,Tesla has stolen a march on rival electric car makers but can it make the vehicle affordable?
Tesla Motors earns $26 million in the 2nd quarter -- thanks to the government,8 Aug 2013,"Tesla's modest first-quarter profit relied on $68 million from zero-emission-vehicle (ZEV) credits it sold to other, less environmentally friendly car companies..."
Agency Pushes Back on Tesla 5.4 Star Safety Rating Claim,21 Aug 2013,The National Highway Traffic Safety Administration (NHTSA) bristled when Tesla Motors said that the Model S car had a crash test rating greater than five...
Elon Musk tweets invite to work on Tesla's self-driving Model S,19 Sept 2013,"Elon Musk tweets invite to work on Tesla's self-driving Model S · Tesla chief executive Elon Musk is in a word, ambitious. · Tesla's self-driving feature will..."
Tesla moves ahead from Google in race to build self-driving cars,18 Sept 2013,"Robot cars that can take over most of the driving from their human handlers will be ready for the road within three years, according to Elon Musk,..."
BAML: Tesla Is Hugely Overrated,8 Jul 2013,"70% reach peak volume within the first 8 quarters of launch. In other words, if Tesla's vehicles follow a pattern similar to the industry norm, volumes could..."
Tesla's boasts about its safety test doubted,23 Aug 2013,"""When we did the roof crush test, it got to four times the weight of the car, and then the machine broke,"" Musk told CBS. ""So, literally the thing that is..."
Tesla founder hits road with family to debunk 'range anxiety',8 Sept 2013,Tesla founder hits road with family to debunk 'range anxiety'.
Tesla shares slammed on Goldman's low price target,16 Jul 2013,Potentially more troublesome for investors worried about a selloff in Tesla shares is the worst case scenario outlined by Goldman analyst Patrick Archambault.
Five Facts About Tesla & Electric Cars That May Surprise You,19 Sept 2013,"They are far cooler, produce very little waste heat and have almost no vibration... a much more electronics friendly under-hood environment contributing to the..."
Tesla Announces Plans to Develop a Self-Driving Car by 2016,18 Sept 2013,Tesla is reportedly hard at work on new technology that would lead to the release of a self-driving car within the next three years.
What Will Ride On Nasdaq 100 Index Get Tesla Motors?,9 Jul 2013,"Luxury electric car maker Tesla Motors (TSLA), which touched a new 52-week high in the stock market today, will mark another milestone on Monday."
10 Hedge Funds With Tesla Motors Stakes,8 Aug 2013,"The 10 Hedge Funds With The Biggest Stake In Tesla Motors · Cupps Capital Management (568,513 shares or a 0.48% stake) · Ecofin Ltd (442,597 shares or 0.37%..."
Tesla Model S Earns Highest Safety Rating Ever From US Agency,19 Aug 2013,"The Tesla Model S earned a 5-star safety rating, both overall and in each individual category, from the National Highway Traffic Safety Administration..."
Why Tesla is focused on oil-rich Norway as it expands beyond the US,30 Aug 2013,Tesla is uniquely placed to take advantage of Norway's market. It appeals to Norwegian drivers for several reasons. The Model S's stylish design and superb...
Tesla Bulls Are Furious About An NYU Finance Professor's Blog Post,6 Sept 2013,"""I stand behind my judgment of value for Tesla in the my last post, but all I would take out of that valuation is that I would not buy Tesla at today's price."
Tesla: We'll Never Make a Hybrid,21 Aug 2013,Tesla board member Steve Juvetson tells Fox Business Network that the company has no plans to make a hybrid and will offer free battery top-offs at its...
Tesla's feat of (financial) engineering,21 Sept 2013,"It holds a 0.34 percent stake of Tesla stock, down from 0.66 percent earlier this year. It also underwrote Tesla's stock offerings and has extended $275 million..."
Tesla CEO Elon Musk announces he will drive cross-country in a Model S with his family,5 Sept 2013,"On Thursday, Musk announced on his Twitter account that later this year he'll be taking his family on a six-day, cross-country trip in one of his company's..."
Tesla Shares Get A Charge Out Of Another Surprise Profit,7 Aug 2013,"In May, the electric carmaker reported a surprise quarterly profit that stunned investors anticipating another loss. That news sent shares on a steep climb..."
"Tesla's Elon Musk goes 'Iron Man' with in-thin-air, gestural design process",24 Aug 2013,"The Tesla Motors/SpaceX CEO and all-around mad scientist tweets that he and his team have figured out how to design rocket parts in midair, with hand..."
Inside Tesla’s Supercharger Partner Program: The Costs And Commitments Of Electrifying Road Transport,26 Jul 2013,"The cost for Tesla is between $100,000 and $175,000 depending on the station, and a lot of those come from the permanent modifications needed at the site to..."
Apple's Steve Jobs vs. Tesla's Elon Musk,29 Aug 2013,"Both operated many crossover companies. Steve Jobs founded Apple Company. After a power struggle with the board of directors in 1985, Jobs left Apple and..."
Tesla co-founder gets $4.3m for SUV work-in-progress,11 Aug 2013,"Elon Musk, the billionaire co- founder of Tesla Motors Inc., received $4.3 million in stock-based pay for work on the Model X sport-utility vehicle that the..."
Tesla readies mass-market Model E while other EV makers tread water,27 Aug 2013,Look for an economy ($30000) compact EV as Tesla moves to a fuller line. No one gets huge selling only $70K cars.
Tesla success helps push green car program back in gear,28 Aug 2013,You can't argue with success. Tesla developed an electric car and paid back a nearly half billion dollar loan nine years early.
"Tesla Model S Is Safest Car Ever Tested, Sets New Safety Records (Tesla Releases More Info)",20 Aug 2013,"Palo Alto, CA — Independent testing by the National Highway Traffic Safety Administration (NHTSA) has awarded the Tesla Model S a 5-star safety rating, not just..."
Tesla readies mass-market Model E while other EV makers tread water,27 Aug 2013,Look for an economy ($30000) compact EV as Tesla moves to a fuller line. No one gets huge selling only $70K cars.
Tesla success helps push green car program back in gear,28 Aug 2013,You can't argue with success. Tesla developed an electric car and paid back a nearly half billion dollar loan nine years early.
Video: Tesla Model S Crash Testing,9 Aug 2013,"Another coup for Tesla: The 2013 Model S has earned a perfect, five-star safety rating in crash testing."
Tesla Stock Added to NASDAQ 100 Index,9 Jul 2013,"Tuesday morning, Tesla received another stamp of approval. Nasdaq announced it would add Tesla to the Nasdaq 100 index, which is composed of many of the largest..."
Tesla begins selling the Model S in China,22 Aug 2013,"Tesla begins selling the Model S in China ... Tesla has officially entered the Chinese auto market. ""As of now, TESLA Model S reservations are being accepted,""..."
Tesla self-driving car: Is this Elon Musk's first big mistake?,18 Sept 2013,Automating the driving could make them even safer and more efficient. And while Google and other companies are working on cars that require no human...
Life With Tesla Model S: Three Days Of Service Nirvana,4 Sept 2013,"What can I say? I'm not a flashy guy. I was also delighted with the service results: a new key fob, a new..."
MVP picks Tesla sedan to promote e-vehicle use,1 Aug 2013,"Business magnate Manuel V. Pangilinan has purchased a P9-million Tesla model S electric vehicle (EV), the first luxury sedan of its kind in the country,..."
BMW sees no rival in Tesla as it readies plug-in i8 supercar,20 Aug 2013,BMW sees no rival in Tesla as it readies plug-in i8 supercar ... BMW will show a production version of the plug-in hybrid i8 coupe at the Frankfurt auto show next...
Tesla Model S: the safest car in the world?,20 Aug 2013,The Tesla Model S electric car has earned the best safety rating ever in American tests.
Elon Musk to Drive Cross-Country in a Tesla Model S,5 Sept 2013,"Can he prove that his car's worth the sticker price? ... In May, Elon Musk said he was planning a cross-country road trip in a Model S with his five young sons,..."
"Tesla Model S rocks safety tests, gets highest possible score",20 Aug 2013,"Tesla Model S rocks safety tests, gets highest possible score · The sexiest car on the market has now officially been deemed the safest. The National Highway..."
Prius or Tesla? Hybrids leave design dogma in the dust,25 Jul 2013,The dedicated hybrid platform now accommodates five passengers and features a wedge-shape that many say resembles that of the early Prius. Insight also has one...
Tesla Ups Prices On Some 2013 Model S Options,6 Aug 2013,"Tesla's all-electric Model S sedan is starting to gain traction in the market, with the company recently proclaiming that production of the car had..."
The Jaguar F-Type vs. Tesla S: Amazingly Alike,29 Jul 2013,"These are amazing cars but for different reasons. The F-Type is all about performance and fun, while the Tesla is far more practical. The F-Type combines the..."
Elon Musk will take a Tesla on a coast-to-coast road trip in 6 days,6 Sept 2013,"Earlier this year, Tesla Motors founder and CEO announced his intentions for a cross-country Tesla Model S road trip."
Elon Musk says Tesla's self-driving cars will still require a human driver,17 Sept 2013,"The CEO tells the FT that he believes autonomous Teslas will be able to operate largely, but not completely, on their own. ""We should be able to do 90 percent..."
Why Men Love Their Tesla Model S Electric Cars,30 Aug 2013,"A new study finds that Tesla has more male owners than other plug-in nameplates, and that those owners love their cars. Why? Because they have a need for..."
Life With Tesla Model S: Owner's Report After 5000 Miles,9 Aug 2013,It's now been more than five months and 5000 miles since I took delivery of my 2013 Tesla Model S. The four-year wait after I put down my deposit in 2009...
Tesla Wants To Eliminate Side Mirrors,25 Aug 2013,"Some estimates say that by just getting rid of side mirrors, aerodynamics could improve as much as 5% overall. Cars like the Volkswagen XL1 have also eliminated..."
Elon Musk Laughs At BMW i3 [Audio],7 Aug 2013,"During Tesla's earnings call, Elon Musk laughs when asked for his thoughts on BMW's i3. [Audio]"
Tesla Model S receives top marks in NHTSA safety testing,21 Aug 2013,"With glowing reviews and positive sales, Tesla's Model S seems to be on a roll in 2013. Now the EV has joined the 1 percent of vehicles to have achieved a..."
New biography of Nikola Tesla; Explore the night sky at Capital Astronomers event,8 Jul 2013,"New biography of Nikola Tesla; Explore the night sky at Capital Astronomers event · Starry, starry night, all month long “Exploring the Sky,”July 13 in Rock..."
Tesla may build safe electric cars; when will they be affordable?,21 Aug 2013,"Tesla is hot, but it is facing huge obstacles. To win in the long run, it has to build electric cars the average American can afford."
What Goldman Doesn't Get About Tesla,16 Jul 2013,"Goldman Sachs put out a note that hurt Tesla stock today, but Tesla believers aren't worried at all."
How the Tesla Model S Works | HowStuffWorks,13 Sept 2013,The 60 kWh battery is rated to achieve 208 miles (334.7 kilometers) per charge and has a top speed of 120 miles per hour (193.1 kilometers per hour). The...
Getting Tesla From Here to There,23 Aug 2013,"With his scruffy beard, Levis and loosefitting polo shirt, the 27-year-old graduate of Indiana University looked as if he'd walked out of Google's New York..."
Tesla Patents Next-Gen Electric Car Battery that Gets 400 Miles on a Single Charge,20 Sept 2013,Tesla Motors has filed a patent for an innovative new type of hybrid car battery that can travel long distances without massively raising the cost.
"Tesla Motors to Replace Oracle in Nasdaq 100, QQQ ETF Next? - ETF News And Commentary",10 Jul 2013,"Tesla Motors to Replace Oracle in Nasdaq 100, QQQ ETF Next? - ETF News And Commentary ... Oracle ( ORCL ) recently announced that the company would be leaving the..."
