Headlines,Dates,Descriptions
DOJ investigating Tesla's EV range exaggerations,24 Oct 2023,DOJ investigating Tesla's EV range exaggerations. Elon Musk's EV company allegedly overstated battery range and avoided customers who complained. ... Tesla's...
Dow Jones Rises After Powell Speech; Tesla Stock Slides Despite China Data Separator Investor's Business Daily,8 Nov 2023,The Dow Jones Industrial Average rose Wednesday after Fed chief Jerome Powell's speech. Tesla stock dropped on China registrations.
Dow Jones Futures Rise As Market Rally Faces Key Test; Tesla Earnings Ahead,16 Oct 2023,"Dow Jones Futures Today. Dow Jones futures advanced 0.4% vs. fair value. S&P 500 futures rose 0.25%. Nasdaq 100 futures climbed about 0.1%. Apple (AAPL), Nvidia..."
Dow Jones Dives 251 Points Amid Powell Pledge; Tesla Sinks After Elon Musk Warning,19 Oct 2023,The Dow Jones tumbled after Federal Reserve Chair Jerome Powell made a pledge. Tesla dived amid an Elon Musk warning. Netflix stock soared.
Tesla recalls 2 million vehicles over Autopilot safety controls,13 Dec 2023,The recall report posted by NHTSA confirms that “Autosteer is designed and intended for use on controlled-access highways” except when Tesla vehicles are...
Sixt says goodbye to the Teslas in its fleet,1 Dec 2023,The car rental company Sixt is phasing out Tesla electric cars. The residual value problem with the US manufacturer's electric cars is said to play a major...
Volkswagen is losing the electric car race to Tesla and China,14 Dec 2023,"“Volkswagen has just fallen behind in the battery electric vehicle race,” said Al Bedwell, a director at GlobalData who focuses on e-mobility trends. “The big..."
Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,13 Dec 2023,"Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to update software and fix a defective system when using Autopilot."
Elon Musk’s Big Lie About Tesla Is Finally Exposed,17 Dec 2023,"Back in 2016, Elon Musk claimed that Tesla cars could “drive autonomously with greater safety than a person. Right now.” It was a lie, one that sent Tesla's..."
Made-in-India Tesla inches closer: Agreement with Musk's co in works,21 Nov 2023,"India is close to an agreement with Tesla, allowing the US automaker to ship its electric cars to the country and set up a factory within two years."
Tesla’s cheapest Cybertruck won’t drop until 2025,30 Nov 2023,"It's possible that Tesla will eventually drive down the starting price of its pickup, just as it has done with its other EVs. But in 2025, a $39,900 Cybertruck..."
Santa Claus Rally In High Gear For Dow; Tesla Eyes 2024 Growth Phase As China Deliveries Surge,26 Dec 2023,"Outside Dow Jones: Stocks On Watch. Among IBD 50 stocks, MongoDB (MDB) is near a buy point of 412.67 while ACMR (ACMR) has topped a buy zone from an 18.75 entry..."
"Tesla Robot Attacks Engineer, ""Trail Of Blood"" On Factory Floor: Report",28 Dec 2023,A software engineer reportedly suffered serious injuries when he was attacked by a malfunctioning robot designed to move aluminum car parts at Tesla's Giga...
Tesla Cybertruck delivery event: Everything Elon revealed about the EV pickup,1 Dec 2023,"Three versions ... The Tesla Cybertruck will eventually be available in three configurations. The cheapest of the batch, a single-motor rear-wheel version with..."
Swedish dockworkers are refusing to unload Teslas at ports in broad boycott move,17 Nov 2023,Thousands of Swedish workers are rallying behind 120 Tesla mechanics. The workers are boycotting Teslas until the company signs a contract.
"Tesla Cybertruck price, specs, range",7 Dec 2023,"Rear-wheel drive: $60,990. The Cybertruck base model will come with rear-wheel drive and a 250-mile range, and won't be available until at least 2025, Tesla..."
"Apple, Tesla, and the Rest of the Big 7 Stocks Have Been Winners. Now It's Time for the Others.",6 Nov 2023,"The seven big tech firms— Apple (ticker: AAPL), Amazon.com (AMZN), Google parent Alphabet (GOOGL), Facebook parent Meta Platforms (META), Microsoft (MSFT),..."
Lucid adopts Tesla’s charging standard,6 Nov 2023,Lucid adopts Tesla's charging standard ... Lucid has reached an agreement that will give owners of its luxury EVs access to Tesla's network of superchargers —...
Tesla wins fatal Autopilot crash jury trial,31 Oct 2023,Tesla landed a victory after a jury sided with the automaker over allegations that its Autopilot system led to a death.
Netflix's 'Leave the World Behind' takes a swipe at Tesla,8 Dec 2023,"In Netflix's ""Leave the World Behind,"" starring Julia Roberts and Mahershala Ali, there's a cheeky dig at Tesla's autopilot function."
"Even after a recall, Tesla’s Autopilot does dumb, dangerous things",31 Dec 2023,"Finally, the update release notes said Tesla's systems would suspend Autopilot for drivers who collect five “Forced Autopilot Disengagements” — a term for when..."
Here's What To Know About The Tesla Cybertruck Before It Debuts Tomorrow,29 Nov 2023,Here's What To Know About The Tesla Cybertruck Before It Debuts Tomorrow · It Looks A Lot Like The Concept · There's A Frunk · And There's A Power Tonneau Cover.
Elon Musk calls strikes ‘insane’ as Swedish workers take on Tesla,23 Nov 2023,"Elon Musk calls strikes 'insane' as Swedish workers take on Tesla ... Elon Musk has decried a wave of “insane” strikes focused on Tesla workshops in Sweden, as..."
How Much Does a Tesla Cost in 2023? [Updated Prices],6 Dec 2023,One of the driving forces behind the surge in EV popularity comes back to a familiar name: Tesla. But what does a Tesla actually cost?
Tesla Solar Panels Review: Cheaper Than Other National Players,22 Dec 2023,"Tesla solar panels have an efficiency rating between 19.3%-20.6%. More efficient panels will produce more energy, but often the difference is small enough that..."
UAW wants to unionize Tesla. It faces a tough and high-profile battle with Musk,11 Dec 2023,"It looks to be a tough, and high-profile, battle. Inside Tesla, pro-union workers are hopeful but realistic. They fear Musk's previous ruthlessness towards..."
UAW launches bid to organize Tesla and 'entire non-union auto sector' in US,29 Nov 2023,The United Auto Workers union said on Wednesday it is launching a first-of-its-kind push to publicly organize the entire nonunion auto sector in the U.S....
Tesla's problems in Sweden worsen as dockworkers refuse to unload EVs,17 Nov 2023,Tesla's problems in Sweden are getting worse as dockworkers refuse to unload its EVs from ships · Tesla is facing growing pressure in Sweden over its refusal to...
DeLorean designer has some thoughts on Tesla's Cybertruck,14 Nov 2023,"Giorgetto Giugiaro, the legendary car designer behind the DeLorean DMC-12, weighs in on Tesla's Cybertruck and its polarizing design."
"Toyota hops on Tesla’s EV charging standard, leaving Stellantis and VW as holdouts",20 Oct 2023,"Toyota and Lexus electric vehicles will adopt Tesla's chargers starting in 2025. Now, VW and Stellantis are the two big holdouts left."
"Tesla Cybertruck Delivery Event Live: Price, Range, Specs",30 Nov 2023,"The rear-wheel drive Cybertruck will be “available” in 2025, according to Tesla's website. It's 2024 for delivery of the all-wheel drive and the Cyberbeast."
Tesla Strike in Sweden Highlights a Culture Clash,28 Dec 2023,Tesla Strike Is a Culture Clash: Swedish Labor vs. American Management. Workers seeking a collective agreement from the automaker say they are pushing for their...
Why Tesla isn’t unionized,12 Oct 2023,"Tesla has beaten back previous efforts by workers to unionize – but the United Auto Workers hopes a successful strike against Ford, General Motors and..."
Tesla Cybertruck Price Reveal: Everything to Know,30 Nov 2023,The hotly-anticipated Tesla Cybertruck is finally here. Tesla began deliveries at a flashy launch event in Austin on Nov. 30. Here's what we learned about...
"If You Bought A Tesla One Year Ago It Has Lost As Much As $40,000 In Value",10 Nov 2023,One Model S Plaid driver lost $4.19 per mile just in depreciation.
This Tesla Model S Has 1.2 Million Miles And Counting,4 Dec 2023,"Hansjörg von Gemmingen-Hornberg owns what may very well be the highest-mileage Tesla in the world since his EV has racked up a whopping 1,901,067 kilometers or..."
"Tesla to recall nearly 55,000 Model X vehicles: Here's why",17 Oct 2023,"Tesla to recall nearly 55,000 Model X vehicles: Here's why ... The electric vehicle maker is not aware of any crashes, injuries or deaths that may be related to..."
"Actually, Sweden Won't Give in to Tesla's License Plate Demands",7 Dec 2023,Tesla's fight with organized labor in Europe continues to snowball. ... Elon Musk's electric car company has suffered a reversal of fortune in its ongoing battle...
Electric vehicles: Automakers fail to dent Tesla's lead,22 Nov 2023,"Electric vehicles: Automakers fail to dent Tesla's lead ... An electric car charging station. ... The smartest insight and analysis, from all perspectives, rounded..."
"Tesla owner took Model X to Alaska, lived out of EV for year",29 Oct 2023,"A Tesla owner built a bed and make-shift kitchen for his Model X and lived in his electric car for a year, traveling to 49 states · A Tesla owner said he lived..."
Tesla confirms wireless inductive electric car home charger is coming,18 Dec 2023,Tesla confirms wireless inductive electric car home charger is coming ... Tesla has confirmed it is working on a wireless inductive home charger for its electric...
Tesla's Cybertruck is finally hitting the streets. Here's what to know.,30 Nov 2023,"After a 2-year delay, deliveries of Tesla's Cybertruck began Thursday · Business · The legendary designer of the DeLorean has something to say about Tesla's..."
Tesla's huge recall will make it harder — but not impossible — to misuse Autopilot,13 Dec 2023,"Share this story ... Tesla issued a recall notice today for 2 million vehicles in the US to address a “defect” with Autopilot, the company's groundbreaking and..."
What Car Owners Should Know About the Tesla Autopilot Recall,19 Dec 2023,"Under pressure from federal regulators, the company has agreed to recall two million cars to update its driver-assistance system. The cars will be updated..."
New Tesla Model 3: UK prices to start under £40k,17 Oct 2023,"It's now available in the UK, and will start from at £39,990. Deliveries for the heavily updated car – dubbed 'Highland' before being unveiled – will begin in..."
"Want to Sell Your Cybertruck? Tesla Will Fine, Ban You: T&C",14 Nov 2023,"Plan to Sell Your Cybertruck? Tesla Will Fine You $50,000. You'll need Tesla's consent before flipping the rig."
Tesla might sue Cybertruck resellers,12 Nov 2023,"That's Tesla's rule, anyway. According to the newly published motor vehicle order agreement for the angular EV behemoth, Tesla can sue you for $50,000 if you..."
Tesla Sues Swedish Transport Agency in Dispute Over License Plates,28 Nov 2023,"The electric carmaker sued the agency to deliver license plates for its cars, the latest escalation as a labor fight enters its second month."
The new £39990 Tesla Model 3 is now available in the UK,17 Oct 2023,"The new £39,990 Tesla Model 3 is now available in the UK ... Back at the start of September we brought you news about the updated Tesla Model 3 with its sharp new..."
Elon Musk calls out Tesla's biggest electric vehicle competition,9 Oct 2023,"Elon Musk calls out Tesla's biggest electric vehicle competition. After missing production expectations, Tesla's dominance in the EV market is facing a new..."
"Even after a recall, Tesla’s Autopilot does dumb, dangerous things",31 Dec 2023,"Finally, the update release notes said Tesla's systems would suspend Autopilot for drivers who collect five “Forced Autopilot Disengagements” — a term for when..."
Elon Musk calls strikes ‘insane’ as Swedish workers take on Tesla,23 Nov 2023,"Elon Musk calls strikes 'insane' as Swedish workers take on Tesla ... Elon Musk has decried a wave of “insane” strikes focused on Tesla workshops in Sweden, as..."
Here's What To Know About The Tesla Cybertruck Before It Debuts Tomorrow,29 Nov 2023,Here's What To Know About The Tesla Cybertruck Before It Debuts Tomorrow · It Looks A Lot Like The Concept · There's A Frunk · And There's A Power Tonneau Cover.
Tesla partners with Uber to offer $3000 discount on its electric cars to drivers,13 Dec 2023,"Tesla partners with Uber to offer $3,000 discount on its electric cars to drivers ... Tesla is partnering with Uber to offer its electric cars directly to drivers..."
How Much Does a Tesla Cost in 2023? [Updated Prices],6 Dec 2023,One of the driving forces behind the surge in EV popularity comes back to a familiar name: Tesla. But what does a Tesla actually cost?
Tesla Solar Panels Review: Cheaper Than Other National Players,22 Dec 2023,"Tesla solar panels have an efficiency rating between 19.3%-20.6%. More efficient panels will produce more energy, but often the difference is small enough that..."
UAW wants to unionize Tesla. It faces a tough and high-profile battle with Musk,11 Dec 2023,"It looks to be a tough, and high-profile, battle. Inside Tesla, pro-union workers are hopeful but realistic. They fear Musk's previous ruthlessness towards..."
UAW launches bid to organize Tesla and 'entire non-union auto sector' in US,29 Nov 2023,The United Auto Workers union said on Wednesday it is launching a first-of-its-kind push to publicly organize the entire nonunion auto sector in the U.S....
Tesla Model S Has Lived Long Enough to See Itself Become a Villain,3 Nov 2023,"The Tesla Model S Has Lived Long Enough to See Itself Become a Villain. With the Plaid, Tesla has managed to turn the most important car of the century into a..."
Tesla base models are now cheaper than the average new car in the US,10 Oct 2023,Tesla base models are now cheaper than the average new car in the US ... Tesla's base Model 3 and Model Y now have both cheaper starting prices than the average...
Tesla starts releasing to employees FSD v12 - a critical update to self-driving effort,24 Nov 2023,"Tesla starts releasing to employees FSD v12 – a critical update to self-driving effort ... Tesla has started releasing to employees its FSD v12 update, which is..."
"Dow Jones Futures Rise: Market Holds Strong, Tesla, Palantir Rally; Two Big Earnings Winners",29 Nov 2023,"WDAY stock rose sharply in extended action, setting up a possible entry Wednesday, as the business software giant eclipsed consensus and gave bullish guidance."
Tesla Model Y is Electrek's vehicle of the year,8 Dec 2023,"Tesla Model Y is Electrek's vehicle of the year ... For 2023, Electrek has decided to make the Tesla Model Y its vehicle of the year. Well, it's not as much us..."
Tesla rival VinFast's new electric vehicle challenges Model Y,22 Nov 2023,Tesla luxury rival unveils low-priced entry-level electric vehicle · Read More. Volvo (VLVLY) offers the pure electric crossover C40 Recharge with 226 miles of...
"Dow Jones Drops On Strong Retail Sales; Tesla Stock Falls On Recall, Nvidia Dives On AI Chip Ban",17 Oct 2023,Dow Jones Drops After Strong Retail Sales; Tesla Stock Slides On Recall; Nvidia Dives On AI Chip Ban ... The Dow Jones Industrial Average dropped Tuesday after...
"Tesla Faces Blockade in All Swedish Ports, Union Says",7 Nov 2023,"Unions across Sweden said on Tuesday that they would support an effort to pressure Tesla to sign a collective bargaining agreement with its 120 mechanics,..."
"Elon Musk says 'we dug our own grave with Cybertruck,' offers new delivery date",18 Oct 2023,Tesla will deliver the first units of its electric pickup truck Cybertruck on November 30th after missing multiple previous deadlines. The pickup truck was...
Tesla's Anti-Union Model Faces a Massive Challenge in Europe,8 Dec 2023,"The strike started in late October, after Sweden's IF Metall union had tried to get Tesla to accept collective bargaining for years. Tesla's refusal to..."
"In 8 States: Tesla Model Y For $32,000 & Model 3 For $30,000 — This Weekend Only!",30 Dec 2023,"Combined with the $7,500 tax credit (assuming eligibility), you can get a Tesla Model 3 for as little as $26,490! That's an insanely low price for what you get."
Tesla’s clash with Swedish workers risks spilling over into a regional fight,5 Dec 2023,Danish dockworkers and drivers are threatening to stop transporting Teslas to neighboring Sweden if the carmaker does not reach a deal with striking Swedish...
"Tesla to Invest in Indonesian Battery Manufacturing, Official Says",15 Aug 2023,"Tesla to Invest in Indonesian Battery Manufacturing, Official Says. Senior Minister Luhut Binsar Pandjaitan made the announcement after a meeting with Tesla..."
"Tesla launches pricier new Model 3, adds discounts for premium cars in US, China",1 Sept 2023,"TESLA on Friday (Sep 1) unveiled a restyled Model 3 with a longer driving range in China and other markets, including Europe, the Middle East, Australia and..."
Tesla to set up headquarters in Selangor this year: Malaysia PM Anwar,14 Jul 2023,The announcement came after Mr Anwar Ibrahim held a virtual meeting with Tesla chief executive officer Elon Musk on Friday.
Tesla relies on China for 40% of battery supply chain: analysis,9 Aug 2023,Tesla relies on China for 40% of battery supply chain: analysis ... TOKYO -- Nearly 40% of the suppliers for materials used in Tesla's electric vehicle batteries...
Tesla India’s Launch: Is Elon Musk Bringing His Electric Cars To India?,2 Aug 2023,Question: Which Tesla car model is expected to launch in India? Answer: The Tesla Model 3 and Model Y are expected to launch in India. Tesla is also rumoured to...
"Singapore-based major Tesla investor, who wanted Musk out as CEO, backs firm's latest bot tech",13 Sept 2023,Mr Leo KoGuan is the third-largest individual shareholder of Tesla. Read more at straitstimes.com.
"‘Superior to Tesla’s Model S’: Huawei, Chery to launch first production car",25 Sept 2023,"Luxeed, a marque developed by state-owned Chery Automobile and telecoms equipment giant Huawei Technologies, will launch its first production model in..."
Tesla says two ex-employees behind May data breach,21 Aug 2023,"Two former Tesla employees were behind a data breach that compromised personal information of more than 75000 people including staff, the electric carmaker..."
Tesla and Chinese rivals signal EV price war truce in 'socialist values' pledge,5 Jul 2023,Beijing orchestrates commitment among manufacturers in world's biggest electric-vehicle market.
"Tesla launches Model Y in Malaysia for RM199,000 in South-east Asia push",20 Jul 2023,"TESLA unveiled its mid-sized sport utility vehicle – the Model Y – at an event in downtown Kuala Lumpur on Thursday (Jul 20), providing a boost to the..."
"Tesla rolls out a million EVs in 13 months, hails Shanghai production pace",6 Sept 2023,"Tesla reached another milestone in China on Wednesday after its Gigafactory 3 in Shanghai rolled out its two-millionth vehicle, an achievement that the US..."
Tesla becomes latest EV company to see promise in Malaysia,20 Jul 2023,The company is conducting online sales of its Model Y and Model 3 in Malaysia and will be opening a head office and Tesla Experience and Service Centre as part...
Tesla Model 3 2024 Gets Crucial Upgrades That EV Drivers Will Absolutely Adore,1 Sept 2023,"Even though the Tesla Model 3 2024 is more of a mid-life refresh than an all-new model, the changes have resulted in notable improvements in the overall driving..."
Commentary: PM Anwar rattles Malaysia's business elite with his wooing of Tesla,11 Aug 2023,Malaysian Prime Minister Anwar Ibrahim pulled off a coup recently when he convinced Tesla to establish its regional headquarters in Selangor.
Tesla releases refreshed Model 3 with longer driving range in China,1 Sept 2023,Images of the exterior showed small changes that gave the sedan a sleeker front and new headlights. The new Model 3 also promises a longer driving range of 606...
"Indonesia still keen to court Elon Musk, ‘not worried’ by Tesla’s Malaysia base",7 Aug 2023,"Tesla did not 'snub' Indonesia for Malaysia's political stability, say analysts who point to Indonesia's weak environmental social governance practices."
Tesla's move into Malaysia should be a wake-up call for Indonesia,1 Aug 2023,"Tesla's decision last month to set up a regional headquarters in Cyberjaya, Malaysia came as a big embarrassment for Indonesia and as a ground-moving..."
Tesla beats second-quarter delivery estimates as price cuts pay off,3 Jul 2023,"Tesla Inc on Sunday said it delivered a record number of vehicles in the second quarter, topping market estimates as price cuts and U.S. federal credits..."
Indonesia says Tesla plans to invest in battery material facility,14 Aug 2023,Indonesia said on Monday that U.S. electric carmaker Tesla plans to invest in the manufacturing of battery materials in the Southeast Asian country and will...
Focus: Tesla braces for its first trial involving Autopilot fatality,28 Aug 2023,"Tesla Inc is set to defend itself for the first time at trial against allegations that failure of its Autopilot driver assistant feature led to death,..."
Tesla investors balk at margin loss as Musk touts self-driving future,20 Jul 2023,Elon Musk's bet to sacrifice margins now for improved margins later when full self-driving software is completely integrated into Tesla cars failed to...
"BMW unwraps next-generation electric vehicle to take on Tesla, China's BYD",2 Sept 2023,"BMW unwraps next-generation electric vehicle to take on Tesla, China's BYD ... MUNICH – BMW has presented the first prototype of its future electric vehicle line-..."
Tesla and BYD Post Record Sales on Surge in Electric-Car Demand,3 Jul 2023,"Elon Musk-led Tesla delivered 466,140 cars worldwide, beating Wall Street estimates. BYD, China's leading auto brand, posted its best-ever quarter, selling..."
Tesla Pledges a Major Boost to Indonesia's EV Ambitions,29 Aug 2023,"Tesla Pledges a Major Boost to Indonesia's EV Ambitions. Despite their concerns about its protectionism, Western governments should support President Joko..."
Malaysia eyes more investments to enlarge EV footprint after landmark Tesla deal,22 Aug 2023,Malaysia eyes more investments to enlarge EV footprint after landmark Tesla deal ... Malaysia has set its sights on a larger part of the electric vehicle supply...
"Tesla may keep cutting prices in 'turbulent times', Musk says",20 Jul 2023,"Tesla CEO Elon Musk signalled on Wednesday that he would cut prices again on electric vehicles in ""turbulent times"", even as his all-out price war on..."
Tesla 20 years on: EV leader's rise sparked by Toyota partnership,2 Jul 2023,"NEW YORK -- Founded 20 years ago, Tesla's path to becoming the top electric vehicle manufacturer was paved through a 2010 partnership with Toyota.The."
"Li Auto, Tesla’s top EV rival in China, eyes sales increase of up to 19 per cent",9 Aug 2023,"Li Auto, the nearest rival to Tesla in China's premium electric vehicle (EV) segment, predicted its sales winning streak will extend during the third..."
"Tesla working on 'gigacasting' tech to mould underbody in one piece, Shanghai Securities News reports",27 Sept 2023,"Tesla is working on an upgrade of its ""gigacasting"" technology to die cast almost all vehicle underbody parts in one piece, the Shanghai Securities News..."
What do Tesla owners buy when they return to market?,13 Sept 2023,"When a Model 3 sedan owner purchases a new vehicle, the most common choice is to acquire a Tesla Model Y crossover. Over the last 12 months, 40.3% of Tesla..."
Tesla Revamped Model 3 Mass Output in China May Start Next Month,17 Aug 2023,"Mass production of Tesla Inc.'s revamped Model 3 may start in China as soon as next month, people familiar with the matter said, just as the US automaker..."
"Tesla job ad says company will develop ""first of its kind data centers""",14 Aug 2023,"The job is based out of Austin, Texas, where it operates a manufacturing hub known as a 'gigafactory.' The company previously built a data center at its Nevada..."
Elon Musk: Tesla delivers record number of cars after price cuts,2 Jul 2023,Elon Musk: Tesla delivers record number of cars after price cuts ... Electric carmaker Tesla says it delivered a record number of vehicles in the three months to...
"BYD, Tesla, 14 others in China agree to not compete 'excessively'",6 Jul 2023,"BYD, Tesla, 14 others in China agree to not compete 'excessively'. Automakers compromise under Beijing-led initiative as price competition grows."
"Tesla robotaxis are worth $700bn, or $870bn, or zero",18 Jul 2023,"Tesla robotaxis are worth $700bn, or $870bn, or zero ... Roula Khalaf, Editor of the FT, selects her favourite stories in this weekly newsletter. Beep, beep! We..."
Tesla offers new China rebate as price cuts rock EV market,7 Jul 2023,Tesla on Friday said it would offer new buyers of its top-selling electric vehicles in China a cash bonus equivalent to almost $500 if they have a referral...
Tesla's June Deliveries in China Soar as Global Sales Hit Record,4 Jul 2023,"Tesla Inc.'s China output increased almost 20% in June, contributing to the company's record quarterly sales."
"EV share of new car sales in Singapore crosses 20% in July, led by BYD, Tesla, BMW",31 Aug 2023,"The latest tally brings the share of EVs in the first seven months of the year to 15.2 per cent, or 2,378 cars. In the first six months, the EV share was 14.3..."
"Tesla Price Cuts Squeeze Profits, Margins Fall 3rd Straight Quarter",20 Jul 2023,Chief Executive Officer Elon Musk said Tesla will have to keep lowering the prices of its electric vehicles if interest rates continue to rise. Months of...
"Malaysia was so eager to get Elon Musk to invest in the country, it waived its decades-old policies for Tesla",23 Aug 2023,"Malaysia was so eager to get Elon Musk to invest in the country, it waived its decades-old policies for Tesla ... Malaysian Prime Minister Anwar Ibrahim arrives..."
Tesla China Deliveries Plunge 31% in July to Lowest This Year,3 Aug 2023,"Tesla Inc.'s China deliveries slumped in July to the lowest level this year, as the electric vehicle maker struggles to attract buyers despite price cuts..."
Tesla and car manufacturers under scrutiny in EU's probe of China's electric vehicle subsidies,28 Sept 2023,"Tesla and car manufacturers under scrutiny in EU's probe of China's electric vehicle subsidies ... Tesla, among other electrical vehicle manufacturers, is caught..."
Elon Musk Is in No Hurry to Build More Tesla Car Plants,22 Sept 2023,"Elon Musk Is in No Hurry to Build More Tesla Car Plants · On Sunday, Elon Musk met with Turkish President Recep Tayyip Erdogan, who asked the Tesla CEO to build..."
"Tesla Exaggerated Its Cars’ Driving Range—And Canceled Service Appointments If Drivers Complained, Report Says",27 Jul 2023,An investigation released Thursday says Tesla exaggerated the range of its vehicles and worked to suppress driver's worries about their car's battery life.
Elon Musk: Tesla may cut prices again in 'turbulent times',19 Jul 2023,Elon Musk: Tesla may cut prices again in 'turbulent times' ... Reuters Tesla chief executive Elon Musk gets in a Tesla car as he leaves a hotel Reuters. Tesla...
$25K Tesla 'Model 2' Reality Check,10 Sept 2023,A new book claims that executives convinced Musk to build a Cybertruck-inspired $25K car alongside a robotaxi. The robotaxi is certain but the production of a...
Tesla formally begins ops in Malaysia,21 Jul 2023,"TESLA Sdn Bhd (Tesla), the Malaysian arm of the well-known American electric vehicle (EV) manufacturer Tesla Inc, officially began operations in Malaysia..."
Tesla faces more questions from feds on Autopilot safety,29 Aug 2023,The U.S. auto safety regulator investigating Tesla's Autopilot driver assistance system is demanding an explanation for a software change that allows...
Tesla cuts prices in China for select Model Y versions,14 Aug 2023,"Tesla on Monday said it has cut prices in China for its Model Y long-range and performance versions starting on Aug. 14, sending its shares lower on concern..."
Tesla profit margins slip as price cuts weigh on earnings,19 Jul 2023,"The company's gross profit margin from automotive operations, excluding the effect of regulatory credits, dropped to 18.2 per cent in the past three months."
Tesla beats Wall Street expectations to produce record number of vehicles,19 Jul 2023,"Investors were closely watching Tesla's gross margins, monitoring if they were negatively affected by the company's move to decrease consumer prices. The gross..."
Tesla Stages $80 Billion Rally After Morgan Stanley Ups Price Target On AI Optimism,11 Sept 2023,"The spike comes after Morgan Stanley analysts led by Adam Jonas changed their rating for the electric vehicle stock from hold to buy, upping their price target..."
New Tesla Model 3 Inventory Prices Drop Ahead Of Refresh,12 Sept 2023,New Model 3s in inventory in the U.S. have been dropping in price ahead of the release of the Model 3 'Highland' refresh.
Tesla reinvents carmaking with quiet breakthrough,14 Sept 2023,"3D PRINTING AND SAND. The breakthrough Tesla has made centres on the how the giant molds for such a large part are designed and tested for mass production, and..."
Shares in electric vehicle makers Rivian and Tesla surge after strong volume data,3 Jul 2023,Chinese rival BYD also reports sales volumes almost doubled in first half.
Tesla Model S Plaid Left-Hand Drive: Worth Buying In The UK?,22 Jul 2023,"But that will give the Plaid a WLTP range of 390 miles (or 405 for the non-Plaid car, which you can also buy in left-hand-drive form in the UK). The Model S has..."
Tesla’s new global alternative: China’s BYD,5 Sept 2023,BYD's Atto 3 costs half as much as a Tesla Model Y in some countries; BYD's Dolphin is a hit with young drivers. BYD is going global after beating the...
Tesla to discuss factory plan for new $24000 car with India commerce minister,24 Jul 2023,Tesla representatives are set to meet India's commerce minister this month to discuss plans to build a factory to produce what the company has described as...
"Tesla restarting its price war in China with new cuts, sending shares of its Warren Buffett–backed competitor down 6%",14 Aug 2023,Tesla is cutting the price of some of its Model Y cars by just over $1900 as it seeks to juice weak sales in China.
Tesla Rolls Out New Base Model S and X for $10000 Less,15 Aug 2023,Tesla Inc. added new lower-range iterations of the Model S sedan and Model X sport utility vehicle to its lineup that cost $10000 less than their previous...
Tesla taps Biden tax credits to offset EV price cuts,21 Jul 2023,"Tesla CEO Elon Musk is ready to cut electric car prices again to drive sales if the economy swoons, and part of the reason is a bonanza from Biden..."
Exclusive: Tesla proposes building battery storage factory in India,21 Sept 2023,"Tesla has drawn up plans to make and sell battery storage systems in India and submitted a proposal to officials seeking incentives to build a factory,..."
"Tesla looking to make about half million EVs annually in India, Times of India reports",13 Jul 2023,Tesla is discussing an investment proposal with the Indian government to set up a factory with an annual capacity to produce about half a million electric...
"Tesla, Saudi Arabia in Early Talks for EV Factory - WSJ",18 Sept 2023,Saudi Arabia has been wooing Tesla with the right to purchase certain quantities of metals and minerals the company needs for its EVs from countries including...
Tesla's secret team to suppress thousands of driving range complaints,27 Jul 2023,"Tesla created secret team to suppress thousands of driving range complaints. About a decade ago, Tesla rigged the dashboard readouts in its electric cars to..."
Tesla jumps as analyst predicts $600 billion value boost from Dojo,11 Sept 2023,Tesla rallied 6% on Monday after Morgan Stanley said its Dojo supercomputer could power a near $600 billion surge in the electric-car maker's market value...
"BYD Introduces Seal In Munich, Said To Have A 15% Price Edge Over Tesla",5 Sept 2023,"BYD's new Seal sedan is said to match European competitors at a sharply lower price. UBS said the Seal has a 15% edge over Tesla, BYD a 30% edge over..."
"EV sales: Hyundai overtakes GM, but Tesla's U.S. dominance continues",7 Jul 2023,"Tesla, led by CEO Elon Musk, has grown its lead over the legacy automakers Hyundai and General Motors to roughly 300000 vehicles."
"Exclusive: With Tesla push, India mulls import tax cut if EV makers build locally",25 Aug 2023,"India is working on a new electric vehicle policy that would slash import taxes for automakers that commit to some local manufacturing, following a proposal..."
Tesla shares dip after hours as earnings call disappoints,19 Jul 2023,"Tesla shares dip after hours as earnings call disappoints · Revenue: $24.93 billion, versus $24.47 billion expected according to Refinitiv. · Earnings: 91 cents..."
Tesla is lapping German automakers in the global EV race—even in Germany,24 Jul 2023,Tesla is lapping German automakers in the global EV race—even in Germany ... Germany's automakers announced bold plans the last several years to shift to electric...
"Tesla's black workers faced widespread racism, US agency alleges",28 Sept 2023,"The agency said black Tesla employees faced “racial abuse, pervasive stereotyping, and hostility”, and were called “variations of the N-word, 'monkey', 'boy',..."
"Tesla launches cheaper Model S, X versions in US with shorter ranges",15 Aug 2023,"Tesla on Monday launched cheaper variants of its Model S sedan and Model X SUV with shorter driving ranges in the U.S., looking to increase sales as high..."
Tesla's lower prices lead to record global deliveries,3 Jul 2023,Tesla reported record quarterly global auto sales after it cut prices on its autos and customers reap the benefits of renewed tax credits for purchasing its...
Tesla's finance chief Kirkhorn unexpectedly steps down,8 Aug 2023,"Tesla finance chief Zachary Kirkhorn has stepped down, surprising analysts who considered the company veteran of 13 years as a possible successor to CEO..."
Tesla shares soar 10% after Morgan Stanley upgrade,11 Sept 2023,Morgan Stanley upgrades Tesla price target to $400 per share on potential of custom silicon.
