Headlines,Dates,Descriptions
Tesla Model S' Child Trunk Seats Can Get You In Trouble With Cops,10 Nov 2015,"Apparently, not everyone knows that the Tesla Model S features (legit) rear-facing child seats. A concerned citizen in Colorado saw a child sitting in the."
"Despite Consumer Report downgrade, Tesla reliability increasing, firm reports",21 Oct 2015,"Consumer Reports said Model S owners reported “an array of detailed and complicated maladies” with the drivetrain, power equipment, charging equipment and giant..."
What If The Tesla Model S Was Tuned By Liberty Walk?,31 Dec 2015,"To create it, he has installed the obligatory flared front and rear wheel arches as well as extended side skirts and a lowered front splitter. Additionally,..."
Company wants to give Tesla a run for its money in luxury electric-car business,16 Nov 2015,"GARDENA, Calif. - In an industrial corner of this city outside Los Angeles, near a credit union and pet cemetery, a small white sign in front of a metal..."
"BMW CEO doesn't think Tesla has a lead with the Autopilot, compares the system to an unreliable app",2 Dec 2015,BMW does offer an autonomous feature not yet available from Tesla. The BMW 7 series is able to self-park without the driver at the wheel. With the release of v7...
Tesla Model X,8 Oct 2015,"You likely saw it last week: the sexy seven-passenger Tesla Model X SUV, with falcon-wing doors and an electric engine capable of hitting 60 miles per hour from..."
Tesla CEO Elon Musk talks about design [Video],14 Dec 2015,"In response to a student's question, the CEO explained his approach to design. Musk says that it's fairly easy to make a car look good by making it low and slim..."
Tesla Model X makes world debut - Auto News,1 Oct 2015,The Tesla Model X is a 7-seater luxury electric SUV with Falcon Wing rear doors and is powered by two electric motors with a top speed of 250 kph.
A Tesla Model S owner referred 188 new sales in just 2 months: A look at Tesla's referral program,30 Dec 2015,"In Wei's case, his 188 referrals are worth around $16 million in sales for Tesla based on an average of $85,000 per vehicle. For his promotion of the..."
"Jeffrey Katzenberg Involved in Serious Tesla Accident, Elon Musk Responds",27 Oct 2015,DreamWorks Animation CEO Jeffrey Katzenberg crashed his Tesla in Beverly Hills last week.
Tesla: The Model X Is Made For Rare Women (NASDAQ:TSLA),2 Oct 2015,"Tesla decided to target its new Model X at women. In doing so, it took compromises that make it more attractive to the targeted group, but less appealing..."
This Team Just Broke the EV Cross-Country Record in the Tesla Model S,21 Oct 2015,"Unofficial time: 57 hours, 48 minutes, besting the previous record of 58 hours, 55 minutes set earlier this year by Roy's co-drivers, Carl Reese and Deena..."
Tesla CEO Elon Musk talks about design [Video],14 Dec 2015,"In response to a student's question, the CEO explained his approach to design. Musk says that it's fairly easy to make a car look good by making it low and slim..."
Elon Musk hints at Tesla Model Y with falcon-wing doors,7 Oct 2015,"Musk had taken to Twitter following the début of the Model X—Tesla's SUV with falcon-wing rear doors. A fan tweeted at Musk, saying she would love for the Model..."
This Team Just Broke the EV Cross-Country Record in the Tesla Model S,21 Oct 2015,"Unofficial time: 57 hours, 48 minutes, besting the previous record of 58 hours, 55 minutes set earlier this year by Roy's co-drivers, Carl Reese and Deena..."
A Tesla Model S owner referred 188 new sales in just 2 months: A look at Tesla's referral program,30 Dec 2015,"In Wei's case, his 188 referrals are worth around $16 million in sales for Tesla based on an average of $85,000 per vehicle. For his promotion of the..."
Tesla's Gigafactory to be nearly 40% larger than expected,18 Nov 2015,"It is expected, however, to fall ever-so-slightly short of that title given its known 71-foot (21.6-meter) height. The Gigafactory will be the largest building..."
Here's What The Tesla Model X Assembly Line Looks Like,22 Dec 2015,"It is by nature a batch process because different dies have to be mounted in the large presses to produce unique parts. In the ""old days,"" it took a long time..."
Former Cisco Executive Warrior Tapped to Run U.S. Operations of Tesla Rival NextEV,16 Dec 2015,"Once a contender to run Cisco, Padmasree Warrior will be CEO of NextEV's U.S. operations and chief digital officer globally."
Tesla Model S: The Ultimate Buyer's Guide,21 Oct 2015,"Starts at $85,000 (minus $7,500 federal tax credit). 90D: A Model S 85D with the $3000 “Range Upgrade” option chosen to increase battery size to 90 kWh. Starts..."
Tesla Autopilot: The 10 most important things you need to know,18 Oct 2015,"When Autopilot is activated by the driver, the car will keep itself in its lane, change lanes where appropriate if the driver taps the turn signal, avoid..."
"Tesla Autopilot software will let some cars drive, park and change lanes by themselves",15 Oct 2015,Electric car maker Tesla Motors is leapfrogging competitors with a new autopilot system that lets cars change lanes by themselves.
"Infosys, Amazon, Tesla's Elon Musk,and other tech leaders commit $1 bn to AI non-profit OpenAI",12 Dec 2015,"Infosys CEO Vishal Sikka will be an advisor to the group along with Pieter Abbeel, Yoshua Bengio, Alan Kay, Sergey Levine while Musk and Altman will act as..."
Take a behind-the-scenes look at Tesla Model X production,21 Dec 2015,Tesla Motors [NSDQ:TSLA] started production of the first customer examples of its Model X electric high-riding hatch in the fall. The first batch are all...
Rumor: Tesla is planning a redesign of the Model S for Spring 2016,22 Dec 2015,"Rumor: Tesla is planning a redesign of the Model S for Spring 2016 ... Since the reveal of the Model X in September, there's been a persisting rumor that Tesla..."
Should The Tesla Model X Be Called An SUV? Crossover? Wagon? Hatchback?,7 Oct 2015,"The Tesla Model X electric luxury vehicle has widely been referred to as an SUV or a crossover utility vehicle by the media, the company, and buyers."
Elon Musk refers to Apple as 'Tesla's graveyard',9 Oct 2015,"Tesla employees that now work for Apple were fired, with Elon Musk making quite the statement."
Review of Tesla v7.0 for Non-Autopilot Model S,17 Oct 2015,New Dashboard. Owners of a Model S produced prior to September 2014 (or those who opted out of the Autopilot upgrade) are still presented with a number of...
Tesla Model S 'not recommended' by Consumer Reports despite best-ever score,20 Oct 2015,"Consumer Reports, never afraid to repurpose its toaster-testing lab for the occasional car review, in August gave the Tesla Model S P85D a better than..."
"Tesla Autopilot 1.01 Upgrade Coming Soon, Aims to Improve Accuracy",28 Oct 2015,Tesla's Benz-baiting self-driving functions will soon receive their first upgrade.
"China Agrees with the Bioweapon Defense Mode, Tesla Sales on the Rise There",28 Oct 2015,"Things are looking good for Tesla in China given how much people like SUVs there, and how the Model X is waiting just around the corner for its launch."
Tesla Model S Wagon Looks Brilliant. Too Bad It Won't Happen,14 Dec 2015,"Since Tesla has other things on its hands, we can, at least, enjoy a rendering of a Model S Station Wagon. Your family transportation needs are now catered..."
"The Tesla Model S P90D Touches the Void, Produces Weird Noise in Humans",11 Dec 2015,"It is in part auditory. I'm not sure of the proper onomatopoetic spelling for it, but there is a vocalization expelled from the body—especially during rapid..."
"Tesla Rival Faraday Future Plans Factory, Concept Car",10 Dec 2015,"Carmaker Faraday Future announced Thursday plans to build a $1 billion factory in North Las Vegas, pending approval from the state legislature."
Stephen Colbert is Tesla's most famous unpaid spokesman,24 Oct 2015,"Tesla, led by its superstar CEO Elon Musk, is arguably the darling of the car industry. Okay, let's rephrase that because not everyone is on-board with team..."
Tesla launches Model X electric SUV,5 Oct 2015,"Tesla has launched the highly anticipated Model X at a launch ceremony in its factory in Fremont, California. The motor at the front produces 259bhp while..."
Tesla's Model S takes on the 'Back to the Future' DeLorean in this new VR experience,14 Oct 2015,"In another battle for the ages, Tesla is putting its Model S P90-D up against a replica of the DeLorean from Back to the Future. As Fast Company reports,"
Elon Musk says robust carbon tax would speed global clean energy transition,3 Dec 2015,Innovator tells Sorbonne students that failing to price in damage done by carbon pollution is a $5.3tn a year subsidy for the fossil fuel industry.
New Tesla Model X SUV could get one Hummer of a tax break,17 Oct 2015,"Under current law, a taxpayer who paid $125,000 for a Model X weighing more than 6,000 pounds in 2015 and used it strictly for business could deduct $45,000 the..."
Tesla CEO Elon Musk: 'Steve Jobs was a jerk',16 Dec 2015,"Steve Jobs and Elon Musk are both CEOs who will be remembered for their desire to change the world. However,..."
Tesla’s Model S To Get Spotify Premium For Free Outside Of The US,21 Dec 2015,"If you're buying a Tesla Model S, you can probably afford to bring your own tunes to the mix, but the company has announced today that you'll get free."
Tesla Autopilot Update May Include Speed Restrictions,16 Dec 2015,"Amid YouTube ""stunt"" videos and criticism from competitors, Tesla's update of its semi-autonomous driving system may limit its use to certain speeds."
2016 Tesla Model X: Quick take,26 Oct 2015,Tesla Model X. Highlights: The Model X crossover gets gullwing rear doors to ease entry and exit. They monitor their surroundings so as not to hit cars...
"Tesla is outgrowing its Palo Alto headquarters and Musk says it looks like ""crap""",30 Dec 2015,"Tesla is outgrowing its Palo Alto headquarters and Musk says it looks like “crap” ... We recently reported on Tesla being on a hiring spree, and now the Wall..."
EFTM Best 2015 – Best Car : Tesla Model S,24 Dec 2015,"Posted by Trevor Long | Dec 24, 2015 | Motoring. EFTM Best 2015 – Best Car : Tesla Model S. When it comes to Awards, we've given a few – and several of them..."
Tesla Veteran Explains How Electric Motors Crush Gas Engines,17 Nov 2015,"That's possible because at lower speeds, electric motors deliver more torque than gas engines. “Torque is what you need to get a car going,” says Grace, and..."
Drive Wire: Tesla Model S Downgraded by Consumer Reports,22 Oct 2015,Bad news for Tesla…Consumer Reports has downgraded the Tesla Model S just months after giving the electric super-sedan its highest rating ever.
Tesla Motors Is Hiring an Unreal Engine Artist,6 Nov 2015,Tesla Motors is searching for Unreal Engine 4 experts for designing their cars.
Tesla Autopilot self-driving software launched,14 Oct 2015,"Tesla Motors today launched software version 7.0 for its Model S and new Model X electric vehicles. In the spirit of continuous improvement, the update is..."
A new app for Tesla Superchargers allows you to check-in and hopes to provide near-real-time status for available stalls,31 Dec 2015,A new app for Tesla Superchargers allows you to check-in and hopes to provide near-real-time status for available stalls ... It's a feature Model S owners have...
"Tesla Motors plans showroom, service center in Tempe",25 Nov 2015,"Tempe is set to become the first Valley city outside of Scottsdale to get a Tesla facility, although about a dozen charging stations are scattered from Buckeye..."
"Opinion: Porsche's Mission E is no ""Tesla killer"", but instead perfectly highlights Tesla's impressive lead",23 Dec 2015,"The company aims to bring the car to market by the “end of the decade”. Tesla launched the Model S in 2012, making the Mission E about 8 years late for its..."
We Test Tesla's New Autopilot Feature – News,14 Oct 2015,We discovered that Autosteer works on damp pavement and will easily track a lead car onto and around an exit or entrance ramp. When the driver's hand connection...
Mileage on a Tesla is a Badge of Honor,2 Dec 2015,“You should do a post on how owning a Tesla makes you want to drive more” · Mileage in the years before EV · Mileage beyond necessity · Mileage is a badge of...
Tesla's Autopilot approved for international use,23 Oct 2015,"At the launch of its latest Autopilot features, Tesla CEO Elon Musk noted that it would roll out the new vehicle capabilities to nations outside the United..."
Does the Tesla Autopilot Feature Strike Again? Your Guess Is as Good as Ours,23 Oct 2015,"Are you tired of clips showing Tesla Model S vehicles destroying their competition on the dragstrip? No problem, it seems the Autopilot is the new trend..."
2D superconductor surviving in high magnetic fields over 50 Tesla | The University of Tokyo,10 Dec 2015,"Using a pulsed magnet system up to 55 Tesla in the Institute for Solid State Physics International MegaGauss Science Laboratory, the research group discovered..."
Ludicrous enabled Tesla S P90D beats Ferrari and Bugatti without breaking a sweat,30 Oct 2015,The new Ludicrous Mode enabled Tesla Model S P90D apparently managed to do 0–60 mph in just 2.6 seconds during recent testing by Motor Trend. The new Tesla is a...
How to use the Model X Sun Visor and Vanity Mirror,22 Oct 2015,"Aside from the ingenious and often talked about falcon wing doors, the Model X packs several nifty design elements that might not be as commonly known."
"Life With Tesla Model S: Service Centers Get Crowded, Cost More",10 Nov 2015,"Automotive News reports that a Tesla owner in Chesapeake, Virginia, was quoted a $606 Ranger fee to have his car picked up and delivered to the service center..."
Tesla Suit means that one day you'll be able to hug your partner remotely,11 Nov 2015,"A British company called Tesla Studios (no connection to Tesla Motors) has unveiled a prototype full-body suit covered in a ""mesh"" of thousands of tiny nodes..."
Tesla App Goes ‘Back to the Future’ in a Model S,20 Oct 2015,"Tesla App promises to take a Model S 'Back to the Future' through a single push on the center 17"" touchscreen."
"Entry-level Tesla Model X 70 priced from $80,000",24 Nov 2015,"Entry-level Tesla Model X 70 priced from $80,000 ... Tesla Motors Inc. catered to the highest of high rollers in September, kicking off deliveries of the Model X..."
"Tesla Model S: Too Many Problems To Recommend, Consumer Reports Says",21 Oct 2015,"The most common problems involve replacement of the electric motors, warped brake rotors, door handles that fail to slide out as a driver approaches, and..."
"Tesla ""ramping up"" Autopilot team to design autonomous cars",1 Dec 2015,Electric car manufacturer Tesla is targeting the driverless-vehicles market as it seeks team members to develop its Autopilot software.
Tesla v7.0 software update boosts self-driving capabilities; Autopilot arrives,15 Oct 2015,"The instrument panel provides a visualization of the road as detected by the car's sensors, giving drivers the information their car is using for features..."
Elderly man dies after crashing his Tesla Model S into a pool,28 Dec 2015,Elderly man dies after crashing his Tesla Model S into a pool ... An 85-year-old man died in Houston yesterday after crashing a Tesla Model S through a brick wall...
Pretty Please Make This Model S Wagon A Reality Tesla!,19 Dec 2015,"While the Tesla Model S is distinct in the market as the world's only luxury electric sedan, it is targeted towards more traditionally-powered super."
Tesla Addresses Model X 2nd Row Seat Supply Constraint,4 Nov 2015,Tesla announces that it will manufacture the Model X 2nd row seat in house as a way to mitigate supplier constraints.
"Tesla's 'Autopilot' Update Goes Live for Model S With Lane Change, Autosteer",14 Oct 2015,A Tesla update for the Model S adds a multitude of features for automated driving — if you're brave enough to take your hands off the steering wheel.
"Tesla will have self-driving cars in just two years, Elon Musk boldly declares",22 Dec 2015,"In a new interview with Fortune, outspoken Tesla CEO Elon Musk said that the electric automaker is just two years away from developing fully autonomous..."
"Owning a non-autonomous car will soon be like 'owning a horse', Elon Musk says",4 Nov 2015,"Sign up to our free IndyTech newsletter ... Elon Musk, the CEO of electric car manufacturer Tesla and general tech superstar has said that owning a non-autonomous..."
Tesla's Unique Position In The Car Market Is One Of Its Biggest Strengths,2 Jul 2015,"Tesla Motors is unique because it is not merely selling cars but also selling new technologies. Essentially, betting on Tesla Motors involves betting on a..."
Elon Musk Delivers Tesla's First Model X SUVs in California,30 Sept 2015,"Elon Musk handed over the first six Model X SUVs to owners in California Tuesday, as Tesla Motors Inc. tests its ability to manage production of two all-..."
"Tesla burns cash, loses more than $4,000 on every car sold",10 Aug 2015,"Tesla burns cash, loses more than $4,000 on every car sold ... It's crunch time for Tesla Motors . The Silicon Valley automaker is losing more than $4,000 on..."
"Researchers Hacked a Model S, But Tesla's Already Released a Patch",6 Aug 2015,The researchers found six vulnerabilities in the Tesla car and worked with the company for several weeks to develop fixes for some of them. Tesla distributed a...
Hackers take control of a Tesla Model S and turn it off at low speed,6 Aug 2015,"The hackers had to physically access the Tesla first, which made it more difficult than many other hacks. Once they were connected through an Ethernet cable,..."
Tesla says it sent update for security flaws found by hackers,6 Aug 2015,Tesla Motors Inc <TSLA.O> said on Thursday it has sent a software patch to address security flaws in the Tesla Model S sedan that could allow hackers to...
"Tesla Eats Into BMW, Mercedes, Audi High-Margin Sales As Germans Miscue",21 Aug 2015,"The Tesla Model X . AFP PHOTO/STAN HONDA (Photo credit should read STAN HONDA/AFP/Getty Images) BMW, VW's Audi and Porsche, and Mercedes have invested huge..."
Thanks for Buying a $100000 Tesla. Want a Tote Bag With That?,21 Aug 2015,"Thanks for Buying a $100,000 Tesla. Want a Tote Bag With That?"
This is the best car Consumer Reports has ever tested,27 Aug 2015,Tesla just made Consumer Reports history with a perfect score of 100 for the P85D Model S.
Tesla: Time to accelerate,10 Sept 2015,Tesla's vertical integration extends to the job of refuelling its cars. It is trying to address the dreaded “range anxiety” by building a network of free-to-use...
How Tesla Keeps Changing the Model S—And Making It Pricier,28 Aug 2015,"The latest changes include a new nose and headlights to match those on the Model X SUV. Owners also can choose an optional air filtration system—Musk, being..."
Tesla's Business Model Highlights What The Shift To Electric Means For The Auto Industry,1 Sept 2015,"It can also improve the customer buying experience. In this way, Tesla is similar to Apple, which opts to sell its products through its own stores, staffed with..."
Tesla Model X launched after 2-year delay,30 Sept 2015,Gull-winged SUV takes to the road in drive to establish first mass-market electric carmaker.
Tesla Model X Should Shake Up The Luxury SUV Market,29 Sept 2015,"Model X Signature series. Tesla will launch the X on September 29 at its Fremont, Calif. factory. With Tesla Motors entry into the luxury SUV space on..."
"Tesla 'Most Popular' U.S. Electric Vehicle In Q1, While Norway Leads Globally, Says IHS",13 Jul 2015,"Tesla Model S. UPDATE: Tesla Motors leads the U.S. electric vehicle market, while Norway is tops globally, according to data released last week by a major..."
Tesla's High End Disruption Gamble,20 Aug 2015,"Tesla's High End Disruption Gamble By Jeff Dyer and David Bryce For adherents of classic disruptive innovation theory, Tesla's potential as a market..."
The Self-Driving Tesla Model S: Autopilot And 'Summoning' In Focus,19 Aug 2015,"Tesla Motors push into self-driving (aka, driverless) cars is garnering attention because of its reputation — deserved or not — as being the most..."
4 Differences Between Tesla And Other Carmakers,19 Aug 2015,"2) Tiny teams. Tesla chief designer Franz von Holzhausen told the authors that just three designers worked on the Model S, sitting with engineers in charge of..."
How Hackers Tore Apart A Tesla Model S To Kill The Car Mid-Drive,6 Aug 2015,"Tesla is pushing out updates to cover off vulnerabilities in its Model S. The free, over-the-air download comes after researchers hacked their way into the..."
Decoding Tesla's Secret Formula,19 Aug 2015,The Tesla team is successful at achieving seemingly impossible goals not just because they work harder than anyone else. It has a process for solving complex...
Tesla reveals robotic snake car charger,7 Aug 2015,An electric car charger that can find its own way into a vehicle has been unveiled by Tesla.
Tesla unveils Model X electric car with Falcon Wing doors,30 Sept 2015,Electric car maker Tesla unveils a new electric car that can hold seven people and has unusual double-hinged doors.
Tesla to launch Model X crossover on September 29,23 Sept 2015,Tesla to launch Model X crossover on September 29. Invitations were sent out to the media on Monday for the launch of the car manufacturer's Model X electric...
Tesla and Toyota are fighter over the best way to power an electric car,6 Jul 2015,Toyota's new Mirai hydrogen fuel cell sedan is now the longest range zero emission car in the world.
Tesla's Model X electric car spreads falcon wings at US launch,30 Sept 2015,"Long-awaited 4x4 has radar and sonar technology, a top speed of 155mph, and double-hinged falcon-wing doors that open when driver approaches."
"Tesla hints at further Gigafactory ramp up, consulting with utilities on storage dispatch controls",7 Aug 2015,Tesla has apparently been suprised that interest in Powerwall has been closer in volumes to the commercial Powerpack product than expected.
Tesla's next big frontier could be South Korea,13 Jul 2015,"According to Fortune's Kirsten Korosec, Tesla's next frontier may be South Korea and a share of the roughly 1.7 million cars sold annually in the country."
Tesla Model S Digital Weaknesses To Be Exposed By Hackers Next Month,14 Jul 2015,"Does your car have zero-days? The Tesla Model S does, according to researchers, who plan to reveal five previously-unknown, unpatched vulnerabilities at the..."
Tesla: The End of Cars as Objects of Desire,29 Sept 2015,"Full of earnestness, ticking all the boxes, earning closed-mouth smiles but also shameful private eyerolls. It's not that Teslas are ugly, or even plain-Jane."
Tesla Model X: Elon Musk launches first all-electric SUV,30 Sept 2015,"Tesla Model X: Elon Musk launches first all-electric SUV ... Elon Musk's all-electric-car company Tesla has launched its highly anticipated SUV, the Model X."
"Here's How Elon Musk Takes Tesla to 500,000 Cars in Five Years",10 Aug 2015,Tesla's $31 billion stock value is built on a dream—that a startup might somehow be able to produce a half-million all-electric cars per year by 2020. But a...
Tesla might have to worry,19 Sept 2015,"""Tesla's competition is clear at this week's International Motor Show in Frankfurt,"" Bloomberg reported, pointing to Porsche and Audi's concepts as evidence..."
"Tesla's Model X Is Here, and It's as Awesome as We Hoped",29 Sept 2015,"The X is, in a word, stunning. Its most amazing features are its mind-bending acceleration, gorgeous design, and amazing rear passenger doors. Tesla calls them..."
"Porsche, Aiming at Tesla, Unveils Electric Concept Car (Published 2015)",14 Sept 2015,"The planned luxury performance sedan has 600 horsepower and can reach 60 miles an hour in under 3.5 seconds, Porsche says. Top speed is 155 miles an hour."
Porsche Takes Aim at Tesla With a Stunning Electric Concept,14 Sept 2015,"Porsche is cooking up an all-electric sports car, and it looks like the kind of concept that could rival Tesla Motors as the king of battery-powered cool."
Tesla Says Its Model X SUV is Coming Next Month (Maybe),5 Aug 2015,"Tesla says its much-delayed Model X SUV is on track to arrive next month. The company made the claim in its quarterly shareholder letter today,..."
Elon Musk's Brave New World: it worked for Henry Ford; why not Tesla?,19 Aug 2015,"Henry Ford took control of his supply chain and made his own parts rather than buy from suppliers, which gave the company the scale needed to improve..."
Tesla has enabled the first Model X buyers to customize their SUVs,1 Sept 2015,"The configurator allows customers to add extras, choose paint colors, and select wheel and interior options prior to taking delivery of their cars."
Tesla Asked Women What They Wanted and Came Up With Model X SUV,17 Sept 2015,"Early in the design process, Tesla invited a dozen women to its Palo Alto, California, headquarters for a three-hour focus group led by chief designer Franz von..."
"For 3 months in 2015, Tesla did something we've almost never seen before",25 Jul 2015,"At the end of 2014 and beginning of 2015, Tesla endured some serious pain, with shares dipping well below $200, bottoming around $180. An end..."
"Elon Musk says Tesla will pay you $1,000 to get someone else to buy a Tesla",29 Jul 2015,"The program will pay current Tesla owners $1,000 in Tesla credits to convince family and friends to buy a new Tesla. (There will be no cash payments involved.)."
Piecing Together the Tesla Strategy Puzzle,16 Sept 2015,Piecing Together the Tesla Strategy Puzzle · The limited range of the batteries; · The time it takes to charge the battery packs; · The need to emplace a...
Tesla S: car review,5 Jul 2015,"Being purely electric it only has one gear. Hit the throttle and the car accelerates in a soaring, totally silent, endless swoosh – it essentially does 0-140mph..."
2 new luxury electric cars take aim at Tesla,19 Aug 2015,Aston Martin:The brand best known as the preferred wheels for James Bond said it will start with a luxury electric sedan that will be priced higher than Tesla's...
This is Tesla’s plan for a cheaper car,22 Jul 2015,"During a call with reporters last week, CEO Elon Musk said the company had improved the battery by shifting the cell chemistry for the pack to partially use..."
Tesla unveils the Model X,30 Sept 2015,"Tesla's new electric SUV has space for seven adults and their stuff, heavy duty towing capabilities and a bioweapon defence mode in case of the apocalypse."
Tesla is entering another crisis,15 Aug 2015,"But it took the first half of 2015 for the cash burn to become alarming enough for Musk & Co. to pull the trigger on a raise, banking the funds before any bad..."
GM might actually be trying to put Tesla out of business,1 Jul 2015,"GM might actually be trying to put Tesla out of business ... In January, there was a lot of chatter at the Detroit Auto Show about how General Motors had unveiled..."
"Tesla Model S Can Be Hacked, And Fixed (Which Is The Real News)",6 Aug 2015,"Hackers demonstrated they could break into and disable a Model S. But unlike other car companies, Tesla has the ability to quickly patch its software."
Tesla to secure the resource it needs,17 Sept 2015,"It'll need them. Tesla's battery design requires thousands of lithium-ion cells. CEO Elon Musk's ambition is to be building 500,000 vehicles by 2020, so that..."
"Researchers hack a Tesla Model S, bring car to stop",6 Aug 2015,"Researchers hack a Tesla Model S, bring car to stop ... Not even autos innovator Tesla Motors Inc. is immune to hackers. Two researchers said they were able to..."
Tesla threw a massive Model X launch party,30 Sept 2015,"Tesla unleashed its new Model X SUV upon the automotive world in dramatic fashion Tuesday night with a massive party at a facility in Fremont, California."
Elon Musk: upgrade to Tesla Model S car makes it 'faster than falling',17 Jul 2015,Musk announces Tesla Motors will debut a new roadster in four years and says upgrade to current Model S means car can go zero to 60mph in just 2.8 seconds.
Tesla Solid Metal Snake Charger,6 Aug 2015,"Tesla's Solid Metal Snake Charger Is Now Terrifyingly Real. The robot uprising just got one step closer. ... We were warned this would happen. Back in December,..."
Porsche’s new electric sports car will make Tesla owners jealous,15 Sept 2015,"Porsche unveiled its new electric car concept, the Mission E, at the auto show in Frankfurt. Claims it's ""better than a Tesla."""
"Tesla's Model 3 to Cost $35K in March, But Production Still 2 Years Away",3 Sept 2015,"Tesla's long-awaited mass-market car, the Model 3, now has a price and debut plan courtesy of the company's founder, Elon Musk, who posted the details to..."
"Tesla Model 3 will cost $35000, launch in 2017",3 Sept 2015,"Tesla CEO Elon Musk has announced the Model 3, the company's latest electronic car, will cost $35000 (£22900)"
Now Aston Martin is thinking it could be the Tesla Model S killer,21 Aug 2015,"The Aston Martin Rapide made its world debut in 2010 and received a slight facelift in 2013. The non-electric Rapide S is powered by a 550-horsepower, 6.0-liter..."
Tesla’s startup culture has big risks and rewards,21 Aug 2015,"Tesla's startup culture has big risks and rewards ... A handful of Tesla's key executives have made millions of dollars exercising stock options this year,..."
Tesla Model S can be shut down remotely with just one key press | The Independent,10 Aug 2015,Tesla Model S can be shut down remotely with just one key press · Hackers chose the electric car because it 'is an archetype for what all cars will look like in...
Now Aston Martin is thinking it could be the Tesla Model S killer,21 Aug 2015,"The Aston Martin Rapide made its world debut in 2010 and received a slight facelift in 2013. The non-electric Rapide S is powered by a 550-horsepower, 6.0-liter..."
Elon Musk on Tesla’s autonomous cars,25 Sept 2015,"That is currently being beta tested and will go into wide release early next month. So, we are probably only a month away from having autonomous driving at..."
Tesla’s startup culture has big risks and rewards,21 Aug 2015,"Tesla's startup culture has big risks and rewards ... A handful of Tesla's key executives have made millions of dollars exercising stock options this year,..."
Tesla Model S can be shut down remotely with just one key press | The Independent,10 Aug 2015,Tesla Model S can be shut down remotely with just one key press · Hackers chose the electric car because it 'is an archetype for what all cars will look like in...
Half-price Tesla Model 3 to be popular company car,4 Sept 2015,"The Tesla Model 3 will only be available from 2017, but it is already earning."
Porsche's Tesla killer: A superfast electric sports car that can read your emotions,14 Sept 2015,"Porsche's Tesla killer: A superfast electric sports car that can read your emotions ... Porsche's new 600-horsepower concept car, unveiled Monday at a German auto..."
Tesla Model X: See Inside the All-Electric SUV,30 Sept 2015,Tesla CEO Elon Musk unveiled the new Model X SUV Tuesday night. See the standout features.
"Elon Musk Says Tesla Cars Will Reach 620 Miles On A Single Charge “Within A Year Or Two,” Be Fully Autonomous In “Three Years”",29 Sept 2015,"Tesla CEO Elon Musk sat down with a Dutch TV show last week and had some interesting predictions to share. Asked, for example, when he thought the company..."
Tesla hackers explain how they did it at Defcon,9 Aug 2015,"In the software, the researchers found a link to download the car's firmware direct from Tesla's servers, but that was only accessible via a virtual private..."
"Tesla Is Betting on Solar, Not Just Batteries",2 Jul 2015,The advantage of Powerwall will be greater for households and business customers who have already installed solar panels and perhaps own a Tesla electric...
"Tesla's first SUV, the Model X, is finally hitting the road (Update)",29 Sept 2015,"Electric vehicle maker Tesla Motors has mastered the sporty two-seater and the elegant sedan. Now, it wants to conquer the family hauler."
Tesla's New 'Ludicrous Mode' Makes the Model S a Supercar,17 Jul 2015,"""Ludicrous mode"" comes as part of a new version of the Model S, the P90D. The name represents an upgraded battery pack, form 85 to 90 kWh, which Tesla says is..."
These famed Silicon Valley investors just backed a Chinese Tesla rival,17 Sept 2015,"These famed Silicon Valley investors just backed a Chinese Tesla rival ... One of Silicon Valley's oldest and best known investment firms, Sequoia Capital, has..."
Apple hires yet another driverless car expert from Tesla,21 Aug 2015,"On Friday, Reuters reported that Jamie Carlson, a former senior engineer from Tesla, has joined Apple according to his LinkedIn profile, which simply says he's..."
"Tesla’s Model X ‘Signature’ will set you back $132,000",2 Sept 2015,"The top-of-the-line SUV from Tesla will cost $132,00 — and more with upgrades."
Audi’s all-electric concept SUV is already being called a Tesla killer,19 Aug 2015,Audi's all-electric concept SUV is already being called a Tesla killer ... Audi released a teaser photo of an all-electric SUV concept car this morning and like...
Tesla's Model X Shows an SUV Can Go All-Electric,30 Sept 2015,"The Model X has the first “true” high-efficiency particulate air (HEPA) filter of any car, he said. “Now, we designed the car well before recent events,” Musk..."
Live from Tesla’s factory: It’s the Model X event,29 Sept 2015,"Live from Tesla's factory: It's the Model X event ... Tesla is holding a splashy event at its Fremont, Calif. factory right now to kick off deliveries of its..."
Tesla Model S Gets 'Ludicrous Speed' Upgrade,17 Jul 2015,CEO Elon Musk announced Friday a new “Ludicrous Speed” upgrade for the company's top-end Model S.
The latest Tesla customer: Oprah,1 Sept 2015,An endorsement by the influential Winfrey could go a long way to helping Tesla move into the mainstream.
"Tesla Dials Back EV Sales Targets, But Says Battery Business Is Growing at ‘Quite a Nutty Level’",6 Aug 2015,"On yesterday's second-quarter earnings call, Tesla Motors executives made bold predictions for the company's energy storage business, while also tempering..."
"Tesla gears up for Model X launch, but lowers car delivery guidance",5 Aug 2015,"While Tesla has been getting ready to launch its Model X car next quarter, it's now being conservative on potential supplier issues."
Tesla 'autosteer' update will make electric cars self-driving,31 Jul 2015,"The Tesla, SpaceX and PayPal founder said on Twitter that the update is ""almost ready"" and will include ""highway autosteer and parallel autopark""."
