Headlines,Dates,Descriptions
We Try Out the Tesla Model S Plaid's New and Improved Screen Setup,8 Dec 2021,"Tesla's 1020-hp missile features a revised screen in the center console, an updated infotainment system, and an all-new display for the rear passengers."
Tesla delivers first cars in Singapore five months after opening sales portal here,29 Jul 2021,"The delivery took place just after 10am at Tesla's unfinished showroom-cum-service centre in Toa Payoh Lorong 8, which was previously occupied by Nissan."
Tesla setting up shop at Toa Payoh Lorong 8 property with lease term of up to 20 years,29 Jul 2021,"ELECTRIC car maker Tesla has leased a building in Toa Payoh Lorong 8's industrial area for its showroom, corporate office and service centre."
Tesla's strength in patent numbers leaves rivals in dust,8 Aug 2021,"There are 29 patents in Tesla's portfolio related to thermal process and apparatus, placing it eighth in number. Although the collection appears small, the..."
What Are The Keys To EV Success? Tesla Is Focused On Battery Recycling,24 Aug 2021,"Just as important, Tesla says that it can recover 92% of a battery's materials — tons of nickel, copper, and cobalt. Fossil fuels are extracted and used once,..."
A guide to owning a Tesla car in Singapore,10 Jul 2021,"Tesla vehicles are impressive creations, but owning one could be less costly than you think. Tesla has landed in Singapore! No, not the famously unstable..."
Tesla to launch China R&D center in 2021 - Chinadaily.com.cn,10 Aug 2021,"Tesla Inc's China R&D center is expected to become operational later this year in Shanghai, as the United States carmaker continues to deepen its..."
Tesla records best sales in China in August,18 Sept 2021,"From entering the Chinese market via imports in 2013, Tesla spent only one year from breaking the ground of its Gigafactory in Shanghai in 2019 and delivered..."
Commentary: Tesla and all these Chinese EV makers are onto something worth hundreds of billions,12 Jul 2021,"The maturation of computing technologies is powering a new type of EV – one that is more connected and smarter. An EV, in other words, is less of an electrical..."
Tesla hikes electric car prices in U.S.; holds line in China,28 Jul 2021,"Tesla Inc (TSLA.O) showed signs of divergent strategies in the world's two biggest automotive markets, raising prices to boost profit margins in the United..."
"NIO, Xpeng and Li Auto need not fear euphoric demand for new Model Y: analysts",20 Jul 2021,"NIO, Xpeng and Li Auto need not fear euphoric demand for Tesla's cheaper Model Y, analysts say ... NIO, Xpeng and Li Auto, China's three home-grown Tesla..."
Tesla Has Finally Delivered Its First Few Model 3s in Singapore | Articles,30 Jul 2021,"Just a month after Tesla announced setting up a service centre in Toa Payoh, the firm has finally delivered its first few Model 3s here in Singapore."
Why Tesla Hasn't Entered Formula E,20 Sept 2021,"In that sense, perhaps the most obvious reason Musk will not enter Formula E or some formal head-to-head race against the likes of Porsche: He doesn't want to..."
Tesla sets up electric vehicle charging points in Orchard Central; condos may apply for grant to install chargers,19 Jul 2021,Tesla sets up electric vehicle charging points in Orchard Central; condos may apply for grant to install chargers ... SINGAPORE - Users of electric vehicles (EVs)...
"Led by Tesla, EVs drive chip industry's shift beyond silicon",6 Sept 2021,"Tesla has been a catalyst for this change. The U.S. automaker became the first of its peers to use silicon carbide chips in a mass-produced car, incorporating..."
This Company Has The Battery Technology To Beat Tesla,4 Sept 2021,Tesla's current 2170 cells in the form of the Panasonic 6752 units supplied in US-manufactured Tesla Model 3 cars have an energy density of 260 Wh/kg. StoreDot...
Tesla launches cheaper Model Y in China; China-made car sales muted in June,8 Jul 2021,"U.S. electric vehicle maker Tesla Inc (TSLA.O) on Thursday introduced a cheaper version of the Model Y in China, where it faces increased scrutiny from both..."
"Key Apple, Tesla suppliers halt production amid China power crunch",27 Sept 2021,TAIPEI -- Several key Apple and Tesla suppliers have halted production at some of their Chinese facilities to comply with Beijing's tighter energy con.
Tesla Flexes Innovative Muscle By Manufacturing Own Chips During Supply Crunch,22 Sept 2021,"Tesla's decision to manufacture its own, more advanced silicon carbide semiconductors has allowed it avoid crippling supply disruptions plaguing the rest of..."
Musk says Tesla likely to launch humanoid robot prototype next year,20 Aug 2021,"Tesla Inc Chief Executive Elon Musk on Thursday said the electric automaker will probably launch a ""Tesla Bot"" humanoid robot prototype next year,..."
"Tesla Wins First, Second, And Third In Car & Driver's 'EV 1000' Race",14 Jul 2021,"Tesla Wins First, Second, And Third In Car & Driver's 'EV 1000' Race · Manufacturers with established fast-charging infrastructure (i.e., Tesla) have an..."
Tesla's attempt to crack Indian market puts focus on tariffs,9 Sept 2021,"Tesla has been lobbying India to slash EV tariffs, Reuters reports. New Delhi is thought to be undecided, with some reports in August saying the government..."
China's Nio plans new brand to take on Tesla in China,12 Aug 2021,"HONG KONG -- Chinese premium electric vehicle maker Nio plans to launch a mass-market brand to take on Tesla, and will roll out three new models next."
Tesla Encounters Formidable Competition,19 Jul 2021,"Tesla Encounters Formidable Competition · And, this is not a flash-in-the-pan, one-time occurrence for Porsche. · Lastly, IHS Markit data indicate that with the..."
Tesla signs nickel deal with BHP to secure non-Chinese supply,21 Jul 2021,"Tesla signs nickel deal with BHP to secure non-Chinese supply ... Roula Khalaf, Editor of the FT, selects her favourite stories in this weekly newsletter. Tesla..."
"Tesla will 'most likely' restart accepting bitcoin as payments, says Musk",22 Jul 2021,Electric-car maker Tesla Inc (TSLA.O) will most likely restart accepting bitcoin as payments once it conducts due diligence on the amount of renewable...
"Tesla delivers more than 200,000 vehicles in a quarter for the first time",2 Jul 2021,"Tesla delivers more than 200,000 vehicles in a quarter for the first time ... Tesla delivered 201,250 vehicles in the second quarter of 2021, the company reported..."
U.S. probing fatal Tesla crash that killed pedestrian,3 Sept 2021,U.S. auto safety regulators are investigating a July 26 fatal crash in New York involving a Tesla vehicle that might have been using an advanced driver...
"Elon Musk praises China, says Tesla will continue to expand investments there",26 Sept 2021,"Elon Musk praises China, says Tesla will continue to expand investments there · Elon Musk reassured Tesla's commitment to China in a virtual speech at the World..."
Tesla launches subscription service for advanced driver assistance software,17 Jul 2021,"Tesla Inc (TSLA.O) said on Saturday it has introduced an option for some customers to subscribe to its advanced driver assistance software, dubbed ""Full..."
Tesla's Fall From Grace in China Shows Perils of Betting on Beijing,6 Jul 2021,"The overhaul is a response to an unusual degree of attention from regulators, as well as a rash of negative press coverage and online criticism. Last month, the..."
Tesla unveils chip to train A.I. models inside its data centers,19 Aug 2021,"Tesla unveils chip to train A.I. models inside its data centers · Tesla's new chip will be the fastest training computer for artificial-intelligence models, an..."
Elon Musk says Tesla Supercharger network will be open to other cars this year,20 Jul 2021,"Tesla CEO Elon Musk said Tuesday that the company's network of DC fast-charging stations for its electric vehicles, also known as the Tesla Supercharger..."
Australia sues Neoen for lack of power from its Tesla battery reserve,22 Sept 2021,"Australian Energy Regulator (AER) has filed a lawsuit against Neoen SA , saying the French firm's Tesla ""Big Battery"" in South Australia did not provide..."
"Tesla reports more than $1 billion in net income during Q2, up tenfold from a year ago",26 Jul 2021,"Tesla reports more than $1 billion in net income during Q2, up tenfold from a year ago · Earnings: $1.45 vs 98 cents per share adjusted expected, according to..."
BHP enters into nickel supply agreement with Tesla Inc,28 Jul 2021,BHP enters into nickel supply agreement with Tesla Inc ... BHP is announcing today the signing of a nickel supply agreement with one of the world's leading...
U.S. identifies 12th Tesla Autopilot car crash involving emergency vehicle,1 Sept 2021,U.S. auto safety regulators on Wednesday said they had identified a 12th crash involving Tesla Inc vehicles using advanced driver assistance systems in...
Tesla's China output halted for days in August on chip shortage - Bloomberg News,2 Sept 2021,"Tesla Inc temporarily halted some operations at its Shanghai factory last month as the global shortage of semiconductors hit the electric car maker,..."
Samsung in talks with Tesla to make next-gen self-driving chips -Korea Economic Daily,23 Sept 2021,"Samsung Electronics is in talks with Tesla to make Tesla's next-generation self-driving chips based on Samsung's 7-nanometre chip production process,..."
BHP to supply greener Australian nickel to Tesla,21 Jul 2021,Global miner BHP Group (BHP.AX) said on Thursday it signed a nickel supply agreement with Tesla Inc (TSLA.O) and will work with the electric carmaker on...
How the Chinese tycoon driving Volvo plans to tackle Tesla,2 Sept 2021,"It was 2008, and Leclair was responding to an offer from a little-known Chinese businessman to purchase the Swedish carmaker, which Ford owned. The businessman,..."
"Are Teslas Compatible with Apple iPhone, Apple Music and CarPlay?",5 Sept 2021,"The answer is a big no. That's not happening now, next year or anytime in the near future. Launching such a feature would require hardware not ready for prime..."
"Tesla reportedly moving out of malls, dealing another blow to shopping center owners",28 Jul 2021,"Tesla is shuttering a number of its showrooms in high-end shopping malls, according to a report from Electrek."
"Tesla top-of-range car caught fire while owner was driving, lawyer says",2 Jul 2021,"A Tesla Inc (TSLA.O) Model S Plaid electric vehicle burst into flames on Tuesday while the owner was driving, just three days after the $129900,..."
ALD Automotive launch leasing options for Teslas in Europe,9 Sept 2021,"ALD Automotive, the leading vehicle leasing company in Europe, has launched operational leasing services for corporates and small to medium sized companies..."
Breakingviews - Tesla comes of age at just the right time,26 Jul 2021,Tesla (TSLA.O) has finally joined the grown-ups. Elon Musk's electric-car maker didn't just charge past $1 billion in earnings last quarter for the first...
"Tesla expands legal, external relations workforce in China",17 Aug 2021,"Tesla Inc (TSLA.O) is hiring managers for legal and external relations teams in China, according to a job post on its Wechat account, as the electric-car..."
US opens formal probe into Tesla's Autopilot technology,16 Aug 2021,"The probe signalled an intensification of the scrutiny of Tesla's Autopilot software, which had previously been led by the independent National Transportation..."
"Tesla delivers 201,250 cars in Q2, a new record for EV maker",2 Jul 2021,"Tesla delivers 201,250 cars in Q2, a new record for EV maker. Tesla said its delivery count should be viewed as slightly conservative, and final numbers could..."
Tesla plans energy trading team as company expands battery projects,8 Sept 2021,"Electric vehicle maker Tesla Inc is looking to staff an energy trading team to support its battery and renewable power projects, according to Tesla's..."
Tesla looks upstream in hunt for EV battery-grade nickel,10 Aug 2021,Tesla looks upstream in hunt for EV battery-grade nickel · one of the most outspoken proponents of increasing the availability of sustainably produced nickel...
Hyperdrive Daily: Assessing Tesla's Master Plan Part Deux,7 Jul 2021,"Evaluating Tesla's Master Plan Part Deux · “Create stunning solar roofs with seamlessly integrated battery storage.” Tesla's Solar Roof does exist, and it's now..."
Insight: A life and death question for regulators: Is Tesla's Autopilot safe?,21 Sept 2021,"Since 2016, U.S. auto safety regulators have separately sent 33 special crash investigation teams to review Tesla crashes involving 11 deaths in which advanced..."
Musk trial asks the $2 bln question: Who controls Tesla?,9 Jul 2021,More than $2 billion hinges on that question as a trial kicks off on Monday. Shareholders allege that Musk used his control of Tesla to force the company in...
Indian auto parts makers' shares gain on report of talks with Tesla,30 Aug 2021,Shares of Indian auto parts suppliers rose as much as 14% on Monday following a report electric-vehicle maker Tesla Inc was in talks with at least three...
I just bought my very first Tesla. Here's what happened,5 Jul 2021,The original date was 7/3 and the call was on 6/30/2018. Just 1 hour later I got a call from Tesla service center telling me my car arrived earlier and asking...
Tesla Bot Started With a Human Dancer. Will It Become Real Robot?,23 Aug 2021,"The audience was confused, until Musk revealed what the Tron: Legacy-esque interpretive dance was supposed to represent: Tesla is making a robot. The Tesla Bot,..."
Piedmont Lithium delays timeline to supply Tesla,2 Aug 2021,Piedmont Lithium Inc (PLL.O) said on Monday it will delay first shipments of lithium chemicals to electric vehicle maker Tesla Inc (TSLA.
Chasing Tesla: how traditional carmakers are revving up their electric vehicle production,13 Jul 2021,Low barriers to entry. A third reason why the pure EV players are facing greater competition is that the barriers to entry for new EV manufacturers are low. EVs...
Tesla co-founder's battery recycling start-up raises $700m,28 Jul 2021,JB Straubel's Redwood Materials seeks to upend US electric vehicle supply chain.
Elon Musk's Biggest Tesla Blunders Of The Last Five Years,15 Jul 2021,"In 2020, Tesla reported delivering just 205 megawatts of solar panels, a quarter of what SolarCity installed in 2016. Tesla has also had difficulty maintaining..."
Tesla (TSLA) Moves Closer to Selling Its Cars in India,1 Sept 2021,"A Big but Challenging Market for Electric Vehicles. India represents both an opportunity and a challenge for Tesla. With the world's second biggest population,..."
Tesla to work with global regulators on data security -Musk,17 Sept 2021,"Electric vehicle maker Tesla Inc will work with global regulators to ensure data security, Chief Executive Elon Musk told an industry event in China on..."
You Want Tesla’s CHAdeMO Adapter For EV Roadtrips — Form A Club,7 Sept 2021,"One CHAdeMO network, EVgo, has bought a small number of the Tesla adapters and put them at their stations. They are mounted on a retractable cable at the side..."
"Elon Musk unveils Tesla Bot, a humanoid robot that uses vehicle AI",20 Aug 2021,"Elon Musk unveils Tesla Bot, a humanoid robot that uses vehicle AI. ""It's intended to be friendly,"" the carmaker's CEO joked. ... Jackson Ryan was CNET's science..."
Indian auto part makers want Tesla's entry to benefit local companies,3 Aug 2021,"India's auto component makers want Tesla's potential entry to benefit the country's suppliers, and one way to achieve that is for the company to manufacture..."
Lucid to start deliveries of electric cars with range exceeding Tesla's in October,29 Sept 2021,"U.S. startup Lucid Group Inc said on Tuesday it will start delivering luxury electric sedans with a Tesla-beating driving range in late October,..."
"Tesla Drivers, Gripped by FOMO, Clamor to Be FSD Beta Testers",29 Sept 2021,"Late Friday night, Tesla finally released “the button.” Owners of Tesla cars who paid for what Tesla calls Full Self-Driving, or FSD, can now request to..."
Tesla's (TSLA) Autopilot Reported to Cause Another Crash,28 Aug 2021,"A Tesla (TSLA) Model 3, reportedly in Autopilot mode, rammed into a state trooper's car in Florida, but Tesla's stock price remains unchanged."
Tesla AI Day: From Cars and Chips to Robots - Counterpoint,23 Aug 2021,"Tesla unveiled the Dojo AI training chips built on a 7nm process node and packaged with the BGA packaging technology. Tesla claims it has GPU-level compute, CPU..."
Tesla's recycling agenda,30 Aug 2021,Tesla is driving down the amount of waste generated per vehicle and has decreased manufacturing waste by 50 percent in new facilities.
The impact of Tesla's California virtual power plant,22 Jul 2021,Tesla Powerwall customers in California became eligible to enroll their batteries into a virtual power plant (VPP) in July 2021. If all systems are enrolled...
Tesla Model 3 named best selling car in Britain as electric adoption accelerates,5 Jul 2021,"The Tesla (TSLA) Model 3 has topped a list of best-selling cars in the UK in June, as drivers shift towards electric and hybrid vehicles ahead of a ban on..."
Elon Musk says the chip shortage is a ‘short-term’ problem,24 Sept 2021,Tesla CEO Elon Musk said Friday that the ongoing semiconductor crisis will be over by next year.
Tesla (TSLA) Turns On the Charm in China,28 Sept 2021,Tesla's China tilt may seem surprising and belated after a relatively successful debut last year. But the company's efforts are an attempt to patch up relations...
Tesla’s Autopilot faces US investigation after crashes with emergency vehicles,16 Aug 2021,NHTSA says it has identified 11 crashes since 2018 in which Teslas on Autopilot or Traffic Aware Cruise Control have hit vehicles at scenes where first...
Elon unveils the 'Tesla Bot',20 Aug 2021,"More videos on YouTube ... That's right, for Tesla's “AI Day” on Thursday, Elon “unveiled” a real-life human being, dancing and dressed up as a robot. Pretty,..."
U.S. senators urge FTC to probe Tesla over self-driving claims,18 Aug 2021,"Two U.S. senators on Wednesday pressed the Federal Trade Commission (FTC) to probe Tesla (TSLA.O), saying the company has misled consumers and endangered..."
Tesla China Shipments of Locally Made Cars Plunge in July,10 Aug 2021,Tesla Inc. shipments of China-made cars to the local market fell sharply last month following a run of negative publicity and the recall of almost every...
Why Tesla Is Designing Chips to Train Its Self-Driving Tech,7 Sept 2021,"At a promotional event last month, Tesla revealed details of a custom AI chip called D1 for training the machine-learning algorithm behind its Autopilot self-..."
Tesla 'big battery' fire fuels concerns over lithium risks,3 Aug 2021,"Lithium-ion batteries can catch fire after a process called “thermal runaway”, which results when a battery is overcharged or crushed. Heat as well as a mixture..."
"Tesla sold 44264 China-made vehicles in August, local deliveries up",8 Sept 2021,"U.S. electric vehicle maker Tesla Inc in August sold 44264 China-made vehicles, including 31379 for export, the China Passenger Car Association (CPCA) said..."
Elon Musk's Tesla model sets new speed record for production EVs | Mint,10 Sept 2021,"A Plaid Tesla Model S has set a new production electric car lap record at Germany's famed Nürburgring racetrack, CEO Elon Musk said today on Twitter."
Elon Musk says Tesla Roadster delayed until 2023 as supply chain issues persist,1 Sept 2021,Elon Musk says Tesla Roadster delayed until 2023 as supply chain issues persist · Supply chain shortages are delaying the next version of Tesla's high-...
Tesla buyers confounded by delivery delays stretching for months,18 Aug 2021,Tesla buyers confounded by delivery delays stretching for months ... Some Tesla customers in Florida and California have experienced delivery delays of weeks or...
Tesla (TSLA) Wants to Become an Electricity Retailer,31 Aug 2021,"Tesla's foray into becoming a retail electricity provider could boost the top line for its energy services business. In its last reported quarter, the company..."
"Tesla (TSLA) Plans for Future, Makes Changes to Business",30 Jul 2021,"Key Takeaways · Tesla is lowering the price of its cars in China to garner market share. · According to reports, the company is also planning to overhaul its..."
Tesla accelerates into most valuable automotive brand position,19 Jul 2021,"Kantar BrandZ finds that Tesla is the most valuable and fastest growing auto brand on the planet, more than trebling its value from 2020."
Tesla rewrote its own software to survive the chip shortage,26 Jul 2021,"Tesla responded to the global chip shortage by rewriting its vehicle software to allow for alternative chips be used, the company said during an earnings..."
When Is The Tesla Battery Revolution Really Coming?,31 Aug 2021,"At the Battery Day in September 2020, Musk claimed that by September 2021 Tesla would hit around 10GWh capacity producing the new cells. However, in 2020 the..."
Elon Musk says Tesla will build a humanoid robot prototype by next year,19 Aug 2021,"Slides displayed by Tesla on Thursday show that Autopilot cameras will be installed in the bot's head. It will be able to carry 45 pounds, lift 150 pounds, and..."
Musk says Tesla's self-driving software update 'not great',23 Aug 2021,Tesla Inc's Chief Executive Elon Musk said on Monday said that the electric-car maker was working on improving the much-awaited update to its self-driving...
Tesla Is Developing Blockchain Platform To Ensure Users Can Fully Track Cobalt 'From Mine To Battery',17 Aug 2021,Tesla Inc (NASDAQ: TSLA) revealed that it was working with a consortium of cobalt producers to develop a blockchain platform to track the commodity from...
Watch a Tesla wade through flood waters nearing windshield,26 Jul 2021,Watch this video filmed from inside a Tesla as it wades through flood waters almost up to its windshield · Multiple videos of Teslas driving through flood zones...
"US probe into Tesla’s Autopilot woes includes 765,000 vehicles",16 Aug 2021,"US probe into Tesla's Autopilot woes includes 765,000 vehicles. The US National Highway Traffic Safety Administration said it has identified 11 crashes since..."
Tesla's Elon Musk Weighs In on Battery Fires. We Looked at the Numbers.,21 Sept 2021,"Tesla (ticker: TSLA) CEO Elon Musk endorsed one effort to provide that—a post saying fires have occurred in 0.01% of Tesla cars on the road, far fewer than for..."
"Elon Musk says Tesla plans to build a humanoid robot, the Tesla Bot - The Washington Post",20 Aug 2021,"Tesla says it plans to build a humanoid robot to perform basic tasks, such as wrenching on cars or making grocery runs. It's part of the company's broader..."
Tesla registrations in California surge 85% in second quarter - data,15 Jul 2021,"Tesla Inc's (TSLA.O) vehicle registrations in California rose more than 85% in the second quarter versus last year, largely due to the success of the..."
Tesla’s Autopilot Technology Faces Fresh Scrutiny,1 Sept 2021,"While NHTSA has not forced Tesla to recall Autopilot, the National Transportation Safety Board concluded that the system “played a major role” in the 2016..."
'It Happened So Fast': Inside a Fatal Tesla Autopilot Accident (Published 2021),1 Sept 2021,"Listen to This Article ... George Brian McGee, a finance executive in Florida, was driving home in a Tesla Model S operating on Autopilot, a system that can steer..."
Tesla faces claims of toxic suppliers and potential child labor,30 Sept 2021,"In two reports from China, and in one resolution from U.S. investors that is up for a vote at Tesla's annual shareholder meeting next week, groups examining the..."
Tesla finally made a profit without the help of emission credits,26 Jul 2021,Tesla has finally turned a profit on sales of its electric cars and energy storage products alone. The company has reported a $1.1 billion profit for the...
Tuned Tesla Model S Plaid sets new lap record for EV cars at Laguna Seca - Online Car Marketplace for Used & New ...,4 Aug 2021,"California's Unplugged Performance has just tweaked a Tesla Model S Plaid to a new production EV lap record around the Laguna Seca raceway, outpacing even..."
Elon Musk warned of a 'Terminator'-like AI apocalypse — now he's building a Tesla robot,24 Aug 2021,"Elon Musk spent years issuing warnings and about robots overpowering humans. Now, he says he's creating a prototype of a Tesla-branded ""friendly"" robot."
A Tesla car mysteriously slows down mid-road for no good reason but one. Watch video | Mint,29 Jul 2021,A rider using Tesla's Autopilot system noticed that his car was slowing down recurringly despite the road being relatively wide and open.
Musk's 'AI Day' confronts tough questions about Tesla's technology,19 Aug 2021,"At Tesla's ""Autonomy Day"" event in April 2019, Chief Executive Elon Musk said that by mid-2020 Tesla would have over a million self-driving vehicles where..."
Tesla Places Big Bet on Vision-Only Self-Driving,16 Jul 2021,"Full Self-Driving beta software v9.0 shows many improvements, but the road to full autonomy still looks rocky ... The latest update to Tesla's self-driving..."
Tesla crash-tests India’s industrial focus,15 Sept 2021,That's several times the average cost of a car in India and on the cusp of the luxury category which has barely a 1% share of a relatively small market: Overall...
Tesla Autopilot to be compared with 12 other carmakers' systems in NHTSA probe,14 Sept 2021,"In April, he wrote on Twitter: “Tesla with Autopilot engaged now approaching 10 times lower chance of accident than average vehicle.”."
Tesla Is Developing Blockchain Platform To Ensure Users Can Fully Track Cobalt 'From Mine To Battery',17 Aug 2021,Tesla Inc (NASDAQ: TSLA) revealed that it was working with a consortium of cobalt producers to develop a blockchain platform to track the commodity from...
Watch a Tesla wade through flood waters nearing windshield,26 Jul 2021,Watch this video filmed from inside a Tesla as it wades through flood waters almost up to its windshield · Multiple videos of Teslas driving through flood zones...
"US probe into Tesla’s Autopilot woes includes 765,000 vehicles",16 Aug 2021,"US probe into Tesla's Autopilot woes includes 765,000 vehicles. The US National Highway Traffic Safety Administration said it has identified 11 crashes since..."
"Elon Musk says Tesla plans to build a humanoid robot, the Tesla Bot - The Washington Post",20 Aug 2021,"Tesla says it plans to build a humanoid robot to perform basic tasks, such as wrenching on cars or making grocery runs. It's part of the company's broader..."
Tesla's Elon Musk Weighs In on Battery Fires. We Looked at the Numbers.,21 Sept 2021,"Tesla (ticker: TSLA) CEO Elon Musk endorsed one effort to provide that—a post saying fires have occurred in 0.01% of Tesla cars on the road, far fewer than for..."
Tesla’s Autopilot Technology Faces Fresh Scrutiny,1 Sept 2021,"While NHTSA has not forced Tesla to recall Autopilot, the National Transportation Safety Board concluded that the system “played a major role” in the 2016..."
Tesla Earnings: What to Look for from TSLA,26 Jul 2021,"Key Takeaways · Analysts estimate adjusted EPS of $0.99 vs. $0.44 in Q2 FY 2020. · Vehicle deliveries, which Tesla reported earlier this month, rose YOY at the..."
'It Happened So Fast': Inside a Fatal Tesla Autopilot Accident (Published 2021),1 Sept 2021,"Listen to This Article ... George Brian McGee, a finance executive in Florida, was driving home in a Tesla Model S operating on Autopilot, a system that can steer..."
Tesla faces claims of toxic suppliers and potential child labor,30 Sept 2021,"In two reports from China, and in one resolution from U.S. investors that is up for a vote at Tesla's annual shareholder meeting next week, groups examining the..."
Tesla (TSLA) Delays Cybertruck to 2022,10 Aug 2021,Tesla (TSLA) was supposed to deliver its cybertruck by the end of this year but has delayed the launch to 2022 due to Model Y production priorities.
"Tesla reports $1 billion in profit, with sales almost doubling in the last quarter",26 Jul 2021,"Tesla turned in some solid numbers for its quarterly earnings, reporting more than $1 billion in net income — 10 times more than this time last year."
U.S. opens probe into Tesla's Autopilot over emergency vehicle crashes,16 Aug 2021,U.S. auto safety regulators on Monday opened a formal safety probe into Tesla Inc's (TSLA.O) driver assistance system Autopilot after a series of crashes...
US probing Autopilot problems on 765000 Tesla vehicles,16 Aug 2021,The U.S. government has opened a formal investigation into Tesla's Autopilot partially automated driving system after a series of collisions with parked...
"Book review of Power Play: Tesla, Elon Musk, and the Bet of the Century by Tim Higgins",27 Aug 2021,"“Power Play” allows us to see how Musk aligned Tesla with his personal vision (“the cars were built in Musk's image,” Higgins tells us) and how he in essence..."
Review: A deep new history of Tesla takes the shine off Elon Musk,30 Jul 2021,"To the inevitable disappointment of some and the relief of others, this is a book about Tesla, not about its founder. Elon Musk already does a fine job aiming..."
Tesla Model 3 maintenance not exactly easy on the pocket | Owner's review,31 Jul 2021,Tesla Model 3 maintenance not exactly easy on the pocket | Owner's review · 1. Fixed a broken sunvisor clamp (Tesla fixed for free under warranty) · 2. Extra...
Tesla files new patent on lithium extraction method method,21 Jul 2021,"Tesla has filed a patent on a new lithium extraction method from clay materials, as an environmentally friendlier way to obtain the metal."
Why Tesla (TSLA) Will Benefit From Biden's Executive Order on EVs,9 Aug 2021,"Why Tesla Will Benefit from the Executive Order ... While the overall cost of an EV vehicle is still substantially higher than that of a gasoline vehicle, Tesla..."
'Please launch Tesla cars in India ASAP': What Elon Musk replied | Mint,25 Jul 2021,"""We want to do so, but import duties are the highest in the world by far of any large country! Moreover, clean energy vehicles are treated the same as diesel or..."
Opinion | Why Tesla's 'Beta Testing' Puts the Public at Risk (Published 2021),30 Jul 2021,"But there's nothing innocuous about the beta tests being run by Elon Musk, the billionaire C.E.O. of Tesla. He has turned American streets into a public..."
Tesla Model S garage fire follows pattern prompting warnings for other EVs,4 Aug 2021,"The fire inspector cited the thermal management system in one of the Tesla Model S sedans as one of two possible causes in the blaze, which showed what can..."
Elon Musk's Tesla Bot raises serious concerns – but probably not the ones you think,7 Sept 2021,"Tesla's “full self-driving” technology, which includes the dubiously named Autopilot, is a starting point for the developers of the Tesla Bot. Impressive as..."
Crashes involving Tesla Autopilot and other driver-assistance systems get new scrutiny. (Published 2021),1 Sept 2021,"At least three Tesla drivers have died since 2016 while driving with Autopilot engaged. In two cases, the system and the drivers failed to stop for tractor-..."
It's Time To Dispel A Big Myth About Tesla Autopilot,16 Sept 2021,"I'm surprised because it's something that Tesla itself makes very clear in its documentation, but somehow the truth hasn't gotten to many Tesla owners. The myth..."
Elon Musk says Tesla faced 'crazy supply chain shortages',1 Sept 2021,"Elon Musk said that supply chain snags have hindered Tesla's plans for 2021. On Saturday, backlogs at two of the US' largest ports hit a new high."
"Tesla Isn't Selling a Car, It's Selling an Experience",9 Sept 2021,"Tesla's strategy is different from that of other car importers. It produces covetousness through the fact that it does not run a campaign. In addition, it has..."
Tesla's full self-driving mode is actually not fully self-driving,30 Sept 2021,"And the name “full self-driving” kind of implies that the car will drive itself. But, as Tesla notes on its website, that is not the case right now. These cars..."
Tesla (TSLA) Delays Second Generation Roadster Launch,3 Sept 2021,"Originally scheduled to be delivered sometime last year, the Tesla Roadster will now be available to customers only in 2023, according to tweet by company CEO..."
Tesla's German factory pits politicians against environmentalists,20 Aug 2021,"Despite all the political backing, Tesla is still waiting for final approval for the factory, prompting the company to repeatedly grumble about German..."
The Amazing Ways Tesla Is Using Artificial Intelligence And Big Data,13 Jul 2021,"Tesla effectively crowdsouces its data from all of its vehicles as well as their drivers, with internal as well as external sensors which can pick up..."
Tesla is under investigation because its cars keep hitting emergency vehicles,17 Aug 2021,Federal safety regulators are investigating at least 11 accidents involving Tesla cars using Autopilot or other self-driving features that crashed into...
How Tesla Got Two Nürburgring Lap Times From the Same Lap,10 Sept 2021,"While this short-course lap time was not considered ""official"" by Ring organizers, it was the first published lap time for a mainstream production EV. And now,..."
"Tesla full self-driving fooled by moon, sun, billboards, Burger King",26 Jul 2021,"Tesla's Full Self-Driving tech keeps getting fooled by the moon, billboards, and Burger King signs · A viral tweet showed a Tesla confusing the moon for a..."
Four Tesla models get green signal in India | Mint,1 Sept 2021,"Tesla last year set up its Indian unit, Tesla India Motors and Energy Pvt. Ltd, marking its intention for an entry into its potential growth market for electric..."
Tesla co-founder has a plan to become king of EV battery materials—in the U.S.,14 Sept 2021,"Tesla co-founder has a plan to become king of EV battery materials—in the U.S. ... Redwood Materials Inc., the battery recycling company created by Tesla Inc. co-..."
Tesla isn't the only company charging a monthly fee for extra features,30 Jul 2021,"The extra monthly fee goes into place on top of the equipment's upfront price which can cost as much as $2,500. The monthly fee is tacked on if the driver..."
Rivian is no Tesla. That's exactly what these buyers want,27 Sept 2021,"The vehicles are a better fit for an outdoorsy lifestyle, and they look more conventional, with squared-off styling and a rugged appearance, they say. Many..."
Tesla's FSD Could Alone Be Worth Much More Than The EV Giant's Current Market Cap In a Decade: Analyst,24 Jul 2021,"Tesla, Inc. (NASDAQ: TSLA) recently launched the subscription option for full self-driving. Loup Ventures Managing Partner Gene Munster offered his take on..."
Tesla (TSLA) to Expand 'Full Self-Driving Capability' Beta,21 Sept 2021,Self-Driving to Profits? Tesla's push to expand the market for its FSD subscriptions could boost its revenue in the coming quarters. The company charges $199...
