Headlines,Dates,Descriptions
The Toyota RAV4 EV Is Back! This Time Powered By Tesla,19 Nov 2010,"The Toyota RAV4 EV just debuted at the LA Auto show. It's not much of a surprise, really. It's been known for a while that Toyota and Tesla were working..."
Tesla IPO as a Barometer for Market Health (NASDAQ:TSLA),4 Jul 2010,The IPO market is a litmus test for the broader stock market.
No limits for Tesla CEO Elon Musk - Silicon Valley Business Journal,23 Dec 2010,"Elon Musk is a man without boundaries. He wants to electrify our transportation system on Earth while also taking us up into space, and he is wasting ..."
Move Over Tesla. There's a Mercedes Gullwing SLS AMG E-Cell Behind You.,22 Jun 2010,"Until now the words electric, car and Mercedes have had an uncomfortable union. While Mercedes' cheapest car, the diminutive Smart ForTwo, has an electric..."
Musk divorce case could hang over Tesla for up to a year,11 May 2010,"It hasn't been determined precisely how Mr. Musk's interests in Tesla Motors, SpaceX and SolarCity are affected, but Zolla previously told VentureBeat that Mrs."
"Forget The Tate Gallery, Artist Turns Tesla Roadster Into Moving Exhibit",3 Dec 2010,"Many would argue that the 2011 Tesla Roadster Sport 2.5 is a work of art, with its smooth lines, low profile and breathtaking performance."
Dark Void – Tesla Should Never Be This Grounded,28 Jul 2010,"Dark Void was a flop. It was reviewed poorly and didn't sell well. After playing it myself, I'm actually surprised it was not better received."
Toyota to invest $50 million in electric car plant,20 May 2010,The heads of Tesla Motors Inc. and Toyota Motors Corp. surprised the auto world Thursday by announcing a partnership to develop and build electric cars at a...
Tesla paying $42 million for Fremont’s NUMMI plant,27 May 2010,Tesla paying $42 million for Fremont's NUMMI plant.
Tesla Motors Boss Elon Musk tells: How to make a small fortune,31 May 2010,"Tesla Motors Boss Elon Musk tells: How to make a small fortune. Here's how, apparently: Start with a really big fortune, then begin your very own green car..."
Electric Tesla Roadster makes Canadian debut,28 May 2010,The electric Tesla Roadster is now available to Canadian drivers with a passion for fast sports cars and a concern for the environment.
What Range Anxiety? Daihatsu EV Does 623 Miles On One Charge,6 Aug 2010,"Last October, Simon Hackett and Emilis Prelgauskas set a new distance record for a production battery-powered vehicle: a hugely impressive 313 miles in a..."
Tesla Roadster Reaches China's Great Wall,15 Jun 2010,"BEIJING — A Tesla Roadster traveling around the world has arrived at the Great Wall of China, the most iconic cultural landmark of the eight-month road trip..."
Tesla Breeding Devotees Even Before Electric Cars Are Built,17 Jul 2010,"SAN JOSE, Calif. | Venture capitalist Steve Jurvetson was skimming the information packet for his Tesla Motors board of directors meeting last year when he..."
Ready Already: Toyota Rav4 EV by Tesla to Debut in Los Angeles,11 Nov 2010,"In one of the quickest turnarounds we've seen in years, the Toyota RAV4 EV that Tesla only agreed to build for the Japanese giant four months ago will make..."
Gran Turismo Game Goes Green: Virtual Electric Cars,26 Nov 2010,"Depending on your demographic, the new PlayStation 3 Gran Turismo 5 (GT5) video game is either your single most essential purchase this year,..."
Review: Tesla's quiet confidence,7 Oct 2010,"For this 1,235-kg rear-wheel-drive roadster, accelerating and merging onto the highway is effortless. When pushed, you'll hear a slight ""ZZZ"" sound, but it's..."
Video: Boy receives shock and awe from Tesla Roadster,22 Oct 2010,"The post-jump video starts out slowly enough as the young fella chats it up with who appears to be a family friend or relative, but about 22 seconds in said..."
Tesla Motors pays fine for lacking emissions Certificate of Conformity,26 Aug 2010,"Tesla Motors pays fine for lacking emissions Certificate of Conformity ... Sometimes, technology moves faster than rules and regulations. For instance, in some..."
Tesla's electric bolt out of the blue,16 Dec 2010,Most electric and hybrid vehicles struggle with the weight and positioning of their batteries. Often the need to carry a giant battery pack means...
Tesla Will Build Two Cars For Toyota,10 Jul 2010,"Not two kinds. Not two types. Two. As in what's sitting in your two car garage. In what must be the eclipse of brazenness, Tesla announced that “on Friday..."
Toyota to sell Tesla-powered electric car | ETA,23 Jul 2010,"Head of research and development at Honda, Tomohiko Kawanabe, earlier this year told Bloomberg news:“We are definitely conducting research on electric cars, but..."
Electric-car lovers already lining up for Tesla’s Model S sedan,7 Jul 2010,"Solar eclipse: Glasses are key, but did you know clothing choice could enhance viewing? The woman was..."
2010 Los Angeles Auto Show: 2012 Toyota RAV4 EV,18 Nov 2010,"Toyota has revealed the new Tesla-partnered RAV4 EV at the 2010 Los Angeles Auto Show today, the first of 35 demonstration vehicles that will lay the ground..."
"After One Week On Nasdaq, Tesla Stock Falls Below IPO Price",6 Jul 2010,"What a week it's been! Tesla's stock price is currently sitting just over $16, down from last week's IPO price of $17. In the meantime, it&…"
2011 Tesla 2.5 Roadster Sport First Impressions,6 Sept 2010,Read this editor's review of the tesla roadster 2011volkswagen jetta 2011 - 2011 Tesla 2.5 Roadster Sport First Impressions.
The Harvard Crimson,10 Nov 2010,"The driver, Camille J. Ricketts, communications manager for Tesla Motors, Inc., and Leifer had rigged up a connection to the high-voltage outlets in the Lowell..."
"Tesla IPOs, Moves To Build New Roadster In-House and Stop Losses",30 Jun 2010,"Tesla or now TSLA on the NASDAQ stock exchange, is moving in the right direction; at least that is what everyone who bought stock during the first day of..."
Tesla Roadster 2.5 unveiled,1 Jul 2010,Read this car news article from 2010-07-01. Tesla Roadster 2.5 unveiled.
2010 Los Angeles Auto Show: Toyota Shows Teaser Pictures,11 Nov 2010,"Yesterday, with just one week to go before the 2010 Los Angeles Auto Show, Toyota released a few teaser pictures of the much-anticipated love-child of..."
World's oldest Tesla owner never drives his car; 16-yr-old granddaughter drives it for practice,21 Jul 2010,Howard Dunholter and his teenage granddaughters with his Tesla Roadster – Click above for high-res image.
Mercedes-Benz A-Class E-Cell: Full Details on Electric Hatchback for Europe,15 Sept 2010,"Joining the electric-vehicle party, Mercedes-Benz has released final details of its first mass-produced all-electric car, which will start coming down the..."
"Tesla's loaded -- but Musk, not so much",7 Jun 2010,"At the office, Tesla Motors CEO Elon Musk seems to have money coming in from every angle. Tesla is in the midst of a $100 million stock offering."
"Small, Electric Car Gets Fined For Polluting In U.S.",31 Aug 2010,"If someone pointed to a Tesla Roadster and said, “That thing is the worse polluter on the road,” most people would take exception to it."
Tesla battery powered car sparks interest on Alki,11 Sept 2010,"While crossing the West Seattle Bridge and then cruising Alki, test-driving the noiseless, battery-powered, zero-emissions Fusion Red Tesla Sport Roadster,..."
"Elon Musk: ""Why Owen Thomas Is Silicon Valley's Jayson Blair""",11 Jul 2010,"Tesla Motors Founder and CEO Elon Musk isn't a man that backs down when facing the press. When the New York Times wrote an error-filled article, Musk lashed..."
Drunk History Vol. 6 – The amazing story of Nikola Tesla,31 May 2010,"Drunk History Vol. 6 – The amazing story of Nikola Tesla. Watch the amazing story of Nikola Tesla (John C. Reilly); the father of Western Technology, who sailed..."
"Tesla Ups Price, Volume of Initial Public Offering",29 Jun 2010,"Tesla Motors, Inc. (Nasdaq:TSLA), a manufacturer of electric vehicles and electric powertrain components, today announced its initial public offering of..."
"No Engine, No Brand Identity? Electric Cars And Branding",8 Dec 2010,Let us run a few engines past you. A warbling flat six. A growling V8. The howl of an inline four changing cam profiles. The smooth buzz of a rotary.
Elon & Justine Musk's Post Nuptial Agreement: Would You Sign This?,23 Sept 2010,My story on pre and post nups in the Forbes 400 Rich List issue out this week discusses the post nuptial agreement between Tesla Motor founder Elon Musk and...
2010: O’Brien: Tesla plant unveiling another step in Elon Musk’s big bet,27 Oct 2010,Perhaps the most surprised may well have been the man most responsible for this day: Tesla cofounder Elon Musk. The unveiling of the Tesla factory comes three...
"Tesla to buy old resources from GM, Toyota for NUMMI plant",22 Aug 2010,"Tesla to buy old resources from GM, Toyota for NUMMI plant ... When Tesla struck a deal a few months ago with Toyota to buy the closed NUMMI factory in Fremont,..."
"Menlo Park's only auto factory assembles $100,000 cars",28 Sept 2010,"Passers-by may well have seen the sleek, gray and very modern Tesla dealership at 300 El Camino in Menlo Park, just opposite the intersection with Partridge..."
The Japanese Government Will Pay You If You Buy A Tesla,31 Aug 2010,"The Japanese government will give you $40354 (in ever appreciating Yen) if you buy a Tesla Roadster. Prices for a Tesla Roadster start at $152000 in Japan,…"
"Tesla SEC filing reveals Model S has 3,000 deposits",18 Dec 2010,"In an 8-K filing posted with the U.S. Securities and Exchange Commission yesterday, Tesla Motors revealed that, by the end of the third quarter,..."
2013 Tesla Roadster to be completely built in-house,29 Jun 2010,We've been poring over Tesla's IPO filing with the SEC and hidden within the indecipherable legalese is a little gem for those of us more interested in...
Elon Musk Goes Public,9 Jul 2010,"In an unexpected move, Tesla's CEO, Elon Musk, stepped under the spotlight this week and sent a very lengthy letter to several American print and online..."
"Sure, it's green, being electric and all, but at heart Tesla's a hot sports car",26 Dec 2010,"You can crunch all the specifications for the all-electric Tesla Roadster, but two numbers stand out: 245 and 3.7."
Elon Musk Donates Some Solar Power,15 Dec 2010,"This week, Elon Musk, perhaps one of the most active young entrepreneurs this year, announced he would end 2010 by doing a bit of charity work. The Tesla..."
manufacturing business computer systems Tesla Motors Dassault,4 Oct 2010,"Electric cars manufacturer Tesla Motors is reporting a successful upgrade to its Dassault Systèmes' CAD/CAM/PLM (product lifecycle management) software,..."
2011 Tesla 2.5 Roadster Sport First Impressions Editor's Review | Car News,6 Sept 2010,The small steering wheel is thick and grippy and steering feels heavy leaving the parking lot. The Tesla is eerily silent; drivers have likened it to...
Tesla Comix!,3 Aug 2010,"As Germans love David Hasselhoff, so do young science nerds love Nikola Tesla. Why? My personal theory is that the alchemy involves one part ""rooting for..."
"Brabus Tesla Roadster gets ""renewable"" miles in new Green Package in Germany",9 Dec 2010,Brabus Tesla Roadster – click above for high-res image gallery.
LA 2010: Elon Musk says Tesla-powered Toyota RAV4 EV is good for Model S,18 Nov 2010,Elon Musk (right) and Jim Lentz with the Toyota RAV4 EV – Click above for high-res image gallery.
VC marvels at the mind of Tesla's Musk - Silicon Valley Business Journal,29 Dec 2010,"It could be argued that Steve Jurvetson, managing director of venture capital firm Draper Fisher Jurvetson, is one of Elon Musk's biggest champions. J ..."
Naming Electric Cars And Companies: Is Anything Good Left?,10 Dec 2010,Naming new car models is always tough. The latest head-scratcher is GM's decision to rebrand the replacement for its Aveo subcompact as the 2012 Chevrolet...
"Report: Tesla, Toyota to build electric cars at old NUMMI plant in Fremont",20 May 2010,LOS ANGELES — An official who's been negotiating with Tesla Motors Inc. to open an auto factory in Downey says the carmaker has chosen to partner with...
Zap Alias Prize Entrant – X Prize Finalist Profiles,10 Sept 2010,Here is a look at the Zap Alias's odds to take the main stash at the Progressive Automotive X Prize.
LA Show 2010: New Toyota RAV4 EV Powered by Tesla Appears in the Flesh [with Video],18 Nov 2010,"Apparently the RAV4 is still around, and Toyota has partnered with Tesla to make a new EV version of the SUV so the common man can be just like Tom Hanks."
Tesla's death-mask,20 May 2010,"Tesla's death-mask ... This death mask of Nikola Tesla is on display at a museum in Belgrade, Serbia. Does anyone know if you can have a death mask cast if you're..."
"Tesla on the Serbian 100 Dinar bill « Adafruit Industries – Makers, hackers, artists, designers and engineers!",27 Sept 2010,Tesla on the Serbian 100 Dinar bill. Teslacash. Emmanuel from 2600 gave us a Tesla Serbian 100 Dinar bill! The formula for Tesla Unit (T=Wb/m2) is on the bill (...
How Tesla's Musk wooed Model S designer von Holzhausen,31 Dec 2010,Tesla Model S – Click above for high-res image gallery.
"Tesla takes a tip from BMW, creates psychedelic Roadster art car",6 Dec 2010,Laurence Gartel's Tesla Roadster art car – Click above for high-res image gallery.
Tesla bets on electric future,28 Jun 2010,NEW YORK – Tesla Motors Inc. begins selling stock to the public on Tuesday. The sale's success depends on how much investors are willing to bet on a car...
Locals get to test drive Tesla's 'green machine',25 Jul 2010,"On Saturday, Seth Campbell of Portsmouth brought his wife and two boys to take a look at the Roadster. Campbell said he is ""very into"" electric vehicles and the..."
The Perception of Going Green (Part 2),24 Oct 2010,"OK, so diesels may be the best kept secret Toyota doesn't want buyers to know about. Now the question begs, where does the Electronic Vehicle (EV) stand?"
2012 Toyota RAV4 EV: Toyota RAV4 News –,18 Nov 2010,Toyota is partnering with Tesla to create the RAV4 electric vehicle. See pictures of and read about the RAV4 EV at Car and Driver.
"Thoughts on the Toyota/Tesla RAV4 EV from old-school RAV4 EV drivers (also, is Honda next?)",16 Jul 2010,"Until this week, the RAV4 EVs of the world were kept alive thanks mostly to the work of the people in Plug In America, some of whom are still driving the..."
VST Conversions' Electric BMW E30 Can Toast A Tesla,19 Oct 2010,"This green '87 BMW 3-Series E30, built by Croatia's VST Conversions, is the brainchild of Mate Rimac; he wanted to go fast in an electric car, and now he can."
Tesla begins selling electric Roadsters in Canada,31 May 2010,Tesla Motors is now selling its Roadster electric sports car in Canada.
Plastic Surgeon Was Texting Before Fatal Crash,17 Aug 2010,"Dr. Frank Ryan, who transformed Heidi Montag, sent two Tweets about his dog."
"Toyota RAV4 Unveiled, Test Fleet Planned For 2011",18 Nov 2010,"On the outside, Toyota's new electric vehicle looks like little more than a regular RAV4 with a new bumper. Mike Stevens. 02:1918 November 2010."
"Musk talks up electric vehicles, boasts about achievements in TIME interview",12 Jul 2010,"Tesla's chief executive officer, Elon Musk, is well-known for his occasionally outlandish remarks, boastful company claims, over-the-top comments and much..."
"Elon Musk, the geek tycoon",29 Jul 2010,He's selling electric cars and space shots while battling his ex and the press.
Amity Shlaes: Electric car finally ready for fast lane?,26 Jun 2010,What do screaming protesters at the G8 and G20 summits in Canada this week have to do with a battery service start-up that has received $700 million in...
Road Test: Tesla Roadster Sport 2.5,15 Jul 2010,"If you are a petrol-head and a daily follower of our site, you may have heard of Tesla Motors, a company based in Silicon Valley, which is selling a Lotus."
"Electric cars flooding the market in 2012 - Dec. 8, 2010",8 Dec 2010,By the end of 2012 there may be more plug-in hybrid and electric car models available than the market can bear.
Elon Musk: Will his Silicon Valley story have a Hollywood ending?,21 May 2010,"Last week, just one day after he stood alongside Gov. Arnold Schwarzenegger and the CEO of Toyota to announce plans for mass-producing his company's..."
Video: BMW E30 3 Series EV with 373kW by VST Conversions,22 Oct 2010,"According to the VST website, the car is capable of doing 0-100km/h in 3.5 seconds, the quarter mile in 12.1 seconds and has a top speed of 280km/h."
UK Tesla superfan goes 772 miles from London to Lands End in a Roadster,28 Jun 2010,Tesla Roadster London to Land's End road trip – Click above for high-res image gallery.
Izaro GT-E Electric Supercar Initial Details and Photos,19 Aug 2010,"Spanish manufacturer Izaro Motors had just revealed the first details and images of a new electric supercar, that is likely to compete against the Tesla..."
NUMMI plant recharged,28 Oct 2010,"FREMONT (AP) - Electric car maker Tesla Motors Inc. has unveiled its retooled factory in Fremont, where it plans to produce its Model S sedan in partnership..."
Economy hints at signs of thaw,7 Nov 2010,Debbie Tesla sees a touch of an economic thaw from her curious vista of the Orange County business climate: selling frozen treats.
"LA 2010: Toyota RAV4 EV, powered by Tesla, hits the stage",17 Nov 2010,"LA 2010: Toyota RAV4 EV, powered by Tesla, hits the stage ... Proudly ""Powered by Tesla,"" the brand-new Toyota RAV4 EV made its debut at the LA Auto Show today,..."
Electricity will be in the air at Baraboo's annual Tesla Fest,31 Aug 2010,Technology geeks will make like the Greek god Zeus and throw lightning bolts Saturday when the Midwest Annual Tesla Fest 2010 returns to Baraboo.
All Pikes Peak Reads: Scientist Nikola Tesla's local history sparks book choices,10 Sept 2010,Nikola Tesla was both the most famous and most mysterious scientist to ever work in Colorado Springs. To celebrate Tesla's story being chosen by the Pikes...
"Tony Stark isn't just Iron Man - he's Elon Musk, too",12 May 2010,Regular AutoblogGreen readers who went to see Iron Man 2 this past weekend probably noticed an unexpected little cameo from one of the most flamboyant...
Toyota debuts 2nd gen RAV4 EV with Tesla battery,17 Nov 2010,"Los Angeles, California – Toyota debuted today the second-generation Toyota RAV4 EV at a news conference at the Los Angeles Auto Show. A total of 35 vehicles..."
Sanctuary – Why isn’t Magnus getting laid?,20 Nov 2010,"We get an awesome Henry-centric werewolf episode. But, with a Tesla-Magnus bedroom scene, I have to ask: Why isn't anyone “tapping” Amanda Tapping's..."
